x,Mu
-9.395076e+01,1.810180e+00
-9.245837e+01,1.979905e+00
-9.096598e+01,2.384702e+00
-8.947359e+01,2.500403e+00
-8.798119e+01,nan
-8.648880e+01,2.613760e+00
-8.499641e+01,2.665436e+00
-8.350402e+01,2.682801e+00
-8.201162e+01,nan
-8.051923e+01,2.663226e+00
-7.902684e+01,2.615036e+00
-7.753444e+01,2.540646e+00
-7.604205e+01,nan
-7.454966e+01,2.444616e+00
-7.305727e+01,2.319897e+00
-7.156487e+01,2.110893e+00
-7.007248e+01,nan
-6.858009e+01,5.666904e+00
-6.708770e+01,2.255561e+00
-6.559530e+01,2.090191e+00
-6.410291e+01,1.878152e+00
-6.261052e+01,2.345562e+00
-6.111813e+01,1.867430e+00
-5.962573e+01,1.774343e+00
-5.813334e+01,1.689384e+00
-5.664095e+01,nan
-5.514856e+01,1.612893e+00
-5.365616e+01,1.541061e+00
-5.216377e+01,1.472949e+00
-5.067138e+01,nan
-4.917898e+01,1.398120e+00
-4.768659e+01,1.320516e+00
-4.619420e+01,1.318125e+00
-4.470181e+01,nan
-4.320941e+01,1.226104e+00
-4.171702e+01,1.199348e+00
-4.022463e+01,1.163944e+00
-3.873224e+01,nan
-3.723984e+01,1.122806e+00
-3.574745e+01,1.085839e+00
-3.425506e+01,1.052066e+00
-3.276267e+01,1.021001e+00
-3.127027e+01,nan
-2.977788e+01,9.929145e-01
-2.828549e+01,9.672947e-01
-2.679309e+01,9.443076e-01
-2.530070e+01,nan
-2.380831e+01,9.233357e-01
-2.231592e+01,9.034700e-01
-2.082352e+01,8.853696e-01
-1.933113e+01,nan
-1.783874e+01,8.692257e-01
-1.634635e+01,8.549255e-01
-1.485395e+01,8.425584e-01
-1.336156e+01,nan
-1.186917e+01,8.311716e-01
-1.037678e+01,8.211473e-01
-8.884383e+00,8.133415e-01
-7.391990e+00,nan
-5.899598e+00,8.075865e-01
-4.407205e+00,8.045950e-01
-2.914812e+00,8.039674e-01
-1.422420e+00,8.063573e-01
6.997311e-02,nan
1.562366e+00,8.133777e-01
3.054758e+00,8.275586e-01
4.547151e+00,8.466455e-01
6.039544e+00,nan
7.531936e+00,9.058106e-01
9.024329e+00,9.243127e-01
1.051672e+01,9.501690e-01
1.200911e+01,nan
1.350151e+01,5.883378e-01
1.499390e+01,5.142682e-01
1.648629e+01,5.252461e-01
1.797868e+01,nan
1.947108e+01,5.401998e-01
2.096347e+01,5.559855e-01
2.245586e+01,5.698139e-01
2.394826e+01,nan
2.544065e+01,5.815626e-01
2.693304e+01,5.915975e-01
2.842543e+01,6.003820e-01
2.991783e+01,nan
3.141022e+01,6.080844e-01
3.290261e+01,6.148249e-01
3.439500e+01,6.209916e-01
3.588740e+01,nan
3.737979e+01,6.267900e-01
3.887218e+01,6.320507e-01
4.036457e+01,6.374958e-01
4.185697e+01,6.605343e-01
4.334936e+01,6.400604e-01
4.484175e+01,6.487918e-01
4.633415e+01,6.476372e-01
4.782654e+01,6.607480e-01
4.931893e+01,nan
5.081132e+01,6.412350e-01
5.230372e+01,6.215035e-01
5.379611e+01,2.975391e-01
