x,S12
-9.394464e+01,1.019793e+01
-9.245157e+01,8.931623e+00
-9.095850e+01,7.962412e+00
-8.946543e+01,6.949046e+00
-8.797236e+01,8.197498e+00
-8.647929e+01,6.375236e+00
-8.498622e+01,5.867102e+00
-8.349315e+01,5.479412e+00
-8.200008e+01,nan
-8.050701e+01,5.178043e+00
-7.901395e+01,4.938000e+00
-7.752088e+01,4.741472e+00
-7.602781e+01,nan
-7.453474e+01,4.577237e+00
-7.304167e+01,4.437211e+00
-7.154860e+01,4.315477e+00
-7.005553e+01,nan
-6.856246e+01,4.207775e+00
-6.706939e+01,4.112352e+00
-6.557632e+01,4.026543e+00
-6.408326e+01,nan
-6.259019e+01,3.947746e+00
-6.109712e+01,3.875263e+00
-5.960405e+01,3.808258e+00
-5.811098e+01,nan
-5.661791e+01,3.745978e+00
-5.512484e+01,3.687574e+00
-5.363177e+01,3.634215e+00
-5.213870e+01,nan
-5.064564e+01,3.584919e+00
-4.915257e+01,3.538412e+00
-4.765950e+01,3.495146e+00
-4.616643e+01,3.406621e+00
-4.467336e+01,4.616870e+00
-4.318029e+01,3.417853e+00
-4.168722e+01,3.383116e+00
-4.019415e+01,3.353909e+00
-3.870108e+01,nan
-3.720801e+01,3.326647e+00
-3.571495e+01,3.302792e+00
-3.422188e+01,3.282415e+00
-3.272881e+01,nan
-3.123574e+01,3.264190e+00
-2.974267e+01,3.236994e+00
-2.824960e+01,3.219551e+00
-2.675653e+01,nan
-2.526346e+01,3.220308e+00
-2.377039e+01,3.196855e+00
-2.227733e+01,3.200456e+00
-2.078426e+01,nan
-1.929119e+01,3.207384e+00
-1.779812e+01,3.209175e+00
-1.630505e+01,3.211859e+00
-1.481198e+01,nan
-1.331891e+01,3.216644e+00
-1.182584e+01,3.227731e+00
-1.033277e+01,3.241449e+00
-8.839704e+00,nan
-7.346635e+00,3.257647e+00
-5.853566e+00,3.277597e+00
-4.360498e+00,3.300890e+00
-2.867429e+00,3.327710e+00
-1.374360e+00,nan
1.187094e-01,3.357337e+00
1.611778e+00,3.393003e+00
3.104847e+00,3.433166e+00
4.597916e+00,nan
6.090985e+00,3.475676e+00
7.584054e+00,3.523570e+00
9.077123e+00,3.576249e+00
1.057019e+01,nan
1.206326e+01,3.634227e+00
1.355633e+01,3.697484e+00
1.504940e+01,3.768591e+00
1.654247e+01,nan
1.803554e+01,3.848992e+00
1.952861e+01,3.934551e+00
2.102167e+01,4.030589e+00
2.251474e+01,nan
2.400781e+01,4.137346e+00
2.550088e+01,4.256743e+00
2.699395e+01,4.390831e+00
2.848702e+01,nan
2.998009e+01,4.544141e+00
3.147316e+01,4.723734e+00
3.296623e+01,4.928539e+00
3.445930e+01,nan
3.595236e+01,5.172356e+00
3.744543e+01,5.466894e+00
3.893850e+01,5.831738e+00
4.043157e+01,6.295355e+00
4.192464e+01,nan
4.341771e+01,6.912744e+00
4.491078e+01,7.774758e+00
4.640385e+01,9.187090e+00
4.789692e+01,nan
4.938999e+01,1.162914e+01
5.088305e+01,9.751435e+00
5.237612e+01,9.304487e+00
5.386919e+01,4.383216e+00
