x,Mu
-9.394464e+01,1.584329e+00
-9.245157e+01,1.830931e+00
-9.095850e+01,2.161490e+00
-8.946543e+01,2.261643e+00
-8.797236e+01,2.174661e+00
-8.647929e+01,2.326141e+00
-8.498622e+01,2.350534e+00
-8.349315e+01,2.349916e+00
-8.200008e+01,nan
-8.050701e+01,2.322828e+00
-7.901395e+01,2.271254e+00
-7.752088e+01,2.198870e+00
-7.602781e+01,nan
-7.453474e+01,2.104458e+00
-7.304167e+01,1.958845e+00
-7.154860e+01,1.830253e+00
-7.005553e+01,nan
-6.856246e+01,2.111977e+00
-6.706939e+01,1.937240e+00
-6.557632e+01,1.828031e+00
-6.408326e+01,nan
-6.259019e+01,1.735893e+00
-6.109712e+01,1.653212e+00
-5.960405e+01,1.576769e+00
-5.811098e+01,nan
-5.661791e+01,1.505656e+00
-5.512484e+01,1.439603e+00
-5.363177e+01,1.378760e+00
-5.213870e+01,nan
-5.064564e+01,1.321329e+00
-4.915257e+01,1.267730e+00
-4.765950e+01,1.218406e+00
-4.616643e+01,1.174105e+00
-4.467336e+01,1.138581e+00
-4.318029e+01,1.130329e+00
-4.168722e+01,1.091392e+00
-4.019415e+01,1.056087e+00
-3.870108e+01,nan
-3.720801e+01,1.022150e+00
-3.571495e+01,9.915928e-01
-3.422188e+01,9.633327e-01
-3.272881e+01,nan
-3.123574e+01,9.358368e-01
-2.974267e+01,9.072073e-01
-2.824960e+01,8.829945e-01
-2.675653e+01,nan
-2.526346e+01,8.692510e-01
-2.377039e+01,8.419580e-01
-2.227733e+01,8.296057e-01
-2.078426e+01,nan
-1.929119e+01,8.150699e-01
-1.779812e+01,7.989543e-01
-1.630505e+01,7.839514e-01
-1.481198e+01,nan
-1.331891e+01,7.703896e-01
-1.182584e+01,7.587879e-01
-1.033277e+01,7.473877e-01
-8.839704e+00,nan
-7.346635e+00,7.369923e-01
-5.853566e+00,7.277279e-01
-4.360498e+00,7.192345e-01
-2.867429e+00,7.115196e-01
-1.374360e+00,nan
1.187094e-01,7.045619e-01
1.611778e+00,6.988463e-01
3.104847e+00,6.933389e-01
4.597916e+00,nan
6.090985e+00,6.881184e-01
7.584054e+00,6.839659e-01
9.077123e+00,6.803171e-01
1.057019e+01,nan
1.206326e+01,6.772914e-01
1.355633e+01,6.748877e-01
1.504940e+01,6.734593e-01
1.654247e+01,nan
1.803554e+01,6.725123e-01
1.952861e+01,6.715207e-01
2.102167e+01,6.716717e-01
2.251474e+01,nan
2.400781e+01,6.723518e-01
2.550088e+01,6.737263e-01
2.699395e+01,6.758529e-01
2.848702e+01,nan
2.998009e+01,6.791016e-01
3.147316e+01,6.833305e-01
3.296623e+01,6.879517e-01
3.445930e+01,nan
3.595236e+01,6.944629e-01
3.744543e+01,7.026791e-01
3.893850e+01,7.133475e-01
4.043157e+01,7.268808e-01
4.192464e+01,nan
4.341771e+01,7.464903e-01
4.491078e+01,7.681106e-01
4.640385e+01,8.206694e-01
4.789692e+01,nan
4.938999e+01,8.044859e-01
5.088305e+01,6.809753e-01
5.237612e+01,4.402835e-01
5.386919e+01,1.257791e-01
