x,S11
-9.394603e+01,-1.272034e+01
-9.245346e+01,-9.082773e+00
-9.096090e+01,-7.143018e+00
-8.946834e+01,-5.924347e+00
-8.797578e+01,-7.709477e+00
-8.648322e+01,-5.278690e+00
-8.499065e+01,-4.756840e+00
-8.349809e+01,-4.392470e+00
-8.200553e+01,nan
-8.051297e+01,-4.156410e+00
-7.902041e+01,-4.017477e+00
-7.752784e+01,-3.944256e+00
-7.603528e+01,nan
-7.454272e+01,-3.926495e+00
-7.305016e+01,-3.950234e+00
-7.155760e+01,-4.005433e+00
-7.006503e+01,nan
-6.857247e+01,-4.085191e+00
-6.707991e+01,-4.187743e+00
-6.558735e+01,-4.305968e+00
-6.409479e+01,nan
-6.260222e+01,-4.433989e+00
-6.110966e+01,-4.571075e+00
-5.961710e+01,-4.714710e+00
-5.812454e+01,nan
-5.663198e+01,-4.860838e+00
-5.513941e+01,-5.010603e+00
-5.364685e+01,-5.169728e+00
-5.215429e+01,-5.163998e+00
-5.066173e+01,-5.836868e+00
-4.916917e+01,-5.482527e+00
-4.767661e+01,-5.639914e+00
-4.618404e+01,-5.794429e+00
-4.469148e+01,nan
-4.319892e+01,-5.948372e+00
-4.170636e+01,-6.108951e+00
-4.021380e+01,-6.263724e+00
-3.872123e+01,nan
-3.722867e+01,-6.418887e+00
-3.573611e+01,-6.582017e+00
-3.424355e+01,-6.750865e+00
-3.275099e+01,nan
-3.125842e+01,-6.912247e+00
-2.976586e+01,-7.019570e+00
-2.827330e+01,-7.221223e+00
-2.678074e+01,nan
-2.528818e+01,-7.336914e+00
-2.379561e+01,-7.490461e+00
-2.230305e+01,-7.656669e+00
-2.081049e+01,nan
-1.931793e+01,-7.815367e+00
-1.782537e+01,-7.970615e+00
-1.633280e+01,-8.134987e+00
-1.484024e+01,nan
-1.334768e+01,-8.297790e+00
-1.185512e+01,-8.460077e+00
-1.036256e+01,-8.625460e+00
-8.869994e+00,-8.792169e+00
-7.377432e+00,nan
-5.884870e+00,-8.959079e+00
-4.392309e+00,-9.132409e+00
-2.899747e+00,-9.314167e+00
-1.407185e+00,nan
8.537735e-02,-9.498224e+00
1.577939e+00,-9.685111e+00
3.070501e+00,-9.878369e+00
4.563063e+00,nan
6.055625e+00,-1.007566e+01
7.548187e+00,-1.027518e+01
9.040749e+00,-1.049113e+01
1.053331e+01,nan
1.202587e+01,-1.071962e+01
1.351843e+01,-1.095067e+01
1.501100e+01,-1.119516e+01
1.650356e+01,nan
1.799612e+01,-1.145178e+01
1.948868e+01,-1.172005e+01
2.098124e+01,-1.200742e+01
2.247381e+01,nan
2.396637e+01,-1.232401e+01
2.545893e+01,-1.266565e+01
2.695149e+01,-1.303806e+01
2.844405e+01,-1.306327e+01
2.993662e+01,-1.551456e+01
3.142918e+01,-1.394205e+01
3.292174e+01,-1.449400e+01
3.441430e+01,-1.526338e+01
3.590686e+01,nan
3.739943e+01,-1.597001e+01
3.889199e+01,-1.880786e+01
4.038455e+01,-1.519881e+01
4.187711e+01,nan
4.336967e+01,-1.816487e+01
4.486224e+01,-2.003517e+01
4.635480e+01,-2.227481e+01
4.784736e+01,nan
4.933992e+01,-2.496632e+01
5.083248e+01,-3.161767e+01
5.232505e+01,-4.206506e+01
5.381761e+01,-8.457881e+01
