x,S11
-9.394894e+01,-1.274104e+01
-9.245653e+01,-9.113515e+00
-9.096413e+01,-7.152050e+00
-8.947172e+01,-5.935699e+00
-8.797931e+01,-9.308075e+00
-8.648691e+01,-5.274357e+00
-8.499450e+01,-4.744959e+00
-8.350209e+01,-4.379333e+00
-8.200969e+01,nan
-8.051728e+01,-4.146619e+00
-7.902487e+01,-4.000866e+00
-7.753247e+01,-3.927955e+00
-7.604006e+01,nan
-7.454765e+01,-3.908471e+00
-7.305524e+01,-3.930601e+00
-7.156284e+01,-3.988949e+00
-7.007043e+01,nan
-6.857802e+01,-4.074398e+00
-6.708562e+01,-4.177143e+00
-6.559321e+01,-4.295703e+00
-6.410080e+01,nan
-6.260840e+01,-4.423603e+00
-6.111599e+01,-4.560363e+00
-5.962358e+01,-4.710908e+00
-5.813118e+01,-4.781596e+00
-5.663877e+01,-6.799430e+00
-5.514636e+01,-5.017337e+00
-5.365395e+01,-5.172229e+00
-5.216155e+01,-5.327123e+00
-5.066914e+01,nan
-4.917673e+01,-5.487307e+00
-4.768433e+01,-5.645979e+00
-4.619192e+01,-5.810551e+00
-4.469951e+01,nan
-4.320711e+01,-6.006568e+00
-4.171470e+01,-6.179963e+00
-4.022229e+01,-6.245600e+00
-3.872989e+01,nan
-3.723748e+01,-6.505867e+00
-3.574507e+01,-6.601150e+00
-3.425266e+01,-6.752222e+00
-3.276026e+01,nan
-3.126785e+01,-6.921685e+00
-2.977544e+01,-7.082429e+00
-2.828304e+01,-7.245706e+00
-2.679063e+01,-7.266533e+00
-2.529822e+01,-9.026318e+00
-2.380582e+01,-7.565961e+00
-2.231341e+01,-7.724558e+00
-2.082100e+01,-7.880830e+00
-1.932860e+01,nan
-1.783619e+01,-8.036808e+00
-1.634378e+01,-8.201825e+00
-1.485137e+01,-8.367607e+00
-1.335897e+01,nan
-1.186656e+01,-8.531148e+00
-1.037415e+01,-8.696738e+00
-8.881747e+00,-8.860453e+00
-7.389340e+00,nan
-5.896933e+00,-9.030660e+00
-4.404526e+00,-9.209156e+00
-2.912119e+00,-9.387624e+00
-1.419712e+00,nan
7.269485e-02,-9.568057e+00
1.565102e+00,-9.751648e+00
3.057509e+00,-9.934822e+00
4.549916e+00,nan
6.042323e+00,-1.013305e+01
7.534729e+00,-1.034523e+01
9.027136e+00,-1.056420e+01
1.051954e+01,-1.081489e+01
1.201195e+01,nan
1.350436e+01,-1.108976e+01
1.499676e+01,-1.149393e+01
1.648917e+01,-1.175803e+01
1.798158e+01,nan
1.947398e+01,-1.360083e+01
2.096639e+01,-1.002084e+01
2.245880e+01,-1.196309e+01
2.395121e+01,nan
2.544361e+01,-1.261031e+01
2.693602e+01,-1.298559e+01
2.842843e+01,-1.338277e+01
2.992083e+01,nan
3.141324e+01,-1.379990e+01
3.290565e+01,-1.426105e+01
3.439805e+01,-1.478825e+01
3.589046e+01,nan
3.738287e+01,-1.540766e+01
3.887527e+01,-1.615432e+01
4.036768e+01,-1.706402e+01
4.186009e+01,nan
4.335250e+01,-1.824005e+01
4.484490e+01,-1.966181e+01
4.633731e+01,-2.193962e+01
4.782972e+01,-2.762166e+01
4.932212e+01,-2.378036e+01
5.081453e+01,-3.095307e+01
5.230694e+01,-4.145146e+01
5.379934e+01,-8.367563e+01
