x,S12
-9.394603e+01,2.074659e+01
-9.245346e+01,1.825780e+01
-9.096090e+01,1.628004e+01
-8.946834e+01,1.421771e+01
-8.797578e+01,1.672983e+01
-8.648322e+01,1.304012e+01
-8.499065e+01,1.200048e+01
-8.349809e+01,1.120695e+01
-8.200553e+01,nan
-8.051297e+01,1.059226e+01
-7.902041e+01,1.010035e+01
-7.752784e+01,9.698113e+00
-7.603528e+01,nan
-7.454272e+01,9.362393e+00
-7.305016e+01,9.075957e+00
-7.155760e+01,8.826767e+00
-7.006503e+01,nan
-6.857247e+01,8.608734e+00
-6.707991e+01,8.415210e+00
-6.558735e+01,8.239304e+00
-6.409479e+01,nan
-6.260222e+01,8.078714e+00
-6.110966e+01,7.931147e+00
-5.961710e+01,7.794538e+00
-5.812454e+01,nan
-5.663198e+01,7.666406e+00
-5.513941e+01,7.552254e+00
-5.364685e+01,7.443808e+00
-5.215429e+01,6.737585e+00
-5.066173e+01,9.257666e+00
-4.916917e+01,7.248171e+00
-4.767661e+01,7.160508e+00
-4.618404e+01,7.077450e+00
-4.469148e+01,nan
-4.319892e+01,7.006629e+00
-4.170636e+01,6.939885e+00
-4.021380e+01,6.880075e+00
-3.872123e+01,nan
-3.722867e+01,6.827689e+00
-3.573611e+01,6.780174e+00
-3.424355e+01,6.718060e+00
-3.275099e+01,nan
-3.125842e+01,6.660861e+00
-2.976586e+01,6.665073e+00
-2.827330e+01,6.602205e+00
-2.678074e+01,nan
-2.528818e+01,6.596702e+00
-2.379561e+01,6.602158e+00
-2.230305e+01,6.596110e+00
-2.081049e+01,nan
-1.931793e+01,6.588075e+00
-1.782537e+01,6.593002e+00
-1.633280e+01,6.603633e+00
-1.484024e+01,nan
-1.334768e+01,6.619134e+00
-1.185512e+01,6.642191e+00
-1.036256e+01,6.672105e+00
-8.869994e+00,6.707600e+00
-7.377432e+00,nan
-5.884870e+00,6.751262e+00
-4.392309e+00,6.805522e+00
-2.899747e+00,6.866187e+00
-1.407185e+00,nan
8.537735e-02,6.933198e+00
1.577939e+00,7.009395e+00
3.070501e+00,7.094731e+00
4.563063e+00,nan
6.055625e+00,7.187792e+00
7.548187e+00,7.293378e+00
9.040749e+00,7.417162e+00
1.053331e+01,nan
1.202587e+01,7.545754e+00
1.351843e+01,7.691454e+00
1.501100e+01,7.853185e+00
1.650356e+01,nan
1.799612e+01,8.033394e+00
1.948868e+01,8.235193e+00
2.098124e+01,8.468950e+00
2.247381e+01,nan
2.396637e+01,8.736717e+00
2.545893e+01,9.044157e+00
2.695149e+01,9.410315e+00
2.844405e+01,9.041673e+00
2.993662e+01,1.413084e+01
3.142918e+01,1.041224e+01
3.292174e+01,1.113522e+01
3.441430e+01,1.211828e+01
3.590686e+01,nan
3.739943e+01,1.368212e+01
3.889199e+01,1.628871e+01
4.038455e+01,1.312531e+01
4.187711e+01,nan
4.336967e+01,9.967770e+00
4.486224e+01,9.777207e+00
4.635480e+01,1.115057e+01
4.784736e+01,nan
4.933992e+01,1.321392e+01
5.083248e+01,1.655148e+01
5.232505e+01,2.279537e+01
5.381761e+01,2.026509e+01
