x,Mu
-9.395895e+01,1.718252e+00
-9.246646e+01,1.933159e+00
-9.097397e+01,2.323611e+00
-8.948147e+01,2.447227e+00
-8.798898e+01,nan
-8.649649e+01,2.558303e+00
-8.500399e+01,2.605355e+00
-8.351150e+01,2.626437e+00
-8.201900e+01,nan
-8.052651e+01,2.613927e+00
-7.903402e+01,2.570311e+00
-7.754152e+01,2.496934e+00
-7.604903e+01,nan
-7.455654e+01,2.405392e+00
-7.306404e+01,2.286375e+00
-7.157155e+01,2.062980e+00
-7.007906e+01,3.406868e+00
-6.858656e+01,nan
-6.709407e+01,2.248030e+00
-6.560157e+01,2.094553e+00
-6.410908e+01,1.942228e+00
-6.261659e+01,nan
-6.112409e+01,1.797733e+00
-5.963160e+01,1.856114e+00
-5.813911e+01,1.650290e+00
-5.664661e+01,nan
-5.515412e+01,1.619751e+00
-5.366163e+01,1.566029e+00
-5.216913e+01,1.496930e+00
-5.067664e+01,1.432607e+00
-4.918414e+01,nan
-4.769165e+01,1.375662e+00
-4.619916e+01,1.326962e+00
-4.470666e+01,1.283164e+00
-4.321417e+01,nan
-4.172168e+01,1.242969e+00
-4.022918e+01,1.207496e+00
-3.873669e+01,1.178377e+00
-3.724420e+01,nan
-3.575170e+01,1.153473e+00
-3.425921e+01,1.132185e+00
-3.276671e+01,1.118526e+00
-3.127422e+01,1.112949e+00
-2.978173e+01,nan
-2.828923e+01,1.115455e+00
-2.679674e+01,1.132023e+00
-2.530425e+01,1.158572e+00
-2.381175e+01,nan
-2.231926e+01,1.266747e+00
-2.082677e+01,1.254152e+00
-1.933427e+01,1.463152e+00
-1.784178e+01,nan
-1.634928e+01,6.778159e-01
-1.485679e+01,5.196752e-01
-1.336430e+01,5.001249e-01
-1.187180e+01,nan
-1.037931e+01,5.004471e-01
-8.886817e+00,5.095039e-01
-7.394323e+00,5.205394e-01
-5.901829e+00,nan
-4.409336e+00,5.312583e-01
-2.916842e+00,5.409452e-01
-1.424348e+00,5.494491e-01
6.814528e-02,nan
1.560639e+00,5.568059e-01
3.053133e+00,5.631645e-01
4.545626e+00,5.688184e-01
6.038120e+00,nan
7.530613e+00,5.737129e-01
9.023107e+00,5.779872e-01
1.051560e+01,5.818839e-01
1.200809e+01,nan
1.350059e+01,5.854533e-01
1.499308e+01,5.888041e-01
1.648558e+01,5.920204e-01
1.797807e+01,6.098660e-01
1.947056e+01,5.938753e-01
2.096306e+01,5.982419e-01
2.245555e+01,6.013065e-01
2.394804e+01,6.472495e-01
2.544054e+01,5.962631e-01
2.693303e+01,6.075921e-01
2.842552e+01,6.109213e-01
2.991802e+01,6.523708e-01
3.141051e+01,6.047079e-01
3.290301e+01,6.178475e-01
3.439550e+01,6.198297e-01
3.588799e+01,6.507384e-01
3.738049e+01,6.072290e-01
3.887298e+01,6.297975e-01
4.036547e+01,6.350559e-01
4.185797e+01,6.368101e-01
4.335046e+01,nan
4.484295e+01,6.430013e-01
4.633545e+01,6.397168e-01
4.782794e+01,6.550116e-01
4.932044e+01,nan
5.081293e+01,6.301005e-01
5.230542e+01,6.319085e-01
5.379792e+01,3.162475e-01
