x,S11
-9.396330e+01,-1.319896e+01
-9.247077e+01,-9.441803e+00
-9.097824e+01,-7.341255e+00
-8.948571e+01,-6.195151e+00
-8.799318e+01,nan
-8.650065e+01,-5.354527e+00
-8.500812e+01,-4.797694e+00
-8.351559e+01,-4.400989e+00
-8.202306e+01,nan
-8.053054e+01,-4.144552e+00
-7.903801e+01,-3.992775e+00
-7.754548e+01,-3.902857e+00
-7.605295e+01,-3.866842e+00
-7.456042e+01,nan
-7.306789e+01,-3.883204e+00
-7.157536e+01,-3.929748e+00
-7.008283e+01,-4.152806e+00
-6.859030e+01,nan
-6.709777e+01,-4.309214e+00
-6.560524e+01,-4.090718e+00
-6.411271e+01,-4.615818e+00
-6.262018e+01,nan
-6.112765e+01,-4.561664e+00
-5.963512e+01,-4.693021e+00
-5.814260e+01,-4.878930e+00
-5.665007e+01,-5.067794e+00
-5.515754e+01,nan
-5.366501e+01,-5.244819e+00
-5.217248e+01,-5.410259e+00
-5.067995e+01,-5.584101e+00
-4.918742e+01,nan
-4.769489e+01,-5.756474e+00
-4.620236e+01,-5.918617e+00
-4.470983e+01,-6.085872e+00
-4.321730e+01,-6.257465e+00
-4.172477e+01,nan
-4.023224e+01,-6.421169e+00
-3.873971e+01,-6.599329e+00
-3.724718e+01,-6.792675e+00
-3.575466e+01,nan
-3.426213e+01,-7.092944e+00
-3.276960e+01,-7.248876e+00
-3.127707e+01,-9.124360e+00
-2.978454e+01,nan
-2.829201e+01,-5.532794e+00
-2.679948e+01,-7.279941e+00
-2.530695e+01,-7.663811e+00
-2.381442e+01,nan
-2.232189e+01,-7.874889e+00
-2.082936e+01,-8.043851e+00
-1.933683e+01,-8.189547e+00
-1.784430e+01,nan
-1.635177e+01,-8.328343e+00
-1.485924e+01,-8.470052e+00
-1.336672e+01,-8.615690e+00
-1.187419e+01,nan
-1.038166e+01,-8.765418e+00
-8.889127e+00,-8.918719e+00
-7.396598e+00,-9.075665e+00
-5.904069e+00,-1.230600e+01
-4.411539e+00,-8.968606e+00
-2.919010e+00,-9.397235e+00
-1.426481e+00,-9.562571e+00
6.604856e-02,-1.131550e+01
1.558578e+00,-9.430523e+00
3.051107e+00,-9.904574e+00
4.543637e+00,-1.008138e+01
6.036166e+00,-1.194577e+01
7.528695e+00,-9.943779e+00
9.021225e+00,-1.045336e+01
1.051375e+01,-1.065001e+01
1.200628e+01,-1.178257e+01
1.349881e+01,-1.056252e+01
1.499134e+01,-1.107071e+01
1.648387e+01,-1.129777e+01
1.797640e+01,-1.204700e+01
1.946893e+01,-1.125257e+01
2.096146e+01,-1.179540e+01
2.245399e+01,-1.207222e+01
2.394652e+01,-1.239901e+01
2.543905e+01,-1.223322e+01
2.693158e+01,-1.270896e+01
2.842411e+01,-1.307436e+01
2.991664e+01,-1.354102e+01
3.140916e+01,nan
3.290169e+01,-1.387364e+01
3.439422e+01,-1.438429e+01
3.588675e+01,-1.505908e+01
3.737928e+01,nan
3.887181e+01,-1.578046e+01
4.036434e+01,-1.665193e+01
4.185687e+01,-1.779861e+01
4.334940e+01,nan
4.484193e+01,-1.917672e+01
4.633446e+01,-2.144526e+01
4.782699e+01,-2.390343e+01
4.931952e+01,nan
5.081205e+01,-3.040751e+01
5.230458e+01,-4.123997e+01
5.379710e+01,-8.334433e+01
