x,Mu
-9.381354e+01,1.958277e+00
-9.232240e+01,2.001765e+00
-9.083125e+01,2.331468e+00
-8.934011e+01,2.438031e+00
-8.784896e+01,nan
-8.635782e+01,2.547103e+00
-8.486667e+01,2.603002e+00
-8.337553e+01,2.628873e+00
-8.188438e+01,nan
-8.039324e+01,2.617943e+00
-7.890209e+01,2.576288e+00
-7.741095e+01,2.508353e+00
-7.591980e+01,nan
-7.442866e+01,2.419041e+00
-7.293751e+01,2.308738e+00
-7.144637e+01,2.136547e+00
-6.995522e+01,nan
-6.846408e+01,1.940270e+00
-6.697293e+01,2.239164e+00
-6.548179e+01,2.011507e+00
-6.399064e+01,nan
-6.249950e+01,1.933706e+00
-6.100835e+01,1.939249e+00
-5.951721e+01,1.709521e+00
-5.802607e+01,1.728953e+00
-5.653492e+01,nan
-5.504378e+01,1.634146e+00
-5.355263e+01,1.561800e+00
-5.206149e+01,1.495159e+00
-5.057034e+01,nan
-4.907920e+01,1.436438e+00
-4.758805e+01,1.385239e+00
-4.609691e+01,1.339785e+00
-4.460576e+01,nan
-4.311462e+01,1.300057e+00
-4.162347e+01,1.266155e+00
-4.013233e+01,1.238547e+00
-3.864118e+01,nan
-3.715004e+01,1.217948e+00
-3.565889e+01,1.206138e+00
-3.416775e+01,1.204241e+00
-3.267660e+01,nan
-3.118546e+01,1.218949e+00
-2.969431e+01,1.241470e+00
-2.820317e+01,1.353273e+00
-2.671202e+01,1.325065e+00
-2.522088e+01,nan
-2.372973e+01,1.593004e+00
-2.223859e+01,7.189099e-01
-2.074745e+01,5.435740e-01
-1.925630e+01,nan
-1.776516e+01,5.180119e-01
-1.627401e+01,5.154149e-01
-1.478287e+01,5.228201e-01
-1.329172e+01,nan
-1.180058e+01,5.328035e-01
-1.030943e+01,5.427116e-01
-8.818287e+00,5.516180e-01
-7.327142e+00,nan
-5.835998e+00,5.593798e-01
-4.344853e+00,5.661171e-01
-2.853708e+00,5.717822e-01
-1.362563e+00,nan
1.285817e-01,5.767608e-01
1.619726e+00,5.810074e-01
3.110871e+00,5.846221e-01
4.602016e+00,nan
6.093161e+00,5.877631e-01
7.584306e+00,5.905762e-01
9.075450e+00,5.931770e-01
1.056660e+01,6.120934e-01
1.205774e+01,5.933237e-01
1.354888e+01,5.978295e-01
1.504003e+01,6.001222e-01
1.653117e+01,6.023478e-01
1.802232e+01,nan
1.951346e+01,6.046336e-01
2.100461e+01,6.070581e-01
2.249575e+01,6.095723e-01
2.398690e+01,nan
2.547804e+01,6.121962e-01
2.696919e+01,6.150614e-01
2.846033e+01,6.178520e-01
2.995148e+01,nan
3.144262e+01,6.209604e-01
3.293377e+01,6.224508e-01
3.442491e+01,6.245477e-01
3.591606e+01,nan
3.740720e+01,6.313718e-01
3.889835e+01,6.355897e-01
4.038949e+01,6.379124e-01
4.188064e+01,nan
4.337178e+01,6.414879e-01
4.486293e+01,6.451103e-01
4.635407e+01,6.479591e-01
4.784521e+01,6.610389e-01
4.933636e+01,6.445877e-01
5.082750e+01,6.568879e-01
5.231865e+01,5.972171e-01
5.380979e+01,3.083531e-01
