x,Mu
-9.394603e+01,1.666945e+00
-9.245346e+01,1.883687e+00
-9.096090e+01,2.242085e+00
-8.946834e+01,2.351477e+00
-8.797578e+01,2.242648e+00
-8.648322e+01,2.427667e+00
-8.499065e+01,2.460213e+00
-8.349809e+01,2.466349e+00
-8.200553e+01,nan
-8.051297e+01,2.442031e+00
-7.902041e+01,2.388932e+00
-7.752784e+01,2.315916e+00
-7.603528e+01,nan
-7.454272e+01,2.218164e+00
-7.305016e+01,2.072041e+00
-7.155760e+01,-5.843501e+00
-7.006503e+01,nan
-6.857247e+01,2.225484e+00
-6.707991e+01,2.031923e+00
-6.558735e+01,1.914647e+00
-6.409479e+01,nan
-6.260222e+01,1.816904e+00
-6.110966e+01,1.728454e+00
-5.961710e+01,1.646699e+00
-5.812454e+01,nan
-5.663198e+01,1.571128e+00
-5.513941e+01,1.501676e+00
-5.364685e+01,1.434622e+00
-5.215429e+01,1.307436e+00
-5.066173e+01,1.583050e+00
-4.916917e+01,1.316873e+00
-4.767661e+01,1.264307e+00
-4.618404e+01,1.215924e+00
-4.469148e+01,nan
-4.319892e+01,1.172206e+00
-4.170636e+01,1.130125e+00
-4.021380e+01,1.092323e+00
-3.872123e+01,nan
-3.722867e+01,1.057474e+00
-3.573611e+01,1.023852e+00
-3.424355e+01,9.889070e-01
-3.275099e+01,nan
-3.125842e+01,9.573891e-01
-2.976586e+01,9.431470e-01
-2.827330e+01,9.079419e-01
-2.678074e+01,nan
-2.528818e+01,8.927048e-01
-2.379561e+01,8.751069e-01
-2.230305e+01,8.552443e-01
-2.081049e+01,nan
-1.931793e+01,8.367483e-01
-1.782537e+01,8.209869e-01
-1.633280e+01,8.056217e-01
-1.484024e+01,nan
-1.334768e+01,7.916032e-01
-1.185512e+01,7.790689e-01
-1.036256e+01,7.675253e-01
-8.869994e+00,7.569336e-01
-7.377432e+00,nan
-5.884870e+00,7.476328e-01
-4.392309e+00,7.393159e-01
-2.899747e+00,7.313298e-01
-1.407185e+00,nan
8.537735e-02,7.241416e-01
1.577939e+00,7.179703e-01
3.070501e+00,7.125038e-01
4.563063e+00,nan
6.055625e+00,7.077366e-01
7.548187e+00,7.042325e-01
9.040749e+00,7.015232e-01
1.053331e+01,nan
1.202587e+01,6.985652e-01
1.351843e+01,6.971612e-01
1.501100e+01,6.964490e-01
1.650356e+01,nan
1.799612e+01,6.966882e-01
1.948868e+01,6.981198e-01
2.098124e+01,7.011125e-01
2.247381e+01,nan
2.396637e+01,7.051526e-01
2.545893e+01,7.108350e-01
2.695149e+01,7.191881e-01
2.844405e+01,6.948298e-01
2.993662e+01,9.194370e-01
3.142918e+01,7.462075e-01
3.292174e+01,7.690507e-01
3.441430e+01,7.964697e-01
3.590686e+01,nan
3.739943e+01,8.618487e-01
3.889199e+01,8.764822e-01
4.038455e+01,8.738996e-01
4.187711e+01,nan
4.336967e+01,5.505077e-01
4.486224e+01,4.894721e-01
4.635480e+01,5.021861e-01
4.784736e+01,nan
4.933992e+01,5.305212e-01
5.083248e+01,5.267069e-01
5.232505e+01,5.446108e-01
5.381761e+01,2.548177e-01
