x,Mu
-9.394739e+01,1.636321e+00
-9.245494e+01,1.872057e+00
-9.096249e+01,2.221245e+00
-8.947004e+01,2.333410e+00
-8.797759e+01,2.030471e+00
-8.648514e+01,2.403843e+00
-8.499270e+01,2.436204e+00
-8.350025e+01,2.441667e+00
-8.200780e+01,nan
-8.051535e+01,2.415872e+00
-7.902290e+01,2.365069e+00
-7.753045e+01,2.293521e+00
-7.603800e+01,nan
-7.454556e+01,2.199781e+00
-7.305311e+01,2.068850e+00
-7.156066e+01,1.617307e+00
-7.006821e+01,nan
-6.857576e+01,2.273177e+00
-6.708331e+01,2.023448e+00
-6.559086e+01,1.901268e+00
-6.409842e+01,nan
-6.260597e+01,1.802389e+00
-6.111352e+01,1.714443e+00
-5.962107e+01,1.634464e+00
-5.812862e+01,nan
-5.663617e+01,1.559601e+00
-5.514372e+01,1.489256e+00
-5.365128e+01,1.424652e+00
-5.215883e+01,1.364620e+00
-5.066638e+01,nan
-4.917393e+01,1.309327e+00
-4.768148e+01,1.259296e+00
-4.618903e+01,1.211705e+00
-4.469658e+01,nan
-4.320414e+01,1.168502e+00
-4.171169e+01,1.127218e+00
-4.021924e+01,1.083777e+00
-3.872679e+01,nan
-3.723434e+01,1.041399e+00
-3.574189e+01,1.029828e+00
-3.424944e+01,9.823966e-01
-3.275700e+01,nan
-3.126455e+01,9.643489e-01
-2.977210e+01,9.426449e-01
-2.827965e+01,9.180697e-01
-2.678720e+01,nan
-2.529475e+01,8.952802e-01
-2.380230e+01,8.755703e-01
-2.230986e+01,8.568552e-01
-2.081741e+01,nan
-1.932496e+01,8.396478e-01
-1.783251e+01,8.241780e-01
-1.634006e+01,8.100134e-01
-1.484761e+01,7.969830e-01
-1.335516e+01,nan
-1.186272e+01,7.858562e-01
-1.037027e+01,7.754217e-01
-8.877818e+00,7.654619e-01
-7.385369e+00,nan
-5.892921e+00,7.569597e-01
-4.400472e+00,7.494210e-01
-2.908024e+00,7.428209e-01
-1.415575e+00,nan
7.687355e-02,7.376768e-01
1.569322e+00,7.336413e-01
3.061771e+00,7.297641e-01
4.554219e+00,nan
6.046668e+00,7.274799e-01
7.539116e+00,7.264205e-01
9.031565e+00,7.267162e-01
1.052401e+01,nan
1.201646e+01,7.289448e-01
1.350891e+01,7.335108e-01
1.500136e+01,7.396202e-01
1.649381e+01,7.148966e-01
1.798626e+01,8.585205e-01
1.947871e+01,7.636301e-01
2.097115e+01,7.833165e-01
2.246360e+01,8.129921e-01
2.395605e+01,nan
2.544850e+01,8.498167e-01
2.694095e+01,9.386805e-01
2.843340e+01,9.714334e-01
2.992585e+01,nan
3.141829e+01,1.031497e+00
3.291074e+01,5.497746e-01
3.440319e+01,4.494434e-01
3.589564e+01,nan
3.738809e+01,4.509901e-01
3.888054e+01,4.635900e-01
4.037299e+01,4.821070e-01
4.186543e+01,nan
4.335788e+01,5.006489e-01
4.485033e+01,5.198509e-01
4.634278e+01,5.305886e-01
4.783523e+01,nan
4.932768e+01,5.547588e-01
5.082013e+01,5.473572e-01
5.231257e+01,5.649251e-01
5.380502e+01,2.729659e-01
