x,Mu
-9.395895e+01,1.674344e+00
-9.246646e+01,1.915461e+00
-9.097397e+01,2.293685e+00
-8.948147e+01,2.416736e+00
-8.798898e+01,nan
-8.649649e+01,2.524317e+00
-8.500399e+01,2.570086e+00
-8.351150e+01,2.590308e+00
-8.201900e+01,nan
-8.052651e+01,2.577919e+00
-7.903402e+01,2.535326e+00
-7.754152e+01,2.463903e+00
-7.604903e+01,nan
-7.455654e+01,2.375362e+00
-7.306404e+01,2.262169e+00
-7.157155e+01,2.068210e+00
-7.007906e+01,5.768542e-01
-6.858656e+01,nan
-6.709407e+01,2.241011e+00
-6.560157e+01,2.076966e+00
-6.410908e+01,1.925881e+00
-6.261659e+01,nan
-6.112409e+01,1.784760e+00
-5.963160e+01,1.838755e+00
-5.813911e+01,1.640833e+00
-5.664661e+01,nan
-5.515412e+01,1.610726e+00
-5.366163e+01,1.558531e+00
-5.216913e+01,1.491766e+00
-5.067664e+01,1.429663e+00
-4.918414e+01,nan
-4.769165e+01,1.374872e+00
-4.619916e+01,1.328273e+00
-4.470666e+01,1.286589e+00
-4.321417e+01,nan
-4.172168e+01,1.248574e+00
-4.022918e+01,1.215408e+00
-3.873669e+01,1.188797e+00
-3.724420e+01,nan
-3.575170e+01,1.166673e+00
-3.425921e+01,1.148578e+00
-3.276671e+01,1.138717e+00
-3.127422e+01,1.137820e+00
-2.978173e+01,nan
-2.828923e+01,1.146102e+00
-2.679674e+01,1.170692e+00
-2.530425e+01,1.206447e+00
-2.381175e+01,nan
-2.231926e+01,1.336666e+00
-2.082677e+01,1.323514e+00
-1.933427e+01,1.622395e+00
-1.784178e+01,nan
-1.634928e+01,6.853405e-01
-1.485679e+01,5.006052e-01
-1.336430e+01,4.706194e-01
-1.187180e+01,nan
-1.037931e+01,4.655444e-01
-8.886817e+00,4.718927e-01
-7.394323e+00,4.817943e-01
-5.901829e+00,nan
-4.409336e+00,4.923133e-01
-2.916842e+00,5.023807e-01
-1.424348e+00,5.116264e-01
6.814528e-02,nan
1.560639e+00,5.199501e-01
3.053133e+00,5.274049e-01
4.545626e+00,5.342348e-01
6.038120e+00,nan
7.530613e+00,5.403732e-01
9.023107e+00,5.459673e-01
1.051560e+01,5.512274e-01
1.200809e+01,nan
1.350059e+01,5.561333e-01
1.499308e+01,5.607676e-01
1.648558e+01,5.652079e-01
1.797807e+01,5.781680e-01
1.947056e+01,5.687579e-01
2.096306e+01,5.737183e-01
2.245555e+01,5.778401e-01
2.394804e+01,6.237654e-01
2.544054e+01,5.739254e-01
2.693303e+01,5.859084e-01
2.842552e+01,5.900138e-01
2.991802e+01,6.325364e-01
3.141051e+01,5.844782e-01
3.290301e+01,5.984546e-01
3.439550e+01,6.013035e-01
3.588799e+01,6.331734e-01
3.738049e+01,5.895936e-01
3.887298e+01,6.128254e-01
4.036547e+01,6.186122e-01
4.185797e+01,6.212421e-01
4.335046e+01,nan
4.484295e+01,6.282106e-01
4.633545e+01,6.259640e-01
4.782794e+01,6.421277e-01
4.932044e+01,nan
5.081293e+01,6.203104e-01
5.230542e+01,6.281501e-01
5.379792e+01,3.184401e-01
