x,Mu
-9.394894e+01,1.645555e+00
-9.245653e+01,1.880703e+00
-9.096413e+01,2.234599e+00
-8.947172e+01,2.349565e+00
-8.797931e+01,2.042864e+00
-8.648691e+01,2.423212e+00
-8.499450e+01,2.458851e+00
-8.350209e+01,2.466149e+00
-8.200969e+01,nan
-8.051728e+01,2.439529e+00
-7.902487e+01,2.391065e+00
-7.753247e+01,2.319474e+00
-7.604006e+01,nan
-7.454765e+01,2.226907e+00
-7.305524e+01,2.100587e+00
-7.156284e+01,1.749521e+00
-7.007043e+01,nan
-6.857802e+01,2.345859e+00
-6.708562e+01,2.051446e+00
-6.559321e+01,1.923722e+00
-6.410080e+01,nan
-6.260840e+01,1.823144e+00
-6.111599e+01,1.735085e+00
-5.962358e+01,1.651582e+00
-5.813118e+01,1.576343e+00
-5.663877e+01,1.558519e+00
-5.514636e+01,1.505150e+00
-5.365395e+01,1.440144e+00
-5.216155e+01,1.381080e+00
-5.066914e+01,nan
-4.917673e+01,1.325326e+00
-4.768433e+01,1.274387e+00
-4.619192e+01,1.226024e+00
-4.469951e+01,nan
-4.320711e+01,1.174557e+00
-4.171470e+01,1.122912e+00
-4.022229e+01,1.112908e+00
-3.872989e+01,nan
-3.723748e+01,1.054467e+00
-3.574507e+01,1.033468e+00
-3.425266e+01,1.008474e+00
-3.276026e+01,nan
-3.126785e+01,9.794973e-01
-2.977544e+01,9.537066e-01
-2.828304e+01,9.297070e-01
-2.679063e+01,9.056858e-01
-2.529822e+01,9.313379e-01
-2.380582e+01,8.880031e-01
-2.231341e+01,8.700351e-01
-2.082100e+01,8.537217e-01
-1.932860e+01,nan
-1.783619e+01,8.395832e-01
-1.634378e+01,8.261476e-01
-1.485137e+01,8.136205e-01
-1.335897e+01,nan
-1.186656e+01,8.030043e-01
-1.037415e+01,7.934652e-01
-8.881747e+00,7.856719e-01
-7.389340e+00,nan
-5.896933e+00,7.793647e-01
-4.404526e+00,7.736900e-01
-2.912119e+00,7.696174e-01
-1.419712e+00,nan
7.269485e-02,7.673828e-01
1.565102e+00,7.669944e-01
3.057509e+00,7.693089e-01
4.549916e+00,nan
6.042323e+00,7.746306e-01
7.534729e+00,7.823801e-01
9.027136e+00,7.958604e-01
1.051954e+01,8.152596e-01
1.201195e+01,nan
1.350436e+01,8.456903e-01
1.499676e+01,8.843063e-01
1.648917e+01,9.814818e-01
1.798158e+01,nan
1.947398e+01,1.017997e+00
2.096639e+01,1.108041e+00
2.245880e+01,5.603249e-01
2.395121e+01,nan
2.544361e+01,4.440099e-01
2.693602e+01,4.391189e-01
2.842843e+01,4.481292e-01
2.992083e+01,nan
3.141324e+01,4.632045e-01
3.290565e+01,4.795564e-01
3.439805e+01,4.956085e-01
3.589046e+01,nan
3.738287e+01,5.108656e-01
3.887527e+01,5.249316e-01
4.036768e+01,5.382122e-01
4.186009e+01,nan
4.335250e+01,5.493853e-01
4.484490e+01,5.623396e-01
4.633731e+01,5.671827e-01
4.782972e+01,6.153341e-01
4.932212e+01,5.823226e-01
5.081453e+01,5.738682e-01
5.230694e+01,5.883039e-01
5.379934e+01,2.897061e-01
