x,Mu
-9.381683e+01,1.876235e+00
-9.232567e+01,1.988402e+00
-9.083451e+01,2.315948e+00
-8.934335e+01,2.430771e+00
-8.785220e+01,nan
-8.636104e+01,2.545621e+00
-8.486988e+01,2.607934e+00
-8.337872e+01,2.639929e+00
-8.188756e+01,nan
-8.039641e+01,2.635542e+00
-7.890525e+01,2.603887e+00
-7.741409e+01,2.550882e+00
-7.592293e+01,nan
-7.443177e+01,2.478567e+00
-7.294062e+01,2.346078e+00
-7.144946e+01,2.025852e+00
-6.995830e+01,nan
-6.846714e+01,4.697337e+00
-6.697598e+01,2.615348e+00
-6.548482e+01,2.011092e+00
-6.399367e+01,2.069750e+00
-6.250251e+01,nan
-6.101135e+01,1.937562e+00
-5.952019e+01,1.848360e+00
-5.802903e+01,1.767091e+00
-5.653788e+01,nan
-5.504672e+01,1.697599e+00
-5.355556e+01,1.638608e+00
-5.206440e+01,1.588155e+00
-5.057324e+01,nan
-4.908209e+01,1.546796e+00
-4.759093e+01,1.515467e+00
-4.609977e+01,1.496378e+00
-4.460861e+01,nan
-4.311745e+01,1.491066e+00
-4.162629e+01,1.509893e+00
-4.013514e+01,1.534178e+00
-3.864398e+01,1.685452e+00
-3.715282e+01,nan
-3.566166e+01,1.591142e+00
-3.417050e+01,2.226544e+00
-3.267935e+01,8.261544e-01
-3.118819e+01,nan
-2.969703e+01,5.814632e-01
-2.820587e+01,5.314691e-01
-2.671471e+01,5.166083e-01
-2.522355e+01,nan
-2.373240e+01,5.174864e-01
-2.224124e+01,5.239425e-01
-2.075008e+01,5.318848e-01
-1.925892e+01,nan
-1.776776e+01,5.397724e-01
-1.627661e+01,5.469452e-01
-1.478545e+01,5.532427e-01
-1.329429e+01,nan
-1.180313e+01,5.588268e-01
-1.031197e+01,5.635602e-01
-8.820815e+00,5.676616e-01
-7.329657e+00,nan
-5.838499e+00,5.712735e-01
-4.347341e+00,5.744009e-01
-2.856183e+00,5.771487e-01
-1.365025e+00,nan
1.261336e-01,5.796083e-01
1.617292e+00,5.818532e-01
3.108450e+00,5.839423e-01
4.599608e+00,5.859407e-01
6.090766e+00,nan
7.581924e+00,5.878363e-01
9.073082e+00,5.896792e-01
1.056424e+01,5.916198e-01
1.205540e+01,nan
1.354656e+01,5.935045e-01
1.503771e+01,5.954169e-01
1.652887e+01,5.974996e-01
1.802003e+01,nan
1.951119e+01,5.996771e-01
2.100235e+01,6.020910e-01
2.249351e+01,6.043358e-01
2.398466e+01,nan
2.547582e+01,6.071524e-01
2.696698e+01,6.074245e-01
2.845814e+01,6.105114e-01
2.994930e+01,nan
3.144045e+01,6.183801e-01
3.293161e+01,6.185251e-01
3.442277e+01,6.202868e-01
3.591393e+01,nan
3.740509e+01,6.252586e-01
3.889625e+01,6.284170e-01
4.038740e+01,6.324078e-01
4.187856e+01,nan
4.336972e+01,6.360701e-01
4.486088e+01,6.401314e-01
4.635204e+01,6.428985e-01
4.784319e+01,6.590603e-01
4.933435e+01,6.408618e-01
5.082551e+01,6.533521e-01
5.231667e+01,6.013733e-01
5.380783e+01,3.160690e-01
