x,Mu
-9.395279e+01,8.414611e-01
-9.245872e+01,8.760794e-01
-9.096465e+01,8.657419e-01
-8.947058e+01,8.390095e-01
-8.797651e+01,8.171019e-01
-8.648244e+01,7.970763e-01
-8.498837e+01,7.807228e-01
-8.349430e+01,7.673275e-01
-8.200023e+01,7.565632e-01
-8.050616e+01,7.479851e-01
-7.901209e+01,7.411639e-01
-7.751802e+01,7.357909e-01
-7.602395e+01,7.315767e-01
-7.452988e+01,7.282397e-01
-7.303581e+01,7.256176e-01
-7.154174e+01,7.235658e-01
-7.004767e+01,7.219755e-01
-6.855360e+01,7.207604e-01
-6.705953e+01,7.198548e-01
-6.556546e+01,7.192027e-01
-6.407139e+01,7.186828e-01
-6.257731e+01,7.180817e-01
-6.108324e+01,7.188726e-01
-5.958917e+01,7.196802e-01
-5.809510e+01,7.164531e-01
-5.660103e+01,7.216198e-01
-5.510696e+01,7.199243e-01
-5.361289e+01,7.204943e-01
-5.211882e+01,7.212949e-01
-5.062475e+01,7.223255e-01
-4.913068e+01,7.234168e-01
-4.763661e+01,7.246614e-01
-4.614254e+01,7.260480e-01
-4.464847e+01,7.275957e-01
-4.315440e+01,7.293193e-01
-4.166033e+01,7.312439e-01
-4.016626e+01,7.334880e-01
-3.867219e+01,7.360204e-01
-3.717812e+01,7.389369e-01
-3.568405e+01,7.423425e-01
-3.418998e+01,7.463892e-01
-3.269591e+01,7.512980e-01
-3.120184e+01,7.573978e-01
-2.970777e+01,7.652016e-01
-2.821369e+01,7.755062e-01
-2.671962e+01,7.896900e-01
-2.522555e+01,8.097579e-01
-2.373148e+01,8.400168e-01
-2.223741e+01,8.837334e-01
-2.074334e+01,9.616736e-01
-1.924927e+01,1.076190e+00
-1.775520e+01,1.666478e+00
-1.626113e+01,1.830730e+00
-1.476706e+01,-1.493087e+00
-1.327299e+01,3.073883e+00
-1.177892e+01,2.543907e+00
-1.028485e+01,2.114024e+00
-8.790779e+00,1.885498e+00
-7.296709e+00,1.723312e+00
-5.802638e+00,1.606048e+00
-4.308568e+00,1.514118e+00
-2.814497e+00,1.439778e+00
-1.320427e+00,1.376417e+00
1.736435e-01,1.320681e+00
1.667714e+00,1.272058e+00
3.161784e+00,1.228632e+00
4.655855e+00,1.189381e+00
6.149925e+00,1.154286e+00
7.643996e+00,1.122005e+00
9.138066e+00,1.091482e+00
1.063214e+01,1.063544e+00
1.212621e+01,1.037731e+00
1.362028e+01,1.013567e+00
1.511435e+01,9.914347e-01
1.660842e+01,9.707806e-01
1.810249e+01,9.506385e-01
1.959656e+01,9.317521e-01
2.109063e+01,9.141793e-01
2.258470e+01,8.974226e-01
2.407877e+01,8.818470e-01
2.557284e+01,8.672983e-01
2.706691e+01,8.527614e-01
2.856098e+01,8.388000e-01
3.005505e+01,8.257378e-01
3.154912e+01,8.130710e-01
3.304319e+01,8.011215e-01
3.453726e+01,7.900247e-01
3.603133e+01,7.787600e-01
3.752540e+01,7.675239e-01
3.901947e+01,7.565207e-01
4.051355e+01,7.431482e-01
4.200762e+01,7.312004e-01
4.350169e+01,7.349543e-01
4.499576e+01,7.292770e-01
4.648983e+01,7.164348e-01
4.798390e+01,7.110088e-01
4.947797e+01,7.013796e-01
5.097204e+01,7.046836e-01
5.246611e+01,6.263664e-01
5.396018e+01,5.452566e-01
