x,S11
-9.396073e+01,-7.243210e+00
-9.246664e+01,-5.960033e+00
-9.097255e+01,-5.411360e+00
-8.947845e+01,-5.054419e+00
-8.798436e+01,-4.760450e+00
-8.649027e+01,-4.543753e+00
-8.499617e+01,-4.378517e+00
-8.350208e+01,-4.252716e+00
-8.200799e+01,-4.159511e+00
-8.051389e+01,-4.093759e+00
-7.901980e+01,-4.051248e+00
-7.752571e+01,-4.027688e+00
-7.603161e+01,-4.019722e+00
-7.453752e+01,-4.020378e+00
-7.304343e+01,-4.028022e+00
-7.154933e+01,-4.046615e+00
-7.005524e+01,-4.073418e+00
-6.856115e+01,-4.107915e+00
-6.706706e+01,-4.148240e+00
-6.557296e+01,-4.190541e+00
-6.407887e+01,-4.229799e+00
-6.258478e+01,-4.279887e+00
-6.109068e+01,-4.342000e+00
-5.959659e+01,-4.381183e+00
-5.810250e+01,-4.448978e+00
-5.660840e+01,-4.518044e+00
-5.511431e+01,-4.581166e+00
-5.362022e+01,-4.644009e+00
-5.212612e+01,-4.710522e+00
-5.063203e+01,-4.781243e+00
-4.913794e+01,-4.856564e+00
-4.764384e+01,-4.934979e+00
-4.614975e+01,-5.010068e+00
-4.465566e+01,-5.085944e+00
-4.316156e+01,-5.166470e+00
-4.166747e+01,-5.250135e+00
-4.017338e+01,-5.337261e+00
-3.867929e+01,-5.424349e+00
-3.718519e+01,-5.509242e+00
-3.569110e+01,-5.591941e+00
-3.419701e+01,-5.673770e+00
-3.270291e+01,-5.755110e+00
-3.120882e+01,-5.833596e+00
-2.971473e+01,-5.909548e+00
-2.822063e+01,-5.980643e+00
-2.672654e+01,-6.077412e+00
-2.523245e+01,-6.170349e+00
-2.373835e+01,-6.404735e+00
-2.224426e+01,-6.316057e+00
-2.075017e+01,-1.204273e+01
-1.925607e+01,-2.876575e+00
-1.776198e+01,-6.963313e+00
-1.626789e+01,-7.007674e+00
-1.477379e+01,-7.446328e+00
-1.327970e+01,-7.624005e+00
-1.178561e+01,-7.790618e+00
-1.029151e+01,-7.925094e+00
-8.797422e+00,-8.058844e+00
-7.303328e+00,-8.196173e+00
-5.809235e+00,-8.337831e+00
-4.315142e+00,-8.485297e+00
-2.821049e+00,-8.645149e+00
-1.326956e+00,-8.811690e+00
1.671374e-01,-8.981940e+00
1.661231e+00,-9.157876e+00
3.155324e+00,-9.339409e+00
4.649417e+00,-9.526531e+00
6.143510e+00,-9.713952e+00
7.637603e+00,-9.913487e+00
9.131696e+00,-1.012314e+01
1.062579e+01,-1.033558e+01
1.211988e+01,-1.055467e+01
1.361398e+01,-1.078056e+01
1.510807e+01,-1.101696e+01
1.660216e+01,-1.125420e+01
1.809626e+01,-1.150340e+01
1.959035e+01,-1.177474e+01
2.108444e+01,-1.205203e+01
2.257853e+01,-1.234129e+01
2.407263e+01,-1.264579e+01
2.556672e+01,-1.296814e+01
2.706081e+01,-1.330630e+01
2.855491e+01,-1.366199e+01
3.004900e+01,-1.405714e+01
3.154309e+01,-1.448116e+01
3.303719e+01,-1.494097e+01
3.453128e+01,-1.544943e+01
3.602537e+01,-1.602340e+01
3.751947e+01,-1.666117e+01
3.901356e+01,-1.720461e+01
4.050765e+01,-1.805499e+01
4.200175e+01,-1.899857e+01
4.349584e+01,-2.010048e+01
4.498993e+01,-2.142095e+01
4.648403e+01,-2.306861e+01
4.797812e+01,-2.520424e+01
4.947221e+01,-2.814967e+01
5.096631e+01,-3.230477e+01
5.246040e+01,-3.994134e+01
5.395449e+01,-8.440392e+01
