x,S12
-9.399311e+01,7.362967e+00
-9.249876e+01,6.164859e+00
-9.100441e+01,5.432344e+00
-8.951006e+01,4.845986e+00
-8.801571e+01,4.399440e+00
-8.652136e+01,4.019298e+00
-8.502702e+01,3.749220e+00
-8.353267e+01,3.580777e+00
-8.203832e+01,3.472617e+00
-8.054397e+01,3.431027e+00
-7.904962e+01,3.446803e+00
-7.755527e+01,3.548088e+00
-7.606093e+01,3.788281e+00
-7.456658e+01,4.268679e+00
-7.307223e+01,5.220547e+00
-7.157788e+01,8.776460e+00
-7.008353e+01,1.935176e+01
-6.858918e+01,2.544065e+01
-6.709483e+01,1.917949e+01
-6.560049e+01,1.577069e+01
-6.410614e+01,1.389939e+01
-6.261179e+01,1.263794e+01
-6.111744e+01,1.174787e+01
-5.962309e+01,1.108320e+01
-5.812874e+01,1.056430e+01
-5.663440e+01,1.014496e+01
-5.514005e+01,9.796354e+00
-5.364570e+01,9.499867e+00
-5.215135e+01,9.243182e+00
-5.065700e+01,9.017812e+00
-4.916265e+01,8.817732e+00
-4.766831e+01,8.638532e+00
-4.617396e+01,8.476900e+00
-4.467961e+01,8.330291e+00
-4.318526e+01,8.196684e+00
-4.169091e+01,8.073743e+00
-4.019656e+01,7.963357e+00
-3.870221e+01,7.861687e+00
-3.720787e+01,7.767987e+00
-3.571352e+01,7.682067e+00
-3.421917e+01,7.603303e+00
-3.272482e+01,7.531207e+00
-3.123047e+01,7.465380e+00
-2.973612e+01,7.405474e+00
-2.824178e+01,7.351189e+00
-2.674743e+01,7.302262e+00
-2.525308e+01,7.258442e+00
-2.375873e+01,7.219563e+00
-2.226438e+01,7.184654e+00
-2.077003e+01,7.155987e+00
-1.927569e+01,7.132455e+00
-1.778134e+01,7.112382e+00
-1.628699e+01,7.096652e+00
-1.479264e+01,7.085386e+00
-1.329829e+01,7.078379e+00
-1.180394e+01,7.075655e+00
-1.030959e+01,7.077187e+00
-8.815246e+00,7.082974e+00
-7.320898e+00,7.093022e+00
-5.826550e+00,7.107328e+00
-4.332201e+00,7.125935e+00
-2.837853e+00,7.148349e+00
-1.343504e+00,7.175810e+00
1.508440e-01,7.209526e+00
1.645192e+00,7.247057e+00
3.139541e+00,7.288622e+00
4.633889e+00,7.335876e+00
6.128238e+00,7.388421e+00
7.622586e+00,7.447236e+00
9.116934e+00,7.512320e+00
1.061128e+01,7.582927e+00
1.210563e+01,7.652823e+00
1.359998e+01,7.699180e+00
1.509433e+01,7.811401e+00
1.658868e+01,7.957663e+00
1.808302e+01,7.998291e+00
1.957737e+01,8.125176e+00
2.107172e+01,8.242157e+00
2.256607e+01,8.372487e+00
2.406042e+01,8.513965e+00
2.555477e+01,8.667022e+00
2.704912e+01,8.833335e+00
2.854346e+01,9.014541e+00
3.003781e+01,9.212748e+00
3.153216e+01,9.430513e+00
3.302651e+01,9.671031e+00
3.452086e+01,9.938345e+00
3.601521e+01,1.023755e+01
3.750955e+01,1.057508e+01
3.900390e+01,1.096289e+01
4.049825e+01,1.141545e+01
4.199260e+01,1.209339e+01
4.348695e+01,1.299989e+01
4.498130e+01,1.342142e+01
4.647564e+01,1.441940e+01
4.796999e+01,1.572881e+01
4.946434e+01,1.750172e+01
5.095869e+01,2.013039e+01
5.245304e+01,2.380301e+01
5.394739e+01,2.718506e+01
