x,Mu
-9.396639e+01,8.490703e-01
-9.247229e+01,8.818297e-01
-9.097819e+01,8.727519e-01
-8.948409e+01,8.496655e-01
-8.798999e+01,8.262084e-01
-8.649589e+01,8.054021e-01
-8.500179e+01,7.884070e-01
-8.350769e+01,7.751390e-01
-8.201360e+01,7.641654e-01
-8.051950e+01,7.549756e-01
-7.902540e+01,7.476797e-01
-7.753130e+01,7.418198e-01
-7.603720e+01,7.365736e-01
-7.454310e+01,7.331419e-01
-7.304900e+01,7.307055e-01
-7.155490e+01,7.286672e-01
-7.006080e+01,7.270698e-01
-6.856670e+01,7.254947e-01
-6.707260e+01,7.243211e-01
-6.557850e+01,7.241218e-01
-6.408440e+01,7.257461e-01
-6.259030e+01,7.221632e-01
-6.109620e+01,7.262556e-01
-5.960211e+01,7.261423e-01
-5.810801e+01,7.254537e-01
-5.661391e+01,7.264067e-01
-5.511981e+01,7.279675e-01
-5.362571e+01,7.296761e-01
-5.213161e+01,7.314532e-01
-5.063751e+01,7.329535e-01
-4.914341e+01,7.348912e-01
-4.764931e+01,7.378511e-01
-4.615521e+01,7.411858e-01
-4.466111e+01,7.448668e-01
-4.316701e+01,7.490229e-01
-4.167291e+01,7.539956e-01
-4.017881e+01,7.607052e-01
-3.868471e+01,7.695787e-01
-3.719061e+01,7.813256e-01
-3.569652e+01,7.971739e-01
-3.420242e+01,8.193441e-01
-3.270832e+01,8.526353e-01
-3.121422e+01,9.013424e-01
-2.972012e+01,9.895280e-01
-2.822602e+01,1.124143e+00
-2.673192e+01,1.758679e+00
-2.523782e+01,1.882306e+00
-2.374372e+01,-4.521926e+00
-2.224962e+01,3.278653e+00
-2.075552e+01,2.701909e+00
-1.926142e+01,2.228677e+00
-1.776732e+01,1.981591e+00
-1.627322e+01,1.804645e+00
-1.477912e+01,1.677980e+00
-1.328503e+01,1.578667e+00
-1.179093e+01,1.497591e+00
-1.029683e+01,1.428978e+00
-8.802727e+00,1.369534e+00
-7.308628e+00,1.317155e+00
-5.814529e+00,1.270890e+00
-4.320429e+00,1.228904e+00
-2.826330e+00,1.190200e+00
-1.332231e+00,1.155118e+00
1.618688e-01,1.122858e+00
1.655968e+00,1.093017e+00
3.150067e+00,1.065350e+00
4.644167e+00,1.039507e+00
6.138266e+00,1.015554e+00
7.632366e+00,9.934489e-01
9.126465e+00,9.724059e-01
1.062056e+01,9.524283e-01
1.211466e+01,9.338111e-01
1.360876e+01,9.163352e-01
1.510286e+01,8.998292e-01
1.659696e+01,8.842983e-01
1.809106e+01,8.694957e-01
1.958516e+01,8.557179e-01
2.107926e+01,8.429877e-01
2.257336e+01,8.304660e-01
2.406746e+01,8.184821e-01
2.556156e+01,8.073012e-01
2.705566e+01,7.966561e-01
2.854976e+01,7.865265e-01
3.004386e+01,7.769476e-01
3.153796e+01,7.675626e-01
3.303205e+01,7.586106e-01
3.452615e+01,7.485109e-01
3.602025e+01,7.368337e-01
3.751435e+01,7.339338e-01
3.900845e+01,7.294352e-01
4.050255e+01,7.198416e-01
4.199665e+01,7.123551e-01
4.349075e+01,7.061342e-01
4.498485e+01,7.017598e-01
4.647895e+01,6.986838e-01
4.797305e+01,6.968946e-01
4.946715e+01,6.923883e-01
5.096125e+01,6.914749e-01
5.245535e+01,6.402134e-01
5.394945e+01,4.640621e-01
