x,Mu
-9.396073e+01,8.429212e-01
-9.246664e+01,8.766500e-01
-9.097255e+01,8.670644e-01
-8.947845e+01,8.431548e-01
-8.798436e+01,8.214619e-01
-8.649027e+01,8.013739e-01
-8.499617e+01,7.842453e-01
-8.350208e+01,7.704737e-01
-8.200799e+01,7.595349e-01
-8.051389e+01,7.508888e-01
-7.901980e+01,7.439215e-01
-7.752571e+01,7.383795e-01
-7.603161e+01,7.336275e-01
-7.453752e+01,7.299162e-01
-7.304343e+01,7.276461e-01
-7.154933e+01,7.256802e-01
-7.005524e+01,7.241326e-01
-6.856115e+01,7.228801e-01
-6.706706e+01,7.216572e-01
-6.557296e+01,7.207623e-01
-6.407887e+01,7.205359e-01
-6.258478e+01,7.225150e-01
-6.109068e+01,7.189425e-01
-5.959659e+01,7.225621e-01
-5.810250e+01,7.226881e-01
-5.660840e+01,7.221183e-01
-5.511431e+01,7.227480e-01
-5.362022e+01,7.240015e-01
-5.212612e+01,7.254364e-01
-5.063203e+01,7.268269e-01
-4.913794e+01,7.283851e-01
-4.764384e+01,7.295833e-01
-4.614975e+01,7.314571e-01
-4.465566e+01,7.341411e-01
-4.316156e+01,7.368020e-01
-4.166747e+01,7.398692e-01
-4.017338e+01,7.432087e-01
-3.867929e+01,7.471173e-01
-3.718519e+01,7.522015e-01
-3.569110e+01,7.587197e-01
-3.419701e+01,7.672172e-01
-3.270291e+01,7.781213e-01
-3.120882e+01,7.930063e-01
-2.971473e+01,8.138550e-01
-2.822063e+01,8.454108e-01
-2.672654e+01,8.914116e-01
-2.523245e+01,9.743811e-01
-2.373835e+01,1.098357e+00
-2.224426e+01,1.712282e+00
-2.075017e+01,1.856140e+00
-1.925607e+01,3.454291e+00
-1.776198e+01,3.171688e+00
-1.626789e+01,2.619415e+00
-1.477379e+01,2.169063e+00
-1.327970e+01,1.931458e+00
-1.178561e+01,1.762311e+00
-1.029151e+01,1.640580e+00
-8.797422e+00,1.545133e+00
-7.303328e+00,1.467087e+00
-5.809235e+00,1.401266e+00
-4.315142e+00,1.344672e+00
-2.821049e+00,1.294262e+00
-1.326956e+00,1.248897e+00
1.671374e-01,1.208290e+00
1.661231e+00,1.171366e+00
3.155324e+00,1.137547e+00
4.649417e+00,1.106345e+00
6.143510e+00,1.078006e+00
7.637603e+00,1.051641e+00
9.131696e+00,1.026412e+00
1.062579e+01,1.003108e+00
1.211988e+01,9.813964e-01
1.361398e+01,9.610456e-01
1.510807e+01,9.417250e-01
1.660216e+01,9.238935e-01
1.809626e+01,9.074866e-01
1.959035e+01,8.911833e-01
2.108444e+01,8.757596e-01
2.257853e+01,8.614618e-01
2.407263e+01,8.477971e-01
2.556672e+01,8.347571e-01
2.706081e+01,8.224018e-01
2.855491e+01,8.110889e-01
3.004900e+01,7.998820e-01
3.154309e+01,7.889015e-01
3.303719e+01,7.785731e-01
3.453128e+01,7.683456e-01
3.602537e+01,7.574246e-01
3.751947e+01,7.440614e-01
3.901356e+01,7.385439e-01
4.050765e+01,7.364090e-01
4.200175e+01,7.269283e-01
4.349584e+01,7.173297e-01
4.498993e+01,7.109632e-01
4.648403e+01,7.063201e-01
4.797812e+01,7.030585e-01
4.947221e+01,6.969744e-01
5.096631e+01,6.958172e-01
5.246040e+01,6.434490e-01
5.395449e+01,4.937842e-01
