x,S11
-9.395775e+01,-8.455600e+00
-9.246362e+01,-6.638174e+00
-9.096949e+01,-5.968867e+00
-8.947536e+01,-5.552840e+00
-8.798123e+01,-5.205799e+00
-8.648710e+01,-4.950102e+00
-8.499297e+01,-4.752055e+00
-8.349884e+01,-4.602159e+00
-8.200471e+01,-4.489136e+00
-8.051058e+01,-4.405267e+00
-7.901644e+01,-4.343251e+00
-7.752231e+01,-4.299129e+00
-7.602818e+01,-4.269234e+00
-7.453405e+01,-4.251121e+00
-7.303992e+01,-4.243938e+00
-7.154579e+01,-4.245386e+00
-7.005166e+01,-4.254197e+00
-6.855753e+01,-4.269552e+00
-6.706340e+01,-4.290918e+00
-6.556927e+01,-4.315531e+00
-6.407514e+01,-4.341149e+00
-6.258101e+01,-4.371696e+00
-6.108687e+01,-4.405645e+00
-5.959274e+01,-4.442672e+00
-5.809861e+01,-4.482581e+00
-5.660448e+01,-4.525701e+00
-5.511035e+01,-4.571394e+00
-5.361622e+01,-4.618787e+00
-5.212209e+01,-4.669385e+00
-5.062796e+01,-4.722791e+00
-4.913383e+01,-4.762079e+00
-4.763970e+01,-4.810267e+00
-4.614557e+01,-4.894989e+00
-4.465143e+01,-4.921837e+00
-4.315730e+01,-4.988732e+00
-4.166317e+01,-5.061737e+00
-4.016904e+01,-5.126722e+00
-3.867491e+01,-5.193425e+00
-3.718078e+01,-5.260783e+00
-3.568665e+01,-5.331182e+00
-3.419252e+01,-5.405108e+00
-3.269839e+01,-5.482179e+00
-3.120426e+01,-5.562426e+00
-2.971013e+01,-5.646752e+00
-2.821600e+01,-5.735167e+00
-2.672186e+01,-5.824200e+00
-2.522773e+01,-5.914600e+00
-2.373360e+01,-6.009552e+00
-2.223947e+01,-6.108897e+00
-2.074534e+01,-6.212285e+00
-1.925121e+01,-6.320224e+00
-1.775708e+01,-6.433065e+00
-1.626295e+01,-6.549665e+00
-1.476882e+01,-6.669164e+00
-1.327469e+01,-6.791792e+00
-1.178056e+01,-6.917316e+00
-1.028643e+01,-7.047021e+00
-8.792294e+00,-7.181348e+00
-7.298163e+00,-7.319203e+00
-5.804033e+00,-7.460229e+00
-4.309902e+00,-7.603744e+00
-2.815771e+00,-7.746467e+00
-1.321640e+00,-7.886272e+00
1.724908e-01,-8.024830e+00
1.666622e+00,-8.163629e+00
3.160753e+00,-8.344276e+00
4.654883e+00,-8.531827e+00
6.149014e+00,-8.913245e+00
7.643145e+00,-8.745154e+00
9.137276e+00,-1.516859e+01
1.063141e+01,-5.209411e+00
1.212554e+01,-9.788293e+00
1.361967e+01,-9.938105e+00
1.511380e+01,-1.053407e+01
1.660793e+01,-1.083105e+01
1.810206e+01,-1.111999e+01
1.959619e+01,-1.138925e+01
2.109032e+01,-1.167890e+01
2.258445e+01,-1.198189e+01
2.407858e+01,-1.230045e+01
2.557272e+01,-1.263462e+01
2.706685e+01,-1.300818e+01
2.856098e+01,-1.341450e+01
3.005511e+01,-1.385116e+01
3.154924e+01,-1.430625e+01
3.304337e+01,-1.480881e+01
3.453750e+01,-1.538461e+01
3.603163e+01,-1.600886e+01
3.752576e+01,-1.669565e+01
3.901989e+01,-1.746308e+01
4.051402e+01,-1.836422e+01
4.200815e+01,-1.941354e+01
4.350229e+01,-2.064406e+01
4.499642e+01,-2.212303e+01
4.649055e+01,-2.397104e+01
4.798468e+01,-2.639488e+01
4.947881e+01,-2.967661e+01
5.097294e+01,-3.433658e+01
5.246707e+01,-4.240605e+01
5.396120e+01,-9.195273e+01
