x,Mu
-9.395900e+01,8.260274e-01
-9.246490e+01,8.632362e-01
-9.097080e+01,8.545619e-01
-8.947670e+01,8.312256e-01
-8.798260e+01,8.105057e-01
-8.648850e+01,7.915493e-01
-8.499440e+01,7.758019e-01
-8.350029e+01,7.627752e-01
-8.200619e+01,7.523360e-01
-8.051209e+01,7.441043e-01
-7.901799e+01,7.377176e-01
-7.752389e+01,7.327393e-01
-7.602979e+01,7.287315e-01
-7.453569e+01,7.255602e-01
-7.304158e+01,7.230382e-01
-7.154748e+01,7.207848e-01
-7.005338e+01,7.189721e-01
-6.855928e+01,7.180257e-01
-6.706518e+01,7.171429e-01
-6.557108e+01,7.164471e-01
-6.407698e+01,7.159346e-01
-6.258287e+01,7.155386e-01
-6.108877e+01,7.150366e-01
-5.959467e+01,7.148832e-01
-5.810057e+01,7.144625e-01
-5.660647e+01,7.140266e-01
-5.511237e+01,7.182568e-01
-5.361827e+01,7.128305e-01
-5.212416e+01,7.170029e-01
-5.063006e+01,7.176488e-01
-4.913596e+01,7.168885e-01
-4.764186e+01,7.174322e-01
-4.614776e+01,7.182185e-01
-4.465366e+01,7.192487e-01
-4.315956e+01,7.202710e-01
-4.166545e+01,7.212987e-01
-4.017135e+01,7.224329e-01
-3.867725e+01,7.234826e-01
-3.718315e+01,7.244825e-01
-3.568905e+01,7.260102e-01
-3.419495e+01,7.278312e-01
-3.270085e+01,7.295804e-01
-3.120674e+01,7.315416e-01
-2.971264e+01,7.336618e-01
-2.821854e+01,7.358948e-01
-2.672444e+01,7.384831e-01
-2.523034e+01,7.417290e-01
-2.373624e+01,7.455835e-01
-2.224214e+01,7.503639e-01
-2.074803e+01,7.560988e-01
-1.925393e+01,7.634122e-01
-1.775983e+01,7.729341e-01
-1.626573e+01,7.859340e-01
-1.477163e+01,8.044411e-01
-1.327753e+01,8.324021e-01
-1.178343e+01,8.728696e-01
-1.028933e+01,9.447766e-01
-8.795224e+00,1.046390e+00
-7.301122e+00,1.601050e+00
-5.807021e+00,1.782619e+00
-4.312919e+00,4.963018e+00
-2.818818e+00,2.872176e+00
-1.324717e+00,2.381517e+00
1.693848e-01,1.994652e+00
1.663486e+00,1.785983e+00
3.157588e+00,1.637542e+00
4.651689e+00,1.529592e+00
6.145790e+00,1.445164e+00
7.639892e+00,1.376392e+00
9.133993e+00,1.317291e+00
1.062809e+01,1.265774e+00
1.212220e+01,1.220657e+00
1.361630e+01,1.180055e+00
1.511040e+01,1.143909e+00
1.660450e+01,1.111272e+00
1.809860e+01,1.080447e+00
1.959270e+01,1.051967e+00
2.108680e+01,1.025840e+00
2.258091e+01,1.001180e+00
2.407501e+01,9.785493e-01
2.556911e+01,9.577303e-01
2.706321e+01,9.369834e-01
2.855731e+01,9.173042e-01
3.005141e+01,8.989182e-01
3.154551e+01,8.811118e-01
3.303962e+01,8.643092e-01
3.453372e+01,8.484615e-01
3.602782e+01,8.324187e-01
3.752192e+01,8.168989e-01
3.901602e+01,8.023492e-01
4.051012e+01,7.884018e-01
4.200422e+01,7.755568e-01
4.349833e+01,7.633861e-01
4.499243e+01,7.500348e-01
4.648653e+01,7.267195e-01
4.798063e+01,7.423570e-01
4.947473e+01,7.334055e-01
5.096883e+01,7.145406e-01
5.246293e+01,6.566509e-01
5.395704e+01,4.951985e-01
