x,S12
-9.397062e+01,5.844098e+00
-9.247649e+01,5.092682e+00
-9.098236e+01,4.565856e+00
-8.948822e+01,4.132702e+00
-8.799409e+01,3.782416e+00
-8.649996e+01,3.514112e+00
-8.500582e+01,3.311481e+00
-8.351169e+01,3.163340e+00
-8.201756e+01,3.057826e+00
-8.052342e+01,2.981227e+00
-7.902929e+01,2.927603e+00
-7.753516e+01,2.895185e+00
-7.604102e+01,2.880801e+00
-7.454689e+01,2.878074e+00
-7.305276e+01,2.891281e+00
-7.155862e+01,2.906597e+00
-7.006449e+01,2.924840e+00
-6.857036e+01,2.963419e+00
-6.707622e+01,3.007940e+00
-6.558209e+01,3.051302e+00
-6.408796e+01,3.099648e+00
-6.259382e+01,3.155225e+00
-6.109969e+01,3.218356e+00
-5.960556e+01,3.283989e+00
-5.811142e+01,3.353979e+00
-5.661729e+01,3.434541e+00
-5.512316e+01,3.524242e+00
-5.362902e+01,3.623279e+00
-5.213489e+01,3.733721e+00
-5.064075e+01,3.866515e+00
-4.914662e+01,4.037781e+00
-4.765249e+01,4.274205e+00
-4.615835e+01,4.623632e+00
-4.466422e+01,5.191566e+00
-4.317009e+01,6.140200e+00
-4.167595e+01,9.508844e+00
-4.018182e+01,2.107743e+01
-3.868769e+01,2.742090e+01
-3.719355e+01,2.070030e+01
-3.569942e+01,1.703437e+01
-3.420529e+01,1.501674e+01
-3.271115e+01,1.366391e+01
-3.121702e+01,1.272075e+01
-2.972289e+01,1.201942e+01
-2.822875e+01,1.148004e+01
-2.673462e+01,1.105060e+01
-2.524049e+01,1.069970e+01
-2.374635e+01,1.040698e+01
-2.225222e+01,1.015889e+01
-2.075809e+01,9.946088e+00
-1.926395e+01,9.761763e+00
-1.776982e+01,9.599986e+00
-1.627569e+01,9.463420e+00
-1.478155e+01,9.341383e+00
-1.328742e+01,9.234697e+00
-1.179329e+01,9.141659e+00
-1.029915e+01,9.060756e+00
-8.805020e+00,8.990926e+00
-7.310887e+00,8.931245e+00
-5.816754e+00,8.880925e+00
-4.322620e+00,8.839434e+00
-2.828487e+00,8.804413e+00
-1.334353e+00,8.781895e+00
1.597799e-01,8.765801e+00
1.653913e+00,8.755918e+00
3.148047e+00,8.753728e+00
4.642180e+00,8.758625e+00
6.136313e+00,8.770648e+00
7.630447e+00,8.789773e+00
9.124580e+00,8.816012e+00
1.061871e+01,8.849524e+00
1.211285e+01,8.889155e+00
1.360698e+01,8.938868e+00
1.510111e+01,8.998218e+00
1.659525e+01,9.063897e+00
1.808938e+01,9.138494e+00
1.958351e+01,9.223061e+00
2.107765e+01,9.318139e+00
2.257178e+01,9.425533e+00
2.406591e+01,9.546201e+00
2.556005e+01,9.679855e+00
2.705418e+01,9.817941e+00
2.854831e+01,9.925789e+00
3.004245e+01,1.012453e+01
3.153658e+01,1.042042e+01
3.303071e+01,1.056127e+01
3.452485e+01,1.082605e+01
3.601898e+01,1.110323e+01
3.751311e+01,1.143124e+01
3.900725e+01,1.180960e+01
4.050138e+01,1.225236e+01
4.199551e+01,1.277752e+01
4.348965e+01,1.341191e+01
4.498378e+01,1.420054e+01
4.647791e+01,1.520422e+01
4.797205e+01,1.652005e+01
4.946618e+01,1.880587e+01
5.096031e+01,2.130822e+01
5.245445e+01,2.462511e+01
5.394858e+01,2.849589e+01
