x,S11
-9.399311e+01,-8.903953e+00
-9.249876e+01,-6.883860e+00
-9.100441e+01,-6.073309e+00
-8.951006e+01,-5.478281e+00
-8.801571e+01,-5.048608e+00
-8.652136e+01,-4.719886e+00
-8.502702e+01,-4.374111e+00
-8.353267e+01,-4.159102e+00
-8.203832e+01,-4.009337e+00
-8.054397e+01,-3.885388e+00
-7.904962e+01,-3.784546e+00
-7.755527e+01,-3.681251e+00
-7.606093e+01,-3.617759e+00
-7.456658e+01,-3.561110e+00
-7.307223e+01,-3.629923e+00
-7.157788e+01,-4.089659e+00
-7.008353e+01,-9.349422e+00
-6.858918e+01,-1.315648e-01
-6.709483e+01,-4.052231e+00
-6.560049e+01,-4.044322e+00
-6.410614e+01,-4.412287e+00
-6.261179e+01,-4.539447e+00
-6.111744e+01,-4.656680e+00
-5.962309e+01,-4.746682e+00
-5.812874e+01,-4.835316e+00
-5.663440e+01,-4.923980e+00
-5.514005e+01,-5.016929e+00
-5.364570e+01,-5.114108e+00
-5.215135e+01,-5.215085e+00
-5.065700e+01,-5.319185e+00
-4.916265e+01,-5.425808e+00
-4.766831e+01,-5.534434e+00
-4.617396e+01,-5.644674e+00
-4.467961e+01,-5.756070e+00
-4.318526e+01,-5.868830e+00
-4.169091e+01,-5.980274e+00
-4.019656e+01,-6.093772e+00
-3.870221e+01,-6.209602e+00
-3.720787e+01,-6.325096e+00
-3.571352e+01,-6.440548e+00
-3.421917e+01,-6.556365e+00
-3.272482e+01,-6.672550e+00
-3.123047e+01,-6.789105e+00
-2.973612e+01,-6.906054e+00
-2.824178e+01,-7.023414e+00
-2.674743e+01,-7.141275e+00
-2.525308e+01,-7.259491e+00
-2.375873e+01,-7.378740e+00
-2.226438e+01,-7.496777e+00
-2.077003e+01,-7.615639e+00
-1.927569e+01,-7.737941e+00
-1.778134e+01,-7.861089e+00
-1.628699e+01,-7.984225e+00
-1.479264e+01,-8.108376e+00
-1.329829e+01,-8.233778e+00
-1.180394e+01,-8.360516e+00
-1.030959e+01,-8.488741e+00
-8.815246e+00,-8.618573e+00
-7.320898e+00,-8.750203e+00
-5.826550e+00,-8.883642e+00
-4.332201e+00,-9.019435e+00
-2.837853e+00,-9.156504e+00
-1.343504e+00,-9.294520e+00
1.508440e-01,-9.437977e+00
1.645192e+00,-9.586108e+00
3.139541e+00,-9.735565e+00
4.633889e+00,-9.888231e+00
6.128238e+00,-1.004500e+01
7.622586e+00,-1.020618e+01
9.116934e+00,-1.037593e+01
1.061128e+01,-1.054942e+01
1.210563e+01,-1.075073e+01
1.359998e+01,-1.088636e+01
1.509433e+01,-1.101299e+01
1.658868e+01,-1.133736e+01
1.808302e+01,-1.150102e+01
1.957737e+01,-1.169400e+01
2.107172e+01,-1.192712e+01
2.256607e+01,-1.216267e+01
2.406042e+01,-1.241207e+01
2.555477e+01,-1.267617e+01
2.704912e+01,-1.295728e+01
2.854346e+01,-1.325813e+01
3.003781e+01,-1.358191e+01
3.153216e+01,-1.393252e+01
3.302651e+01,-1.431480e+01
3.452086e+01,-1.473478e+01
3.601521e+01,-1.520019e+01
3.750955e+01,-1.571959e+01
3.900390e+01,-1.630362e+01
4.049825e+01,-1.698770e+01
4.199260e+01,-1.801548e+01
4.348695e+01,-1.898301e+01
4.498130e+01,-1.999637e+01
4.647564e+01,-2.147935e+01
4.796999e+01,-2.342580e+01
4.946434e+01,-2.613391e+01
5.095869e+01,-3.014296e+01
5.245304e+01,-3.727069e+01
5.394739e+01,-7.721915e+01
