x,Mu
-9.395196e+01,8.252093e-01
-9.245786e+01,8.635706e-01
-9.096375e+01,8.548902e-01
-8.946965e+01,8.289055e-01
-8.797554e+01,8.081163e-01
-8.648144e+01,7.890542e-01
-8.498733e+01,7.736295e-01
-8.349323e+01,7.609795e-01
-8.199912e+01,7.509031e-01
-8.050502e+01,7.429089e-01
-7.901091e+01,7.365646e-01
-7.751681e+01,7.315641e-01
-7.602270e+01,7.276046e-01
-7.452860e+01,7.244521e-01
-7.303449e+01,7.219979e-01
-7.154039e+01,7.200462e-01
-7.004628e+01,7.184974e-01
-6.855218e+01,7.172717e-01
-6.705807e+01,7.163079e-01
-6.556397e+01,7.155597e-01
-6.406987e+01,7.149929e-01
-6.257576e+01,7.145833e-01
-6.108166e+01,7.143140e-01
-5.958755e+01,7.141670e-01
-5.809345e+01,7.140901e-01
-5.659934e+01,7.139561e-01
-5.510524e+01,7.133637e-01
-5.361113e+01,7.145814e-01
-5.211703e+01,7.165942e-01
-5.062292e+01,7.116014e-01
-4.912882e+01,7.180440e-01
-4.763471e+01,7.160412e-01
-4.614061e+01,7.165080e-01
-4.464650e+01,7.171181e-01
-4.315240e+01,7.179174e-01
-4.165829e+01,7.187349e-01
-4.016419e+01,7.195780e-01
-3.867008e+01,7.205100e-01
-3.717598e+01,7.215438e-01
-3.568187e+01,7.226410e-01
-3.418777e+01,7.238365e-01
-3.269366e+01,7.251185e-01
-3.119956e+01,7.264969e-01
-2.970546e+01,7.280500e-01
-2.821135e+01,7.297330e-01
-2.671725e+01,7.315884e-01
-2.522314e+01,7.336526e-01
-2.372904e+01,7.359760e-01
-2.223493e+01,7.386271e-01
-2.074083e+01,7.417021e-01
-1.924672e+01,7.453377e-01
-1.775262e+01,7.497327e-01
-1.625851e+01,7.551819e-01
-1.476441e+01,7.621433e-01
-1.327030e+01,7.713241e-01
-1.177620e+01,7.839430e-01
-1.028209e+01,8.017532e-01
-8.787989e+00,8.285400e-01
-7.293884e+00,8.670388e-01
-5.799779e+00,9.356770e-01
-4.305674e+00,1.029771e+00
-2.811570e+00,1.560195e+00
-1.317465e+00,1.759852e+00
1.766399e-01,-7.535451e-01
1.670745e+00,2.797267e+00
3.164849e+00,2.322949e+00
4.658954e+00,1.950774e+00
6.153059e+00,1.749911e+00
7.647164e+00,1.606368e+00
9.141269e+00,1.503036e+00
1.063537e+01,1.421183e+00
1.212948e+01,1.353082e+00
1.362358e+01,1.295741e+00
1.511769e+01,1.246456e+00
1.661179e+01,1.203397e+00
1.810590e+01,1.163945e+00
1.960000e+01,1.128023e+00
2.109411e+01,1.095190e+00
2.258821e+01,1.065636e+00
2.408232e+01,1.038841e+00
2.557642e+01,1.012509e+00
2.707053e+01,9.877546e-01
2.856463e+01,9.649014e-01
3.005874e+01,9.434795e-01
3.155284e+01,9.232723e-01
3.304694e+01,9.030314e-01
3.454105e+01,8.835321e-01
3.603515e+01,8.650212e-01
3.752926e+01,8.478208e-01
3.902336e+01,8.308306e-01
4.051747e+01,8.139236e-01
4.201157e+01,7.982551e-01
4.350568e+01,7.835777e-01
4.499978e+01,7.715972e-01
4.649389e+01,7.584433e-01
4.798799e+01,7.521673e-01
4.948210e+01,7.065187e-01
5.097620e+01,7.396011e-01
5.247031e+01,6.553952e-01
5.396441e+01,5.523594e-01
