x,S11
-9.395930e+01,-7.676910e+00
-9.246523e+01,-6.220725e+00
-9.097115e+01,-5.555759e+00
-8.947708e+01,-5.111842e+00
-8.798301e+01,-4.741883e+00
-8.648893e+01,-4.461998e+00
-8.499486e+01,-4.252483e+00
-8.350079e+01,-4.132026e+00
-8.200671e+01,-4.011414e+00
-8.051264e+01,-3.883200e+00
-7.901857e+01,-3.880138e+00
-7.752449e+01,-3.845408e+00
-7.603042e+01,-3.847347e+00
-7.453634e+01,-3.844680e+00
-7.304227e+01,-3.851166e+00
-7.154820e+01,-3.862138e+00
-7.005412e+01,-3.873535e+00
-6.856005e+01,-3.883984e+00
-6.706598e+01,-3.914982e+00
-6.557190e+01,-3.940898e+00
-6.407783e+01,-4.042927e+00
-6.258376e+01,-4.402731e+00
-6.108968e+01,-9.891858e+00
-5.959561e+01,-4.378272e-01
-5.810154e+01,-4.598345e+00
-5.660746e+01,-4.608027e+00
-5.511339e+01,-5.008843e+00
-5.361932e+01,-5.147901e+00
-5.212524e+01,-5.278715e+00
-5.063117e+01,-5.376091e+00
-4.913710e+01,-5.468124e+00
-4.764302e+01,-5.560292e+00
-4.614895e+01,-5.655892e+00
-4.465488e+01,-5.755112e+00
-4.316080e+01,-5.857675e+00
-4.166673e+01,-5.962963e+00
-4.017265e+01,-6.070635e+00
-3.867858e+01,-6.177361e+00
-3.718451e+01,-6.289235e+00
-3.569043e+01,-6.403886e+00
-3.419636e+01,-6.517941e+00
-3.270229e+01,-6.633026e+00
-3.120821e+01,-6.749151e+00
-2.971414e+01,-6.866212e+00
-2.822007e+01,-6.984312e+00
-2.672599e+01,-7.102949e+00
-2.523192e+01,-7.223733e+00
-2.373785e+01,-7.340850e+00
-2.224377e+01,-7.462228e+00
-2.074970e+01,-7.588015e+00
-1.925563e+01,-7.712578e+00
-1.776155e+01,-7.837805e+00
-1.626748e+01,-7.964466e+00
-1.477341e+01,-8.092396e+00
-1.327933e+01,-8.221914e+00
-1.178526e+01,-8.352603e+00
-1.029118e+01,-8.485980e+00
-8.797112e+00,-8.617762e+00
-7.303038e+00,-8.751801e+00
-5.808965e+00,-8.893179e+00
-4.314891e+00,-9.035243e+00
-2.820818e+00,-9.178399e+00
-1.326744e+00,-9.324303e+00
1.673294e-01,-9.472964e+00
1.661403e+00,-9.624737e+00
3.155476e+00,-9.779647e+00
4.649550e+00,-9.938535e+00
6.143623e+00,-1.009971e+01
7.637697e+00,-1.026259e+01
9.131770e+00,-1.043606e+01
1.062584e+01,-1.061523e+01
1.211992e+01,-1.079825e+01
1.361399e+01,-1.099021e+01
1.510806e+01,-1.119247e+01
1.660214e+01,-1.141222e+01
1.809621e+01,-1.161294e+01
1.959028e+01,-1.170926e+01
2.108436e+01,-1.210506e+01
2.257843e+01,-1.231137e+01
2.407251e+01,-1.253971e+01
2.556658e+01,-1.282197e+01
2.706065e+01,-1.311201e+01
2.855473e+01,-1.342243e+01
3.004880e+01,-1.375586e+01
3.154287e+01,-1.411640e+01
3.303695e+01,-1.450903e+01
3.453102e+01,-1.493985e+01
3.602509e+01,-1.541680e+01
3.751917e+01,-1.594589e+01
3.901324e+01,-1.654513e+01
4.050731e+01,-1.724297e+01
4.200139e+01,-1.805084e+01
4.349546e+01,-1.900885e+01
4.498953e+01,-2.017464e+01
4.648361e+01,-2.163929e+01
4.797768e+01,-2.353830e+01
4.947175e+01,-2.618848e+01
5.096583e+01,-2.984135e+01
5.245990e+01,-3.703939e+01
5.395397e+01,-7.802198e+01
