x,S11
-9.401033e+01,-1.128917e+01
-9.251577e+01,-7.910371e+00
-9.102120e+01,-1.087980e+01
-8.952663e+01,-4.405264e+00
-8.803207e+01,-5.600159e+00
-8.653750e+01,-4.964646e+00
-8.504293e+01,-4.754199e+00
-8.354837e+01,-4.513441e+00
-8.205380e+01,-4.332885e+00
-8.055924e+01,-4.189831e+00
-7.906467e+01,-4.089336e+00
-7.757010e+01,-4.024463e+00
-7.607554e+01,-3.992636e+00
-7.458097e+01,-3.988303e+00
-7.308641e+01,-4.006771e+00
-7.159184e+01,-4.043961e+00
-7.009727e+01,-4.096521e+00
-6.860271e+01,-4.161680e+00
-6.710814e+01,-4.237194e+00
-6.561358e+01,-4.321060e+00
-6.411901e+01,-4.412198e+00
-6.262444e+01,-4.506669e+00
-6.112988e+01,-4.608045e+00
-5.963531e+01,-4.714114e+00
-5.814075e+01,-4.821891e+00
-5.664618e+01,-4.931950e+00
-5.515161e+01,-5.043801e+00
-5.365705e+01,-5.157002e+00
-5.216248e+01,-5.271194e+00
-5.066792e+01,-5.386082e+00
-4.917335e+01,-5.501402e+00
-4.767878e+01,-5.617017e+00
-4.618422e+01,-5.732511e+00
-4.468965e+01,-5.848563e+00
-4.319509e+01,-5.961710e+00
-4.170052e+01,-6.076835e+00
-4.020595e+01,-6.193666e+00
-3.871139e+01,-6.308768e+00
-3.721682e+01,-6.423308e+00
-3.572226e+01,-6.537689e+00
-3.422769e+01,-6.651812e+00
-3.273312e+01,-6.765757e+00
-3.123856e+01,-6.879569e+00
-2.974399e+01,-6.993284e+00
-2.824943e+01,-7.107049e+00
-2.675486e+01,-7.220655e+00
-2.526029e+01,-7.334951e+00
-2.376573e+01,-7.446930e+00
-2.227116e+01,-7.560270e+00
-2.077660e+01,-7.677674e+00
-1.928203e+01,-7.793670e+00
-1.778746e+01,-7.909719e+00
-1.629290e+01,-8.026753e+00
-1.479833e+01,-8.144610e+00
-1.330376e+01,-8.263522e+00
-1.180920e+01,-8.383597e+00
-1.031463e+01,-8.504977e+00
-8.820067e+00,-8.627838e+00
-7.325501e+00,-8.752230e+00
-5.830935e+00,-8.878603e+00
-4.336369e+00,-9.005341e+00
-2.841803e+00,-9.133721e+00
-1.347237e+00,-9.272428e+00
1.473294e-01,-9.412595e+00
1.641895e+00,-9.563359e+00
3.136461e+00,-9.687946e+00
4.631028e+00,-9.765586e+00
6.125594e+00,-1.001462e+01
7.620160e+00,-1.014684e+01
9.114726e+00,-1.028571e+01
1.060929e+01,-1.045141e+01
1.210386e+01,-1.061826e+01
1.359842e+01,-1.079176e+01
1.509299e+01,-1.097027e+01
1.658756e+01,-1.115327e+01
1.808212e+01,-1.135216e+01
1.957669e+01,-1.155710e+01
2.107125e+01,-1.177077e+01
2.256582e+01,-1.199605e+01
2.406039e+01,-1.223407e+01
2.555495e+01,-1.248668e+01
2.704952e+01,-1.275597e+01
2.854408e+01,-1.304446e+01
3.003865e+01,-1.335520e+01
3.153322e+01,-1.369194e+01
3.302778e+01,-1.405921e+01
3.452235e+01,-1.446178e+01
3.601691e+01,-1.490399e+01
3.751148e+01,-1.541082e+01
3.900605e+01,-1.598107e+01
4.050061e+01,-1.663403e+01
4.199518e+01,-1.739656e+01
4.348974e+01,-1.830438e+01
4.498431e+01,-1.941099e+01
4.647888e+01,-2.080380e+01
4.797344e+01,-2.261436e+01
4.946801e+01,-2.514144e+01
5.096257e+01,-2.865602e+01
5.245714e+01,-3.544928e+01
5.395171e+01,-7.605873e+01
