y_mm,mu
-94.25,0.797211
-92.75,0.87535
-91.25,0.856025
-89.75,0.835752
-88.25,0.812013
-86.75,0.791891
-85.25,0.775141
-83.75,0.761665
-82.25,0.750805
-80.75,0.742218
-79.25,0.735553
-77.75,0.730362
-76.25,0.726242
-74.75,0.722922
-73.25,0.720268
-71.75,0.717879
-70.25,0.716072
-68.75,0.715008
-67.25,0.714223
-65.75,0.713603
-64.25,0.713179
-62.75,0.712716
-61.25,0.712425
-59.75,0.712144
-58.25,0.711579
-56.75,0.714658
-55.25,0.711855
-53.75,0.713622
-52.25,0.715254
-50.75,0.714785
-49.25,0.714887
-47.75,0.715713
-46.25,0.716859
-44.75,0.717979
-43.25,0.719105
-41.75,0.720355
-40.25,0.721228
-38.75,0.722444
-37.25,0.724415
-35.75,0.72634
-34.25,0.728467
-32.75,0.730801
-31.25,0.734682
-29.75,0.739654
-28.25,0.744121
-26.75,0.749582
-25.25,0.756199
-23.75,0.764651
-22.25,0.775731
-20.75,0.791006
-19.25,0.813691
-17.75,0.849201
-16.25,0.899938
-14.75,0.989726
-13.25,1.13372
-11.75,2.12661
-10.25,4.34914
-8.75,3.05706
-7.25,2.66579
-5.75,2.08057
-4.25,1.82527
-2.75,1.64796
-1.25,1.53064
0.25,1.44142
1.75,1.36973
3.25,1.30866
4.75,1.25609
6.25,1.20921
7.75,1.16558
9.25,1.12631
10.75,1.0903
12.25,1.05697
13.75,1.02598
15.25,0.997011
16.75,0.971076
18.25,0.945283
19.75,0.921089
21.25,0.898676
22.75,0.877301
24.25,0.857224
25.75,0.83759
27.25,0.820263
28.75,0.803207
30.25,0.785948
31.75,0.770556
33.25,0.755702
34.75,0.741878
36.25,0.728801
37.75,0.717325
39.25,0.70741
40.75,0.697037
42.25,0.687333
43.75,0.672563
45.25,0.670476
46.75,0.693794
48.25,0.674698
49.75,0.671323
51.25,0.679599
52.75,0.594886
54.25,0.686083
