x,S12
-9.395295e+01,3.204301e+01
-9.246055e+01,2.837071e+01
-9.096816e+01,2.533449e+01
-8.947577e+01,2.246797e+01
-8.798337e+01,nan
-8.649098e+01,2.033255e+01
-8.499858e+01,1.873342e+01
-8.350619e+01,1.750954e+01
-8.201380e+01,nan
-8.052140e+01,1.655439e+01
-7.902901e+01,1.579192e+01
-7.753662e+01,1.517193e+01
-7.604422e+01,nan
-7.455183e+01,1.466009e+01
-7.305944e+01,1.422278e+01
-7.156704e+01,1.384304e+01
-7.007465e+01,nan
-6.858226e+01,1.350664e+01
-6.708986e+01,1.321359e+01
-6.559747e+01,1.294894e+01
-6.410508e+01,1.270635e+01
-6.261268e+01,nan
-6.112029e+01,1.248194e+01
-5.962790e+01,1.228048e+01
-5.813550e+01,1.210176e+01
-5.664311e+01,nan
-5.515071e+01,1.193481e+01
-5.365832e+01,1.179166e+01
-5.216593e+01,1.147390e+01
-5.067353e+01,nan
-4.918114e+01,1.154550e+01
-4.768875e+01,1.130910e+01
-4.619635e+01,1.119901e+01
-4.470396e+01,nan
-4.321157e+01,1.114054e+01
-4.171917e+01,1.104898e+01
-4.022678e+01,1.096267e+01
-3.873439e+01,1.088308e+01
-3.724199e+01,nan
-3.574960e+01,1.081478e+01
-3.425721e+01,1.075500e+01
-3.276481e+01,1.071313e+01
-3.127242e+01,nan
-2.978003e+01,1.068733e+01
-2.828763e+01,1.066800e+01
-2.679524e+01,1.066185e+01
-2.530285e+01,nan
-2.381045e+01,1.066842e+01
-2.231806e+01,1.069544e+01
-2.082566e+01,1.074546e+01
-1.933327e+01,nan
-1.784088e+01,1.080816e+01
-1.634848e+01,1.089817e+01
-1.485609e+01,1.101995e+01
-1.336370e+01,1.119707e+01
-1.187130e+01,nan
-1.037891e+01,1.143271e+01
-8.886517e+00,1.175729e+01
-7.394123e+00,1.222667e+01
-5.901730e+00,nan
-4.409336e+00,1.291042e+01
-2.916943e+00,1.416391e+01
-1.424549e+00,1.642269e+01
6.784439e-02,nan
1.560238e+00,1.279773e+01
3.052631e+00,8.689190e+00
4.545025e+00,7.687427e+00
6.037418e+00,nan
7.529812e+00,7.910358e+00
9.022205e+00,8.258353e+00
1.051460e+01,8.654263e+00
1.200699e+01,nan
1.349939e+01,9.048169e+00
1.499178e+01,9.431775e+00
1.648417e+01,9.803798e+00
1.797657e+01,nan
1.946896e+01,1.017271e+01
2.096135e+01,1.053850e+01
2.245375e+01,1.091286e+01
2.394614e+01,nan
2.543853e+01,1.130272e+01
2.693093e+01,1.171452e+01
2.842332e+01,1.215553e+01
2.991571e+01,nan
3.140811e+01,1.263469e+01
3.290050e+01,1.316525e+01
3.439289e+01,1.376365e+01
3.588529e+01,1.903052e+01
3.737768e+01,1.404951e+01
3.887008e+01,1.525155e+01
4.036247e+01,1.621728e+01
4.185486e+01,1.842322e+01
4.334726e+01,1.683770e+01
4.483965e+01,1.895633e+01
4.633204e+01,2.129175e+01
4.782444e+01,2.387980e+01
4.931683e+01,nan
5.080922e+01,2.930017e+01
5.230162e+01,3.958244e+01
5.379401e+01,3.736614e+01
