x,Mu
-9.394603e+01,1.742836e+00
-9.245346e+01,1.937893e+00
-9.096090e+01,2.317620e+00
-8.946834e+01,2.433151e+00
-8.797578e+01,2.318854e+00
-8.648322e+01,2.521604e+00
-8.499065e+01,2.561766e+00
-8.349809e+01,2.573793e+00
-8.200553e+01,nan
-8.051297e+01,2.552166e+00
-7.902041e+01,2.499309e+00
-7.752784e+01,2.425374e+00
-7.603528e+01,nan
-7.454272e+01,2.328243e+00
-7.305016e+01,2.198704e+00
-7.155760e+01,1.902262e+00
-7.006503e+01,nan
-6.857247e+01,2.491971e+00
-6.707991e+01,2.133427e+00
-6.558735e+01,1.995164e+00
-6.409479e+01,nan
-6.260222e+01,1.887431e+00
-6.110966e+01,1.791955e+00
-5.961710e+01,1.704521e+00
-5.812454e+01,nan
-5.663198e+01,1.624127e+00
-5.513941e+01,1.550451e+00
-5.364685e+01,1.479595e+00
-5.215429e+01,1.347810e+00
-5.066173e+01,1.628634e+00
-4.916917e+01,1.355494e+00
-4.767661e+01,1.300228e+00
-4.618404e+01,1.249432e+00
-4.469148e+01,nan
-4.319892e+01,1.203536e+00
-4.170636e+01,1.159459e+00
-4.021380e+01,1.119874e+00
-3.872123e+01,nan
-3.722867e+01,1.083394e+00
-3.573611e+01,1.048209e+00
-3.424355e+01,1.011733e+00
-3.275099e+01,nan
-3.125842e+01,9.789136e-01
-2.976586e+01,9.638693e-01
-2.827330e+01,9.272334e-01
-2.678074e+01,nan
-2.528818e+01,9.112825e-01
-2.379561e+01,8.928078e-01
-2.230305e+01,8.720239e-01
-2.081049e+01,nan
-1.931793e+01,8.526899e-01
-1.782537e+01,8.361581e-01
-1.633280e+01,8.200621e-01
-1.484024e+01,nan
-1.334768e+01,8.053600e-01
-1.185512e+01,7.921786e-01
-1.036256e+01,7.800143e-01
-8.869994e+00,7.688268e-01
-7.377432e+00,nan
-5.884870e+00,7.589524e-01
-4.392309e+00,7.500728e-01
-2.899747e+00,7.415304e-01
-1.407185e+00,nan
8.537735e-02,7.337939e-01
1.577939e+00,7.270761e-01
3.070501e+00,7.210571e-01
4.563063e+00,nan
6.055625e+00,7.157280e-01
7.548187e+00,7.116474e-01
9.040749e+00,7.083291e-01
1.053331e+01,nan
1.202587e+01,7.047253e-01
1.351843e+01,7.026299e-01
1.501100e+01,7.011596e-01
1.650356e+01,nan
1.799612e+01,7.005542e-01
1.948868e+01,7.010271e-01
2.098124e+01,7.029051e-01
2.247381e+01,nan
2.396637e+01,7.056179e-01
2.545893e+01,7.096767e-01
2.695149e+01,7.159881e-01
2.844405e+01,6.894962e-01
2.993662e+01,9.107269e-01
3.142918e+01,7.367833e-01
3.292174e+01,7.543739e-01
3.441430e+01,7.749628e-01
3.590686e+01,nan
3.739943e+01,8.246798e-01
3.889199e+01,8.323006e-01
4.038455e+01,8.170309e-01
4.187711e+01,nan
4.336967e+01,5.717465e-01
4.486224e+01,5.302526e-01
4.635480e+01,5.481104e-01
4.784736e+01,nan
4.933992e+01,5.765022e-01
5.083248e+01,5.648432e-01
5.232505e+01,5.719913e-01
5.381761e+01,2.680367e-01
