x,Mu
-9.381354e+01,2.114547e+00
-9.232240e+01,2.054417e+00
-9.083125e+01,2.410452e+00
-8.934011e+01,2.522095e+00
-8.784896e+01,nan
-8.635782e+01,2.644958e+00
-8.486667e+01,2.708774e+00
-8.337553e+01,2.740661e+00
-8.188438e+01,nan
-8.039324e+01,2.731771e+00
-7.890209e+01,2.689079e+00
-7.741095e+01,2.617747e+00
-7.591980e+01,nan
-7.442866e+01,2.524342e+00
-7.293751e+01,2.413071e+00
-7.144637e+01,2.266936e+00
-6.995522e+01,nan
-6.846408e+01,1.368709e+00
-6.697293e+01,2.386703e+00
-6.548179e+01,2.082155e+00
-6.399064e+01,nan
-6.249950e+01,1.994758e+00
-6.100835e+01,1.998635e+00
-5.951721e+01,1.749368e+00
-5.802607e+01,1.769566e+00
-5.653492e+01,nan
-5.504378e+01,1.667136e+00
-5.355263e+01,1.589133e+00
-5.206149e+01,1.517173e+00
-5.057034e+01,nan
-4.907920e+01,1.453634e+00
-4.758805e+01,1.397870e+00
-4.609691e+01,1.347938e+00
-4.460576e+01,nan
-4.311462e+01,1.303693e+00
-4.162347e+01,1.265086e+00
-4.013233e+01,1.232397e+00
-3.864118e+01,nan
-3.715004e+01,1.206101e+00
-3.565889e+01,1.187575e+00
-3.416775e+01,1.177607e+00
-3.267660e+01,nan
-3.118546e+01,1.181414e+00
-2.969431e+01,1.191508e+00
-2.820317e+01,1.274602e+00
-2.671202e+01,1.245689e+00
-2.522088e+01,nan
-2.372973e+01,1.412434e+00
-2.223859e+01,7.216157e-01
-2.074745e+01,5.809445e-01
-1.925630e+01,nan
-1.776516e+01,5.689454e-01
-1.627401e+01,5.727353e-01
-1.478287e+01,5.825903e-01
-1.329172e+01,nan
-1.180058e+01,5.926038e-01
-1.030943e+01,6.011116e-01
-8.818287e+00,6.078412e-01
-7.327142e+00,nan
-5.835998e+00,6.130294e-01
-4.344853e+00,6.170547e-01
-2.853708e+00,6.200058e-01
-1.362563e+00,nan
1.285817e-01,6.223560e-01
1.619726e+00,6.241219e-01
3.110871e+00,6.254576e-01
4.602016e+00,nan
6.093161e+00,6.265142e-01
7.584306e+00,6.273927e-01
9.075450e+00,6.281944e-01
1.056660e+01,6.432031e-01
1.205774e+01,6.269722e-01
1.354888e+01,6.296300e-01
1.504003e+01,6.304988e-01
1.653117e+01,6.314009e-01
1.802232e+01,nan
1.951346e+01,6.324275e-01
2.100461e+01,6.336641e-01
2.249575e+01,6.350661e-01
2.398690e+01,nan
2.547804e+01,6.366457e-01
2.696919e+01,6.385287e-01
2.846033e+01,6.403395e-01
2.995148e+01,nan
3.144262e+01,6.424795e-01
3.293377e+01,6.428893e-01
3.442491e+01,6.441010e-01
3.591606e+01,nan
3.740720e+01,6.503186e-01
3.889835e+01,6.537701e-01
4.038949e+01,6.552645e-01
4.188064e+01,nan
4.337178e+01,6.580170e-01
4.486293e+01,6.609042e-01
4.635407e+01,6.629174e-01
4.784521e+01,6.717551e-01
4.933636e+01,6.587024e-01
5.082750e+01,6.676501e-01
5.231865e+01,5.999360e-01
5.380979e+01,3.033370e-01
