x,S11
-9.394603e+01,-1.575419e+01
-9.245346e+01,-1.132869e+01
-9.096090e+01,-8.879182e+00
-8.946834e+01,-7.360787e+00
-8.797578e+01,-9.586992e+00
-8.648322e+01,-6.546061e+00
-8.499065e+01,-5.890730e+00
-8.349809e+01,-5.432302e+00
-8.200553e+01,nan
-8.051297e+01,-5.135363e+00
-7.902041e+01,-4.960410e+00
-7.752784e+01,-4.868252e+00
-7.603528e+01,nan
-7.454272e+01,-4.845859e+00
-7.305016e+01,-4.875714e+00
-7.155760e+01,-4.945195e+00
-7.006503e+01,nan
-6.857247e+01,-5.045613e+00
-6.707991e+01,-5.174660e+00
-6.558735e+01,-5.323432e+00
-6.409479e+01,nan
-6.260222e+01,-5.484581e+00
-6.110966e+01,-5.657139e+00
-5.961710e+01,-5.837943e+00
-5.812454e+01,nan
-5.663198e+01,-6.021924e+00
-5.513941e+01,-6.210488e+00
-5.364685e+01,-6.410694e+00
-5.215429e+01,-6.407768e+00
-5.066173e+01,-7.236878e+00
-4.916917e+01,-6.804416e+00
-4.767661e+01,-7.002506e+00
-4.618404e+01,-7.197014e+00
-4.469148e+01,nan
-4.319892e+01,-7.390808e+00
-4.170636e+01,-7.592805e+00
-4.021380e+01,-7.787554e+00
-3.872123e+01,nan
-3.722867e+01,-7.982770e+00
-3.573611e+01,-8.187977e+00
-3.424355e+01,-8.400749e+00
-3.275099e+01,nan
-3.125842e+01,-8.603871e+00
-2.976586e+01,-8.738241e+00
-2.827330e+01,-8.992787e+00
-2.678074e+01,nan
-2.528818e+01,-9.137837e+00
-2.379561e+01,-9.330901e+00
-2.230305e+01,-9.540049e+00
-2.081049e+01,nan
-1.931793e+01,-9.739752e+00
-1.782537e+01,-9.935119e+00
-1.633280e+01,-1.014183e+01
-1.484024e+01,nan
-1.334768e+01,-1.034659e+01
-1.185512e+01,-1.055073e+01
-1.036256e+01,-1.075876e+01
-8.869994e+00,-1.096847e+01
-7.377432e+00,nan
-5.884870e+00,-1.117847e+01
-4.392309e+00,-1.139652e+01
-2.899747e+00,-1.162514e+01
-1.407185e+00,nan
8.537735e-02,-1.185668e+01
1.577939e+00,-1.209183e+01
3.070501e+00,-1.233501e+01
4.563063e+00,nan
6.055625e+00,-1.258330e+01
7.548187e+00,-1.283447e+01
9.040749e+00,-1.310629e+01
1.053331e+01,nan
1.202587e+01,-1.339390e+01
1.351843e+01,-1.368485e+01
1.501100e+01,-1.399277e+01
1.650356e+01,nan
1.799612e+01,-1.431606e+01
1.948868e+01,-1.465416e+01
2.098124e+01,-1.501641e+01
2.247381e+01,nan
2.396637e+01,-1.541555e+01
2.545893e+01,-1.584641e+01
2.695149e+01,-1.631610e+01
2.844405e+01,-1.634785e+01
2.993662e+01,-1.943932e+01
3.142918e+01,-1.745469e+01
3.292174e+01,-1.814955e+01
3.441430e+01,-1.910383e+01
3.590686e+01,nan
3.739943e+01,-2.000105e+01
3.889199e+01,-2.332628e+01
4.038455e+01,-1.930093e+01
4.187711e+01,nan
4.336967e+01,-2.280812e+01
4.486224e+01,-2.515909e+01
4.635480e+01,-2.797931e+01
4.784736e+01,nan
4.933992e+01,-3.138248e+01
5.083248e+01,-3.982815e+01
5.232505e+01,-5.305936e+01
5.381761e+01,-1.068554e+02
