x,Mu
-9.395559e+01,1.751831e+00
-9.246312e+01,1.947078e+00
-9.097065e+01,2.341713e+00
-8.947818e+01,2.460302e+00
-8.798571e+01,nan
-8.649324e+01,2.570704e+00
-8.500077e+01,2.619113e+00
-8.350830e+01,2.634787e+00
-8.201583e+01,nan
-8.052336e+01,2.619024e+00
-7.903089e+01,2.574290e+00
-7.753842e+01,2.502315e+00
-7.604595e+01,nan
-7.455348e+01,2.404303e+00
-7.306101e+01,2.279754e+00
-7.156854e+01,2.047121e+00
-7.007607e+01,3.031958e+00
-6.858360e+01,2.254723e+00
-6.709113e+01,2.222823e+00
-6.559866e+01,2.073360e+00
-6.410619e+01,1.965025e+00
-6.261372e+01,nan
-6.112125e+01,1.867557e+00
-5.962878e+01,1.749912e+00
-5.813631e+01,1.629370e+00
-5.664384e+01,nan
-5.515137e+01,1.660285e+00
-5.365890e+01,1.498145e+00
-5.216643e+01,1.468051e+00
-5.067396e+01,nan
-4.918149e+01,1.418041e+00
-4.768902e+01,1.357769e+00
-4.619655e+01,1.303712e+00
-4.470407e+01,1.253603e+00
-4.321160e+01,nan
-4.171913e+01,1.209111e+00
-4.022666e+01,1.169582e+00
-3.873419e+01,1.134567e+00
-3.724172e+01,nan
-3.574925e+01,1.101747e+00
-3.425678e+01,1.071592e+00
-3.276431e+01,1.045580e+00
-3.127184e+01,nan
-2.977937e+01,1.023346e+00
-2.828690e+01,1.003968e+00
-2.679443e+01,9.865396e-01
-2.530196e+01,9.741978e-01
-2.380949e+01,nan
-2.231702e+01,9.667922e-01
-2.082455e+01,9.653250e-01
-1.933208e+01,9.684332e-01
-1.783961e+01,nan
-1.634714e+01,9.843019e-01
-1.485467e+01,1.007778e+00
-1.336220e+01,1.093961e+00
-1.186973e+01,nan
-1.037726e+01,1.101682e+00
-8.884789e+00,1.203609e+00
-7.392319e+00,6.280643e-01
-5.899848e+00,nan
-4.407378e+00,5.078956e-01
-2.914908e+00,5.020062e-01
-1.422438e+00,5.091931e-01
7.003258e-02,nan
1.562503e+00,5.218065e-01
3.054973e+00,5.346833e-01
4.547443e+00,5.463740e-01
6.039914e+00,nan
7.532384e+00,5.565018e-01
9.024854e+00,5.650305e-01
1.051732e+01,5.723124e-01
1.200979e+01,nan
1.350226e+01,5.786467e-01
1.499474e+01,5.841388e-01
1.648721e+01,5.891407e-01
1.797968e+01,nan
1.947215e+01,5.936337e-01
2.096462e+01,5.977776e-01
2.245709e+01,6.017066e-01
2.394956e+01,nan
2.544203e+01,6.055085e-01
2.693450e+01,6.092382e-01
2.842697e+01,6.129411e-01
2.991944e+01,6.336501e-01
3.141191e+01,6.150418e-01
3.290438e+01,6.201206e-01
3.439685e+01,6.238676e-01
3.588932e+01,6.737362e-01
3.738179e+01,6.191336e-01
3.887426e+01,6.312019e-01
4.036673e+01,6.371379e-01
4.185920e+01,6.772941e-01
4.335167e+01,6.195095e-01
4.484414e+01,6.434473e-01
4.633661e+01,6.476931e-01
4.782908e+01,6.600774e-01
4.932155e+01,nan
5.081402e+01,6.312482e-01
5.230649e+01,6.296665e-01
5.379896e+01,3.105301e-01
