x,S11
-9.395076e+01,-1.580675e+01
-9.245837e+01,-1.139497e+01
-9.096598e+01,-8.904316e+00
-8.947359e+01,-7.552375e+00
-8.798119e+01,nan
-8.648880e+01,-6.542965e+00
-8.499641e+01,-5.876378e+00
-8.350402e+01,-5.417893e+00
-8.201162e+01,nan
-8.051923e+01,-5.119862e+00
-7.902684e+01,-4.935600e+00
-7.753444e+01,-4.841411e+00
-7.604205e+01,nan
-7.454966e+01,-4.815086e+00
-7.305727e+01,-4.846795e+00
-7.156487e+01,-4.922788e+00
-7.007248e+01,nan
-6.858009e+01,-5.027469e+00
-6.708770e+01,-5.156793e+00
-6.559530e+01,-5.303210e+00
-6.410291e+01,-5.225059e+00
-6.261052e+01,-6.440756e+00
-6.111813e+01,-5.648750e+00
-5.962573e+01,-5.833315e+00
-5.813334e+01,-6.020541e+00
-5.664095e+01,nan
-5.514856e+01,-6.207391e+00
-5.365616e+01,-6.403960e+00
-5.216377e+01,-6.609319e+00
-5.067138e+01,nan
-4.917898e+01,-6.878812e+00
-4.768659e+01,-7.106385e+00
-4.619420e+01,-7.142256e+00
-4.470181e+01,nan
-4.320941e+01,-7.527609e+00
-4.171702e+01,-7.623413e+00
-4.022463e+01,-7.814132e+00
-3.873224e+01,nan
-3.723984e+01,-8.033758e+00
-3.574745e+01,-8.241283e+00
-3.425506e+01,-8.448348e+00
-3.276267e+01,-8.654080e+00
-3.127027e+01,nan
-2.977788e+01,-8.855397e+00
-2.828549e+01,-9.053441e+00
-2.679309e+01,-9.247668e+00
-2.530070e+01,nan
-2.380831e+01,-9.445836e+00
-2.231592e+01,-9.650169e+00
-2.082352e+01,-9.852428e+00
-1.933113e+01,nan
-1.783874e+01,-1.005211e+01
-1.634635e+01,-1.024965e+01
-1.485395e+01,-1.044994e+01
-1.336156e+01,nan
-1.186917e+01,-1.066007e+01
-1.037678e+01,-1.087073e+01
-8.884383e+00,-1.107916e+01
-7.391990e+00,nan
-5.899598e+00,-1.128795e+01
-4.407205e+00,-1.150005e+01
-2.914812e+00,-1.172955e+01
-1.422420e+00,-1.197167e+01
6.997311e-02,nan
1.562366e+00,-1.223720e+01
3.054758e+00,-1.252716e+01
4.547151e+00,-1.294707e+01
6.039544e+00,nan
7.531936e+00,-1.320769e+01
9.024329e+00,-1.519053e+01
1.051672e+01,-1.124382e+01
1.200911e+01,nan
1.350151e+01,-1.330911e+01
1.499390e+01,-1.397688e+01
1.648629e+01,-1.430732e+01
1.797868e+01,nan
1.947108e+01,-1.463838e+01
2.096347e+01,-1.497016e+01
2.245586e+01,-1.532727e+01
2.394826e+01,nan
2.544065e+01,-1.571657e+01
2.693304e+01,-1.614154e+01
2.842543e+01,-1.660853e+01
2.991783e+01,nan
3.141022e+01,-1.713106e+01
3.290261e+01,-1.772248e+01
3.439500e+01,-1.840078e+01
3.588740e+01,nan
3.737979e+01,-1.919244e+01
3.887218e+01,-2.013621e+01
4.036457e+01,-2.126801e+01
4.185697e+01,-2.894883e+01
4.334936e+01,-2.218680e+01
4.484175e+01,-2.449800e+01
4.633415e+01,-2.732373e+01
4.782654e+01,-3.050054e+01
4.931893e+01,nan
5.081132e+01,-3.832939e+01
5.230372e+01,-5.307547e+01
5.379611e+01,-1.056477e+02
