x,Mu
-9.395076e+01,1.727796e+00
-9.245837e+01,1.926555e+00
-9.096598e+01,2.307554e+00
-8.947359e+01,2.417188e+00
-8.798119e+01,nan
-8.648880e+01,2.516722e+00
-8.499641e+01,2.560099e+00
-8.350402e+01,2.571213e+00
-8.201162e+01,nan
-8.051923e+01,2.548844e+00
-7.902684e+01,2.500448e+00
-7.753444e+01,2.427671e+00
-7.604205e+01,nan
-7.454966e+01,2.332934e+00
-7.305727e+01,2.201803e+00
-7.156487e+01,1.865649e+00
-7.007248e+01,nan
-6.858009e+01,2.462863e+00
-6.708770e+01,2.139485e+00
-6.559530e+01,2.005701e+00
-6.410291e+01,1.805889e+00
-6.261052e+01,2.272731e+00
-6.111813e+01,1.803050e+00
-5.962573e+01,1.716226e+00
-5.813334e+01,1.636529e+00
-5.664095e+01,nan
-5.514856e+01,1.564571e+00
-5.365616e+01,1.496786e+00
-5.216377e+01,1.432363e+00
-5.067138e+01,nan
-4.917898e+01,1.361543e+00
-4.768659e+01,1.287591e+00
-4.619420e+01,1.285475e+00
-4.470181e+01,nan
-4.320941e+01,1.198057e+00
-4.171702e+01,1.172554e+00
-4.022463e+01,1.138985e+00
-3.873224e+01,nan
-3.723984e+01,1.099878e+00
-3.574745e+01,1.064744e+00
-3.425506e+01,1.032653e+00
-3.276267e+01,1.003136e+00
-3.127027e+01,nan
-2.977788e+01,9.764915e-01
-2.828549e+01,9.522347e-01
-2.679309e+01,9.305465e-01
-2.530070e+01,nan
-2.380831e+01,9.108352e-01
-2.231592e+01,8.922058e-01
-2.082352e+01,8.753224e-01
-1.933113e+01,nan
-1.783874e+01,8.603933e-01
-1.634635e+01,8.473237e-01
-1.485395e+01,8.362278e-01
-1.336156e+01,nan
-1.186917e+01,8.261815e-01
-1.037678e+01,8.175937e-01
-8.884383e+00,8.113654e-01
-7.391990e+00,nan
-5.899598e+00,8.073914e-01
-4.407205e+00,8.064757e-01
-2.914812e+00,8.083473e-01
-1.422420e+00,8.138805e-01
6.997311e-02,nan
1.562366e+00,8.249400e-01
3.054758e+00,8.448640e-01
4.547151e+00,8.712680e-01
6.039544e+00,nan
7.531936e+00,9.465336e-01
9.024329e+00,9.718950e-01
1.051672e+01,1.022624e+00
1.200911e+01,nan
1.350151e+01,5.774402e-01
1.499390e+01,4.834413e-01
1.648629e+01,4.871759e-01
1.797868e+01,nan
1.947108e+01,4.997848e-01
2.096347e+01,5.158661e-01
2.245586e+01,5.311435e-01
2.394826e+01,nan
2.544065e+01,5.447358e-01
2.693304e+01,5.566330e-01
2.842543e+01,5.673045e-01
2.991783e+01,nan
3.141022e+01,5.769370e-01
3.290261e+01,5.856401e-01
3.439500e+01,5.936230e-01
3.588740e+01,nan
3.737979e+01,6.010970e-01
3.887218e+01,6.079409e-01
4.036457e+01,6.148480e-01
4.185697e+01,6.441568e-01
4.334936e+01,6.184035e-01
4.484175e+01,6.286933e-01
4.633415e+01,6.289812e-01
4.782654e+01,6.429199e-01
4.931893e+01,nan
5.081132e+01,6.267346e-01
5.230372e+01,6.142177e-01
5.379611e+01,2.988470e-01
