x,Mu
-9.395895e+01,1.760951e+00
-9.246646e+01,1.956602e+00
-9.097397e+01,2.359306e+00
-8.948147e+01,2.484911e+00
-8.798898e+01,nan
-8.649649e+01,2.601623e+00
-8.500399e+01,2.651613e+00
-8.351150e+01,2.674951e+00
-8.201900e+01,nan
-8.052651e+01,2.663224e+00
-7.903402e+01,2.619130e+00
-7.754152e+01,2.544269e+00
-7.604903e+01,nan
-7.455654e+01,2.450942e+00
-7.306404e+01,2.331071e+00
-7.157155e+01,2.120627e+00
-7.007906e+01,1.286274e+01
-6.858656e+01,nan
-6.709407e+01,2.290400e+00
-6.560157e+01,2.127090e+00
-6.410908e+01,1.968617e+00
-6.261659e+01,nan
-6.112409e+01,1.819385e+00
-5.963160e+01,1.880614e+00
-5.813911e+01,1.666894e+00
-5.664661e+01,nan
-5.515412e+01,1.635532e+00
-5.366163e+01,1.580004e+00
-5.216913e+01,1.508513e+00
-5.067664e+01,1.442001e+00
-4.918414e+01,nan
-4.769165e+01,1.383026e+00
-4.619916e+01,1.332422e+00
-4.470666e+01,1.286768e+00
-4.321417e+01,nan
-4.172168e+01,1.244719e+00
-4.022918e+01,1.207356e+00
-3.873669e+01,1.176253e+00
-3.724420e+01,nan
-3.575170e+01,1.149205e+00
-3.425921e+01,1.125520e+00
-3.276671e+01,1.109080e+00
-3.127422e+01,1.100136e+00
-2.978173e+01,nan
-2.828923e+01,1.098516e+00
-2.679674e+01,1.109399e+00
-2.530425e+01,1.129312e+00
-2.381175e+01,nan
-2.231926e+01,1.222113e+00
-2.082677e+01,1.208548e+00
-1.933427e+01,1.366370e+00
-1.784178e+01,nan
-1.634928e+01,6.778159e-01
-1.485679e+01,5.382419e-01
-1.336430e+01,5.259650e-01
-1.187180e+01,nan
-1.037931e+01,5.298123e-01
-8.886817e+00,5.403860e-01
-7.394323e+00,5.517733e-01
-5.901829e+00,nan
-4.409336e+00,5.621625e-01
-2.916842e+00,5.710680e-01
-1.424348e+00,5.784522e-01
6.814528e-02,nan
1.560639e+00,5.844715e-01
3.053133e+00,5.894430e-01
4.545626e+00,5.937230e-01
6.038120e+00,nan
7.530613e+00,5.972928e-01
9.023107e+00,6.003322e-01
1.051560e+01,6.031243e-01
1.200809e+01,nan
1.350059e+01,6.056732e-01
1.499308e+01,6.080730e-01
1.648558e+01,6.104048e-01
1.797807e+01,6.237575e-01
1.947056e+01,6.117661e-01
2.096306e+01,6.150825e-01
2.245555e+01,6.175045e-01
2.394804e+01,6.602385e-01
2.544054e+01,6.123568e-01
2.693303e+01,6.225595e-01
2.842552e+01,6.252150e-01
2.991802e+01,6.638402e-01
3.141051e+01,6.188713e-01
3.290301e+01,6.308574e-01
3.439550e+01,6.322465e-01
3.588799e+01,6.615222e-01
3.738049e+01,6.197440e-01
3.887298e+01,6.412748e-01
4.036547e+01,6.460823e-01
4.185797e+01,6.472076e-01
4.335046e+01,nan
4.484295e+01,6.529152e-01
4.633545e+01,6.489630e-01
4.782794e+01,6.638386e-01
4.932044e+01,nan
5.081293e+01,6.367917e-01
5.230542e+01,6.343378e-01
5.379792e+01,3.140350e-01
