y_mm,mu
-94.25,0.810352
-92.75,0.889682
-91.25,0.872777
-89.75,0.849604
-88.25,0.823229
-86.75,0.801474
-85.25,0.783719
-83.75,0.769629
-82.25,0.758443
-80.75,0.749648
-79.25,0.742763
-77.75,0.737352
-76.25,0.733119
-74.75,0.72983
-73.25,0.727345
-71.75,0.72554
-70.25,0.724488
-68.75,0.723937
-67.25,0.722438
-65.75,0.722338
-64.25,0.723994
-62.75,0.724172
-61.25,0.72426
-59.75,0.725312
-58.25,0.726753
-56.75,0.728537
-55.25,0.730632
-53.75,0.73306
-52.25,0.735901
-50.75,0.739323
-49.25,0.743468
-47.75,0.748481
-46.25,0.754663
-44.75,0.762467
-43.25,0.772605
-41.75,0.78629
-40.25,0.805475
-38.75,0.833895
-37.25,0.876132
-35.75,0.945468
-34.25,1.04204
-32.75,1.36024
-31.25,1.80994
-29.75,3.74731
-28.25,5.99376
-26.75,3.00854
-25.25,2.43223
-23.75,2.06426
-22.25,1.85412
-20.75,1.71034
-19.25,1.60535
-17.75,1.52159
-16.25,1.45122
-14.75,1.3903
-13.25,1.33626
-11.75,1.28698
-10.25,1.24201
-8.75,1.18225
-7.25,1.12852
-5.75,1.09629
-4.25,1.06668
-2.75,1.03871
-1.25,1.01218
0.25,0.98746
1.75,0.964343
3.25,0.942538
4.75,0.921986
6.25,0.902807
7.75,0.884732
9.25,0.867271
10.75,0.85056
12.25,0.834825
13.75,0.819897
15.25,0.805624
16.75,0.792075
18.25,0.77943
19.75,0.767231
21.25,0.755169
22.75,0.743741
24.25,0.732982
25.75,0.722707
27.25,0.712917
28.75,0.703577
30.25,0.693987
31.75,0.681554
33.25,0.675287
34.75,0.673432
36.25,0.664731
37.75,0.656685
39.25,0.651841
40.75,0.647766
42.25,0.645376
43.75,0.644403
45.25,0.645327
46.75,0.648672
48.25,0.652093
49.75,0.66182
51.25,0.63768
52.75,0.717216
54.25,0.369875
