x,S11
-9.401164e+01,-1.618870e+01
-9.251864e+01,-1.265300e+01
-9.102564e+01,-1.054910e+01
-8.953265e+01,-9.147341e+00
-8.803965e+01,-8.293267e+00
-8.654666e+01,nan
-8.505366e+01,-7.574381e+00
-8.356066e+01,-6.911145e+00
-8.206767e+01,-6.615395e+00
-8.057467e+01,-6.401402e+00
-7.908168e+01,nan
-7.758868e+01,-6.246260e+00
-7.609569e+01,-6.157484e+00
-7.460269e+01,-6.382160e+00
-7.310969e+01,-7.132980e+00
-7.161670e+01,-1.516635e+01
-7.012370e+01,nan
-6.863071e+01,-8.084091e-01
-6.713771e+01,-6.989488e+00
-6.564471e+01,-6.965089e+00
-6.415172e+01,nan
-6.265872e+01,-7.643605e+00
-6.116573e+01,-7.946540e+00
-5.967273e+01,-8.229563e+00
-5.817974e+01,nan
-5.668674e+01,-8.463170e+00
-5.519374e+01,-8.691427e+00
-5.370075e+01,-8.923950e+00
-5.220775e+01,nan
-5.071476e+01,-9.166421e+00
-4.922176e+01,-9.415848e+00
-4.772877e+01,-9.671398e+00
-4.623577e+01,nan
-4.474277e+01,-9.932375e+00
-4.324978e+01,-1.019761e+01
-4.175678e+01,-1.046621e+01
-4.026379e+01,nan
-3.877079e+01,-1.073747e+01
-3.727779e+01,-1.101090e+01
-3.578480e+01,-1.128616e+01
-3.429180e+01,nan
-3.279881e+01,-1.156305e+01
-3.130581e+01,-1.184149e+01
-2.981282e+01,-1.212147e+01
-2.831982e+01,nan
-2.682682e+01,-1.240310e+01
-2.533383e+01,-1.268654e+01
-2.384083e+01,-1.297188e+01
-2.234784e+01,nan
-2.085484e+01,-1.325992e+01
-1.936185e+01,-1.354802e+01
-1.786885e+01,-1.383991e+01
-1.637585e+01,nan
-1.488286e+01,-1.413844e+01
-1.338986e+01,-1.444024e+01
-1.189687e+01,-1.474532e+01
-1.040387e+01,nan
-8.910875e+00,-1.505524e+01
-7.417879e+00,-1.537063e+01
-5.924883e+00,-1.569216e+01
-4.431887e+00,nan
-2.938891e+00,-1.602051e+01
-1.445896e+00,-1.635651e+01
4.710012e-02,-1.670101e+01
1.540096e+00,nan
3.033092e+00,-1.705553e+01
4.526088e+00,-1.742139e+01
6.019083e+00,-1.781326e+01
7.512079e+00,nan
9.005075e+00,-1.820650e+01
1.049807e+01,-1.872215e+01
1.199107e+01,-1.888083e+01
1.348406e+01,nan
1.497706e+01,-1.943323e+01
1.647005e+01,-2.000549e+01
1.796305e+01,-2.043855e+01
1.945605e+01,nan
2.094904e+01,-2.095870e+01
2.244204e+01,-2.152669e+01
2.393503e+01,-2.213291e+01
2.542803e+01,nan
2.692102e+01,-2.279234e+01
2.841402e+01,-2.351497e+01
2.990702e+01,-2.431593e+01
3.140001e+01,nan
3.289301e+01,-2.521476e+01
3.438600e+01,-2.623887e+01
3.587900e+01,-2.742374e+01
3.737200e+01,nan
3.886499e+01,-2.883022e+01
4.035799e+01,-3.051627e+01
4.185098e+01,-3.269120e+01
4.334398e+01,nan
4.483697e+01,-3.528422e+01
4.632997e+01,-3.971071e+01
4.782297e+01,-4.315261e+01
4.931596e+01,nan
5.080896e+01,-6.043205e+01
5.230195e+01,-5.702540e+01
5.379495e+01,-1.836483e+02
