x,S12
-9.380751e+01,1.189047e+01
-9.231632e+01,1.056829e+01
-9.082514e+01,9.199863e+00
-8.933395e+01,7.652464e+00
-8.784276e+01,9.638238e+00
-8.635157e+01,6.984702e+00
-8.486038e+01,6.368779e+00
-8.336919e+01,5.944695e+00
-8.187800e+01,nan
-8.038681e+01,5.652300e+00
-7.889563e+01,5.452411e+00
-7.740444e+01,5.318240e+00
-7.591325e+01,nan
-7.442206e+01,5.232375e+00
-7.293087e+01,5.183456e+00
-7.143968e+01,5.162448e+00
-6.994849e+01,nan
-6.845730e+01,5.163221e+00
-6.696612e+01,5.181286e+00
-6.547493e+01,5.213371e+00
-6.398374e+01,nan
-6.249255e+01,5.257140e+00
-6.100136e+01,5.311026e+00
-5.951017e+01,5.374737e+00
-5.801898e+01,nan
-5.652779e+01,5.447347e+00
-5.503660e+01,5.530413e+00
-5.354542e+01,5.592441e+00
-5.205423e+01,nan
-5.056304e+01,5.686319e+00
-4.907185e+01,5.818044e+00
-4.758066e+01,5.843025e+00
-4.608947e+01,nan
-4.459828e+01,5.997427e+00
-4.310709e+01,6.106504e+00
-4.161591e+01,6.224377e+00
-4.012472e+01,nan
-3.863353e+01,6.348248e+00
-3.714234e+01,6.479552e+00
-3.565115e+01,6.618963e+00
-3.415996e+01,6.542024e+00
-3.266877e+01,8.411864e+00
-3.117758e+01,6.922487e+00
-2.968639e+01,7.087868e+00
-2.819521e+01,7.263326e+00
-2.670402e+01,nan
-2.521283e+01,7.449840e+00
-2.372164e+01,7.648338e+00
-2.223045e+01,7.859203e+00
-2.073926e+01,nan
-1.924807e+01,8.085005e+00
-1.775688e+01,8.328150e+00
-1.626570e+01,8.590080e+00
-1.477451e+01,nan
-1.328332e+01,8.876498e+00
-1.179213e+01,9.195329e+00
-1.030094e+01,9.560502e+00
-8.809752e+00,nan
-7.318563e+00,9.999260e+00
-5.827374e+00,1.056599e+01
-4.336185e+00,1.136149e+01
-2.844996e+00,nan
-1.353807e+00,1.258377e+01
1.373814e-01,1.445043e+01
1.628570e+00,2.007545e+01
3.119759e+00,nan
4.610948e+00,4.043525e+01
6.102137e+00,5.193601e+01
7.593325e+00,4.079050e+01
9.084514e+00,nan
1.057570e+01,3.473370e+01
1.206689e+01,3.144888e+01
1.355808e+01,2.929504e+01
1.504927e+01,2.786659e+01
1.654046e+01,nan
1.803165e+01,2.688072e+01
1.952284e+01,2.622360e+01
2.101402e+01,2.578287e+01
2.250521e+01,nan
2.399640e+01,2.550709e+01
2.548759e+01,2.536934e+01
2.697878e+01,2.534375e+01
2.846997e+01,nan
2.996116e+01,2.545346e+01
3.145235e+01,2.567532e+01
3.294354e+01,2.601339e+01
3.443472e+01,2.649234e+01
3.592591e+01,nan
3.741710e+01,2.712740e+01
3.890829e+01,2.799175e+01
4.039948e+01,2.913633e+01
4.189067e+01,nan
4.338186e+01,3.064089e+01
4.487305e+01,3.270578e+01
4.636423e+01,3.550113e+01
4.785542e+01,nan
4.934661e+01,4.023405e+01
5.083780e+01,4.552421e+01
5.232899e+01,6.041652e+01
5.382018e+01,4.969610e+01
