x,S11
-9.395076e+01,-1.492577e+01
-9.245837e+01,-1.198923e+01
-9.096598e+01,-1.027302e+01
-8.947359e+01,-9.301207e+00
-8.798119e+01,nan
-8.648880e+01,-8.645778e+00
-8.499641e+01,-8.172389e+00
-8.350402e+01,-7.840432e+00
-8.201162e+01,nan
-8.051923e+01,-7.606897e+00
-7.902684e+01,-7.446202e+00
-7.753444e+01,-7.335219e+00
-7.604205e+01,nan
-7.454966e+01,-7.264845e+00
-7.305727e+01,-7.229218e+00
-7.156487e+01,-7.224522e+00
-7.007248e+01,nan
-6.858009e+01,-7.244448e+00
-6.708770e+01,-7.282150e+00
-6.559530e+01,-7.328723e+00
-6.410291e+01,-7.153696e+00
-6.261052e+01,-8.306185e+00
-6.111813e+01,-7.450439e+00
-5.962573e+01,-7.529739e+00
-5.813334e+01,-7.622178e+00
-5.664095e+01,nan
-5.514856e+01,-7.724141e+00
-5.365616e+01,-7.827930e+00
-5.216377e+01,-7.944929e+00
-5.067138e+01,nan
-4.917898e+01,-8.015900e+00
-4.768659e+01,-8.152022e+00
-4.619420e+01,-8.347517e+00
-4.470181e+01,nan
-4.320941e+01,-8.366470e+00
-4.171702e+01,-8.547777e+00
-4.022463e+01,-8.712229e+00
-3.873224e+01,nan
-3.723984e+01,-8.865431e+00
-3.574745e+01,-9.028542e+00
-3.425506e+01,-9.202533e+00
-3.276267e+01,-9.380993e+00
-3.127027e+01,nan
-2.977788e+01,-9.563805e+00
-2.828549e+01,-9.757174e+00
-2.679309e+01,-9.964161e+00
-2.530070e+01,nan
-2.380831e+01,-1.018827e+01
-2.231592e+01,-1.042425e+01
-2.082352e+01,-1.065923e+01
-1.933113e+01,nan
-1.783874e+01,-1.090394e+01
-1.634635e+01,-1.116726e+01
-1.485395e+01,-1.144628e+01
-1.336156e+01,nan
-1.186917e+01,-1.173817e+01
-1.037678e+01,-1.203320e+01
-8.884383e+00,-1.232678e+01
-7.391990e+00,nan
-5.899598e+00,-1.262659e+01
-4.407205e+00,-1.293683e+01
-2.914812e+00,-1.326324e+01
-1.422420e+00,-1.361029e+01
6.997311e-02,nan
1.562366e+00,-1.404511e+01
3.054758e+00,-1.452806e+01
4.547151e+00,-1.537671e+01
6.039544e+00,nan
7.531936e+00,-1.544326e+01
9.024329e+00,-2.538934e+01
1.051672e+01,-9.612537e+00
1.200911e+01,nan
1.350151e+01,-1.739121e+01
1.499390e+01,-1.773009e+01
1.648629e+01,-1.891814e+01
1.797868e+01,nan
1.947108e+01,-1.965136e+01
2.096347e+01,-2.039752e+01
2.245586e+01,-2.113350e+01
2.394826e+01,nan
2.544065e+01,-2.192506e+01
2.693304e+01,-2.277874e+01
2.842543e+01,-2.372209e+01
2.991783e+01,nan
3.141022e+01,-2.479056e+01
3.290261e+01,-2.599089e+01
3.439500e+01,-2.735199e+01
3.588740e+01,nan
3.737979e+01,-2.891977e+01
3.887218e+01,-3.078168e+01
4.036457e+01,-3.296579e+01
4.185697e+01,-4.472804e+01
4.334936e+01,-3.501467e+01
4.484175e+01,-3.917096e+01
4.633415e+01,-4.473967e+01
4.782654e+01,-4.927490e+01
4.931893e+01,nan
5.081132e+01,-6.975184e+01
5.230372e+01,-6.891003e+01
5.379611e+01,-2.222422e+02
