y_mm,mu
-94.25,0.809858
-92.75,0.902843
-91.25,0.892259
-89.75,0.873919
-88.25,0.850719
-86.75,0.83208
-85.25,0.819124
-83.75,0.806932
-82.25,0.78989
-80.75,0.794241
-79.25,0.795465
-77.75,0.788409
-76.25,0.795043
-74.75,0.799532
-73.25,0.810283
-71.75,0.826657
-70.25,0.851168
-68.75,0.889088
-67.25,0.947045
-65.75,1.04313
-64.25,1.17978
-62.75,1.61944
-61.25,2.06469
-59.75,4.73383
-58.25,9.6248
-56.75,3.87817
-55.25,3.08593
-53.75,2.57411
-52.25,2.29237
-50.75,2.09967
-49.25,1.95927
-47.75,1.84705
-46.25,1.75225
-44.75,1.66934
-43.25,1.59538
-41.75,1.52862
-40.25,1.46787
-38.75,1.41255
-37.25,1.3619
-35.75,1.31474
-34.25,1.27101
-32.75,1.23071
-31.25,1.17585
-29.75,1.12589
-28.25,1.0955
-26.75,1.06699
-25.25,1.04039
-23.75,1.01572
-22.25,0.992223
-20.75,0.969839
-19.25,0.948931
-17.75,0.929272
-16.25,0.910694
-14.75,0.893135
-13.25,0.876536
-11.75,0.860788
-10.25,0.845919
-8.75,0.832073
-7.25,0.81887
-5.75,0.806059
-4.25,0.793951
-2.75,0.782561
-1.25,0.771737
0.25,0.761453
1.75,0.751681
3.25,0.742375
4.75,0.733531
6.25,0.7253
7.75,0.717541
9.25,0.709943
10.75,0.702696
12.25,0.695898
13.75,0.689267
15.25,0.682048
16.75,0.673494
18.25,0.670463
19.75,0.669052
21.25,0.660811
22.75,0.654393
24.25,0.650555
25.75,0.645704
27.25,0.64146
28.75,0.63743
30.25,0.63364
31.75,0.630124
33.25,0.626935
34.75,0.624129
36.25,0.621879
37.75,0.620421
39.25,0.619676
40.75,0.619744
42.25,0.621121
43.75,0.624136
45.25,0.628892
46.75,0.635882
48.25,0.643168
49.75,0.655844
51.25,0.638009
52.75,0.714298
54.25,0.372593
