x,S12
-9.396914e+01,3.361687e+00
-9.247656e+01,3.090817e+00
-9.098398e+01,2.687074e+00
-8.949140e+01,2.291299e+00
-8.799881e+01,nan
-8.650623e+01,2.013434e+00
-8.501365e+01,1.826263e+00
-8.352107e+01,1.701291e+00
-8.202849e+01,nan
-8.053590e+01,1.615221e+00
-7.904332e+01,1.562213e+00
-7.755074e+01,1.533334e+00
-7.605816e+01,1.516367e+00
-7.456558e+01,nan
-7.307300e+01,1.512220e+00
-7.158041e+01,1.532971e+00
-7.008783e+01,1.527176e+00
-6.859525e+01,nan
-6.710267e+01,1.554710e+00
-6.561009e+01,1.590702e+00
-6.411751e+01,1.621757e+00
-6.262492e+01,1.657084e+00
-6.113234e+01,nan
-5.963976e+01,1.700763e+00
-5.814718e+01,1.747778e+00
-5.665460e+01,1.800478e+00
-5.516202e+01,nan
-5.366943e+01,1.865744e+00
-5.217685e+01,1.939365e+00
-5.068427e+01,2.021392e+00
-4.919169e+01,2.122197e+00
-4.769911e+01,nan
-4.620653e+01,2.287608e+00
-4.471394e+01,2.637695e+00
-4.322136e+01,4.077001e+00
-4.172878e+01,nan
-4.023620e+01,9.032292e+00
-3.874362e+01,1.176765e+01
-3.725104e+01,8.942426e+00
-3.575845e+01,7.421752e+00
-3.426587e+01,nan
-3.277329e+01,6.581941e+00
-3.128071e+01,6.016012e+00
-2.978813e+01,5.621983e+00
-2.829555e+01,nan
-2.680296e+01,5.333521e+00
-2.531038e+01,5.114617e+00
-2.381780e+01,4.942836e+00
-2.232522e+01,nan
-2.083264e+01,4.805150e+00
-1.934005e+01,4.692867e+00
-1.784747e+01,4.600308e+00
-1.635489e+01,nan
-1.486231e+01,4.523585e+00
-1.336973e+01,4.459958e+00
-1.187715e+01,4.407451e+00
-1.038456e+01,nan
-8.891983e+00,4.364607e+00
-7.399401e+00,4.330329e+00
-5.906819e+00,4.303802e+00
-4.414238e+00,nan
-2.921656e+00,4.284360e+00
-1.429074e+00,4.271002e+00
6.350742e-02,4.266132e+00
1.556089e+00,nan
3.048671e+00,4.266347e+00
4.541253e+00,4.272641e+00
6.033834e+00,4.285137e+00
7.526416e+00,nan
9.018998e+00,4.303869e+00
1.051158e+01,4.329046e+00
1.200416e+01,4.360987e+00
1.349674e+01,nan
1.498932e+01,4.400182e+00
1.648191e+01,4.447323e+00
1.797449e+01,4.503856e+00
1.946707e+01,nan
2.095965e+01,4.570393e+00
2.245223e+01,4.646958e+00
2.394481e+01,4.727383e+00
2.543740e+01,nan
2.692998e+01,4.776159e+00
2.842256e+01,4.944704e+00
2.991514e+01,5.100742e+00
3.140772e+01,nan
3.290031e+01,5.236524e+00
3.439289e+01,5.411089e+00
3.588547e+01,5.628251e+00
3.737805e+01,nan
3.887063e+01,5.895485e+00
4.036321e+01,6.227752e+00
4.185580e+01,6.644111e+00
4.334838e+01,nan
4.484096e+01,7.206003e+00
4.633354e+01,7.912674e+00
4.782612e+01,9.132686e+00
4.931870e+01,nan
5.081129e+01,1.041605e+01
5.230387e+01,1.374708e+01
5.379645e+01,1.279103e+01
