x,Mu
-9.399002e+01,8.788783e-01
-9.249724e+01,1.025013e+00
-9.100446e+01,1.051805e+00
-8.951167e+01,1.000573e+00
-8.801889e+01,nan
-8.652611e+01,9.472268e-01
-8.503333e+01,9.058205e-01
-8.354055e+01,8.807511e-01
-8.204776e+01,8.623137e-01
-8.055498e+01,nan
-7.906220e+01,8.376212e-01
-7.756942e+01,8.627708e-01
-7.607664e+01,8.590528e-01
-7.458385e+01,8.641055e-01
-7.309107e+01,nan
-7.159829e+01,8.837976e-01
-7.010551e+01,9.236389e-01
-6.861272e+01,9.827466e-01
-6.711994e+01,1.095438e+00
-6.562716e+01,nan
-6.413438e+01,1.280844e+00
-6.264160e+01,1.899653e+00
-6.114881e+01,1.971487e+00
-5.965603e+01,6.582369e+00
-5.816325e+01,nan
-5.667047e+01,3.985378e+00
-5.517769e+01,3.333759e+00
-5.368490e+01,2.543946e+00
-5.219212e+01,nan
-5.069934e+01,2.200489e+00
-4.920656e+01,1.965171e+00
-4.771377e+01,1.800249e+00
-4.622099e+01,nan
-4.472821e+01,1.673090e+00
-4.323543e+01,1.569714e+00
-4.174265e+01,1.482347e+00
-4.024986e+01,nan
-3.875708e+01,1.407106e+00
-3.726430e+01,1.340953e+00
-3.577152e+01,1.282091e+00
-3.427874e+01,nan
-3.278595e+01,1.229230e+00
-3.129317e+01,1.181429e+00
-2.980039e+01,1.137972e+00
-2.830761e+01,nan
-2.681482e+01,1.098295e+00
-2.532204e+01,1.061948e+00
-2.382926e+01,1.028563e+00
-2.233648e+01,nan
-2.084370e+01,9.978323e-01
-1.935091e+01,9.694918e-01
-1.785813e+01,9.433333e-01
-1.636535e+01,nan
-1.487257e+01,9.191018e-01
-1.337979e+01,8.968282e-01
-1.188700e+01,8.763251e-01
-1.039422e+01,nan
-8.901439e+00,8.571057e-01
-7.408657e+00,8.393201e-01
-5.915875e+00,8.229249e-01
-4.423093e+00,nan
-2.930311e+00,8.077724e-01
-1.437529e+00,7.937801e-01
5.525352e-02,7.808823e-01
1.548036e+00,nan
3.040818e+00,7.690220e-01
4.533600e+00,7.581621e-01
6.026382e+00,7.482588e-01
7.519164e+00,nan
9.011946e+00,7.393899e-01
1.050473e+01,7.309179e-01
1.199751e+01,7.236952e-01
1.349029e+01,nan
1.498307e+01,7.119930e-01
1.647586e+01,7.075948e-01
1.796864e+01,7.088472e-01
1.946142e+01,nan
2.095420e+01,7.011825e-01
2.244699e+01,6.957685e-01
2.393977e+01,6.917875e-01
2.543255e+01,nan
2.692533e+01,6.885872e-01
2.841811e+01,6.864969e-01
2.991090e+01,6.849473e-01
3.140368e+01,nan
3.289646e+01,6.840200e-01
3.438924e+01,6.836975e-01
3.588202e+01,6.840996e-01
3.737481e+01,nan
3.886759e+01,6.850742e-01
4.036037e+01,6.873905e-01
4.185315e+01,6.886995e-01
4.334594e+01,nan
4.483872e+01,6.963594e-01
4.633150e+01,6.847830e-01
4.782428e+01,7.306568e-01
4.931706e+01,nan
5.080985e+01,6.034236e-01
5.230263e+01,8.919821e-01
5.379541e+01,2.767553e-01
