x,Mu
-9.380910e+01,8.337641e-01
-9.231794e+01,9.272525e-01
-9.082678e+01,9.299490e-01
-8.933562e+01,8.837158e-01
-8.784447e+01,8.392900e-01
-8.635331e+01,8.368311e-01
-8.486215e+01,8.057202e-01
-8.337099e+01,7.825716e-01
-8.187983e+01,nan
-8.038867e+01,7.657432e-01
-7.889751e+01,7.534216e-01
-7.740636e+01,7.442816e-01
-7.591520e+01,nan
-7.442404e+01,7.375569e-01
-7.293288e+01,7.326043e-01
-7.144172e+01,7.289757e-01
-6.995056e+01,nan
-6.845940e+01,7.263431e-01
-6.696824e+01,7.244745e-01
-6.547709e+01,7.232123e-01
-6.398593e+01,nan
-6.249477e+01,7.224391e-01
-6.100361e+01,7.219614e-01
-5.951245e+01,7.213745e-01
-5.802129e+01,nan
-5.653013e+01,7.197711e-01
-5.503897e+01,7.237653e-01
-5.354782e+01,7.241674e-01
-5.205666e+01,nan
-5.056550e+01,7.168678e-01
-4.907434e+01,7.312137e-01
-4.758318e+01,7.248122e-01
-4.609202e+01,nan
-4.460086e+01,7.265684e-01
-4.310971e+01,7.279460e-01
-4.161855e+01,7.299194e-01
-4.012739e+01,7.319042e-01
-3.863623e+01,nan
-3.714507e+01,7.340340e-01
-3.565391e+01,7.364209e-01
-3.416275e+01,7.391203e-01
-3.267159e+01,nan
-3.118044e+01,7.421943e-01
-2.968928e+01,7.458637e-01
-2.819812e+01,7.502945e-01
-2.670696e+01,nan
-2.521580e+01,7.556145e-01
-2.372464e+01,7.624529e-01
-2.223348e+01,7.714379e-01
-2.074233e+01,nan
-1.925117e+01,7.836697e-01
-1.776001e+01,8.008401e-01
-1.626885e+01,8.263774e-01
-1.477769e+01,nan
-1.328653e+01,8.624338e-01
-1.179537e+01,9.244527e-01
-1.030421e+01,1.008174e+00
-8.813056e+00,nan
-7.321897e+00,1.458365e+00
-5.830739e+00,1.708682e+00
-4.339580e+00,5.976625e+00
-2.848421e+00,nan
-1.357263e+00,2.596712e+00
1.338961e-01,2.167061e+00
1.625055e+00,1.817737e+00
3.116213e+00,1.623379e+00
4.607372e+00,nan
6.098531e+00,1.485546e+00
7.589689e+00,1.384977e+00
9.080848e+00,1.305598e+00
1.057201e+01,nan
1.206317e+01,1.241326e+00
1.355432e+01,1.186756e+00
1.504548e+01,1.138406e+00
1.653664e+01,nan
1.802780e+01,1.096226e+00
1.951896e+01,1.058657e+00
2.101012e+01,1.024488e+00
2.250128e+01,nan
2.399243e+01,9.939657e-01
2.548359e+01,9.662603e-01
2.697475e+01,9.398719e-01
2.846591e+01,9.155458e-01
2.995707e+01,nan
3.144823e+01,8.931245e-01
3.293939e+01,8.719611e-01
3.443055e+01,8.524495e-01
3.592170e+01,nan
3.741286e+01,8.346125e-01
3.890402e+01,8.177351e-01
4.039518e+01,8.008188e-01
4.188634e+01,nan
4.337750e+01,7.875908e-01
4.486866e+01,7.636497e-01
4.635982e+01,7.332382e-01
4.785097e+01,nan
4.934213e+01,7.693779e-01
5.083329e+01,6.859884e-01
5.232445e+01,7.374412e-01
5.381561e+01,2.598716e-01
