x,Mu
-9.421292e+01,1.054795e+00
-9.271791e+01,1.593778e+00
-9.122289e+01,1.744341e+00
-8.972788e+01,3.771048e+00
-8.823287e+01,nan
-8.673785e+01,2.909344e+00
-8.524284e+01,2.909233e+00
-8.374783e+01,2.730663e+00
-8.225282e+01,nan
-8.075780e+01,2.602485e+00
-7.926279e+01,2.483106e+00
-7.776778e+01,2.367484e+00
-7.627276e+01,nan
-7.477775e+01,2.216187e+00
-7.328274e+01,4.268659e-01
-7.178772e+01,2.460535e+00
-7.029271e+01,nan
-6.879770e+01,2.177008e+00
-6.730268e+01,2.044224e+00
-6.580767e+01,1.936358e+00
-6.431266e+01,nan
-6.281765e+01,1.839383e+00
-6.132263e+01,1.749824e+00
-5.982762e+01,1.666441e+00
-5.833261e+01,nan
-5.683759e+01,1.588688e+00
-5.534258e+01,1.516243e+00
-5.384757e+01,1.448851e+00
-5.235255e+01,nan
-5.085754e+01,1.386269e+00
-4.936253e+01,1.328243e+00
-4.786752e+01,1.274507e+00
-4.637250e+01,nan
-4.487749e+01,1.224789e+00
-4.338248e+01,1.178816e+00
-4.188746e+01,1.136321e+00
-4.039245e+01,nan
-3.889744e+01,1.097046e+00
-3.740242e+01,1.060745e+00
-3.590741e+01,1.027194e+00
-3.441240e+01,nan
-3.291738e+01,9.961603e-01
-3.142237e+01,9.674970e-01
-2.992736e+01,9.411314e-01
-2.843235e+01,nan
-2.693733e+01,9.166587e-01
-2.544232e+01,8.938844e-01
-2.394731e+01,8.729144e-01
-2.245229e+01,nan
-2.095728e+01,8.535352e-01
-1.946227e+01,8.356236e-01
-1.796725e+01,8.190794e-01
-1.647224e+01,nan
-1.497723e+01,8.038105e-01
-1.348222e+01,7.897359e-01
-1.198720e+01,7.767839e-01
-1.049219e+01,nan
-8.997176e+00,7.649003e-01
-7.502163e+00,7.540278e-01
-6.007150e+00,7.442043e-01
-4.512137e+00,nan
-3.017124e+00,7.348769e-01
-1.522111e+00,7.266844e-01
-2.709789e-02,7.147217e-01
1.467915e+00,nan
2.962928e+00,7.097967e-01
4.457941e+00,7.095596e-01
5.952954e+00,7.004760e-01
7.447967e+00,nan
8.942980e+00,6.944085e-01
1.043799e+01,6.899456e-01
1.193301e+01,6.861159e-01
1.342802e+01,nan
1.492303e+01,6.831283e-01
1.641805e+01,6.805271e-01
1.791306e+01,6.785167e-01
1.940807e+01,nan
2.090308e+01,6.770480e-01
2.239810e+01,6.760880e-01
2.389311e+01,6.756388e-01
2.538812e+01,nan
2.688314e+01,6.756941e-01
2.837815e+01,6.762542e-01
2.987316e+01,6.773221e-01
3.136818e+01,nan
3.286319e+01,6.789184e-01
3.435820e+01,6.810502e-01
3.585322e+01,6.838283e-01
3.734823e+01,nan
3.884324e+01,6.870919e-01
4.033825e+01,6.916048e-01
4.183327e+01,6.949672e-01
4.332828e+01,nan
4.482329e+01,7.046185e-01
4.631831e+01,6.944038e-01
4.781332e+01,7.425331e-01
4.930833e+01,nan
5.080335e+01,6.131154e-01
5.229836e+01,9.090110e-01
5.379337e+01,2.828091e-01
