x,Mu
-9.382806e+01,1.750005e+00
-9.233682e+01,1.989074e+00
-9.084558e+01,2.358335e+00
-8.935434e+01,2.541011e+00
-8.786310e+01,nan
-8.637185e+01,2.729336e+00
-8.488061e+01,2.873189e+00
-8.338937e+01,2.927089e+00
-8.189813e+01,nan
-8.040688e+01,2.799769e+00
-7.891564e+01,2.973000e+00
-7.742440e+01,3.191560e+00
-7.593316e+01,2.685747e+00
-7.444192e+01,nan
-7.295067e+01,2.894991e+00
-7.145943e+01,1.830194e+00
-6.996819e+01,3.054263e+00
-6.847695e+01,nan
-6.698571e+01,2.989053e+00
-6.549446e+01,3.029369e+00
-6.400322e+01,3.151803e+00
-6.251198e+01,nan
-6.102074e+01,3.434466e+00
-5.952949e+01,3.666847e+00
-5.803825e+01,4.483370e+00
-5.654701e+01,2.902208e+00
-5.505577e+01,nan
-5.356453e+01,4.129524e+01
-5.207328e+01,1.470667e+00
-5.058204e+01,8.009124e-01
-4.909080e+01,nan
-4.759956e+01,6.109274e-01
-4.610832e+01,5.256797e-01
-4.461707e+01,4.868392e-01
-4.312583e+01,nan
-4.163459e+01,4.692857e-01
-4.014335e+01,4.617024e-01
-3.865210e+01,4.592808e-01
-3.716086e+01,nan
-3.566962e+01,4.595895e-01
-3.417838e+01,4.614157e-01
-3.268714e+01,4.640713e-01
-3.119589e+01,nan
-2.970465e+01,4.671319e-01
-2.821341e+01,4.704174e-01
-2.672217e+01,4.738289e-01
-2.523093e+01,nan
-2.373968e+01,4.771577e-01
-2.224844e+01,4.804055e-01
-2.075720e+01,4.836277e-01
-1.926596e+01,nan
-1.777471e+01,4.867355e-01
-1.628347e+01,4.897335e-01
-1.479223e+01,4.926370e-01
-1.330099e+01,4.954576e-01
-1.180975e+01,nan
-1.031850e+01,4.982091e-01
-8.827262e+00,5.009057e-01
-7.336019e+00,5.035622e-01
-5.844777e+00,nan
-4.353535e+00,5.061916e-01
-2.862293e+00,5.088103e-01
-1.371051e+00,5.113965e-01
1.201913e-01,nan
1.611433e+00,5.139781e-01
3.102676e+00,5.166695e-01
4.593918e+00,5.193546e-01
6.085160e+00,nan
7.576402e+00,5.220523e-01
9.067644e+00,5.248779e-01
1.055889e+01,5.278828e-01
1.205013e+01,nan
1.354137e+01,5.306874e-01
1.503261e+01,5.339865e-01
1.652385e+01,5.347467e-01
1.801510e+01,nan
1.950634e+01,5.384996e-01
2.099758e+01,5.467735e-01
2.248882e+01,5.459812e-01
2.398007e+01,nan
2.547131e+01,5.483962e-01
2.696255e+01,5.538721e-01
2.845379e+01,5.571306e-01
2.994503e+01,nan
3.143628e+01,5.610687e-01
3.292752e+01,5.651577e-01
3.441876e+01,5.695837e-01
3.591000e+01,nan
3.740124e+01,5.742710e-01
3.889249e+01,5.792281e-01
4.038373e+01,5.847116e-01
4.187497e+01,5.816514e-01
4.336621e+01,5.910376e-01
4.485746e+01,5.970638e-01
4.634870e+01,6.030911e-01
4.783994e+01,6.290832e-01
4.933118e+01,6.064673e-01
5.082242e+01,6.292029e-01
5.231367e+01,6.009365e-01
5.380491e+01,3.296497e-01
