x,Mu
-9.395559e+01,1.660082e+00
-9.246312e+01,1.917402e+00
-9.097065e+01,2.296593e+00
-8.947818e+01,2.424927e+00
-8.798571e+01,nan
-8.649324e+01,2.537446e+00
-8.500077e+01,2.591054e+00
-8.350830e+01,2.611027e+00
-8.201583e+01,nan
-8.052336e+01,2.599621e+00
-7.903089e+01,2.559075e+00
-7.753842e+01,2.491362e+00
-7.604595e+01,nan
-7.455348e+01,2.398077e+00
-7.306101e+01,2.280728e+00
-7.156854e+01,2.081696e+00
-7.007607e+01,3.971026e+01
-6.858360e+01,2.265073e+00
-6.709113e+01,2.245916e+00
-6.559866e+01,2.086206e+00
-6.410619e+01,1.977565e+00
-6.261372e+01,nan
-6.112125e+01,1.880964e+00
-5.962878e+01,1.769034e+00
-5.813631e+01,1.657575e+00
-5.664384e+01,nan
-5.515137e+01,1.675122e+00
-5.365890e+01,1.532009e+00
-5.216643e+01,1.501596e+00
-5.067396e+01,nan
-4.918149e+01,1.453976e+00
-4.768902e+01,1.398369e+00
-4.619655e+01,1.349138e+00
-4.470407e+01,1.303954e+00
-4.321160e+01,nan
-4.171913e+01,1.264537e+00
-4.022666e+01,1.230433e+00
-3.873419e+01,1.201309e+00
-3.724172e+01,nan
-3.574925e+01,1.174919e+00
-3.425678e+01,1.151965e+00
-3.276431e+01,1.134188e+00
-3.127184e+01,nan
-2.977937e+01,1.121478e+00
-2.828690e+01,1.113182e+00
-2.679443e+01,1.109025e+00
-2.530196e+01,1.113023e+00
-2.380949e+01,nan
-2.231702e+01,1.126067e+00
-2.082455e+01,1.150668e+00
-1.933208e+01,1.187106e+00
-1.783961e+01,nan
-1.634714e+01,1.250325e+00
-1.485467e+01,1.327749e+00
-1.336220e+01,1.544985e+00
-1.186973e+01,nan
-1.037726e+01,1.533728e+00
-8.884789e+00,2.305602e+00
-7.392319e+00,7.090564e-01
-5.899848e+00,nan
-4.407378e+00,4.348574e-01
-2.914908e+00,3.685630e-01
-1.422438e+00,3.422266e-01
7.003258e-02,nan
1.562503e+00,3.355840e-01
3.054973e+00,3.374983e-01
4.547443e+00,3.432644e-01
6.039914e+00,nan
7.532384e+00,3.507814e-01
9.024854e+00,3.589756e-01
1.051732e+01,3.674909e-01
1.200979e+01,nan
1.350226e+01,3.760585e-01
1.499474e+01,3.844537e-01
1.648721e+01,3.928212e-01
1.797968e+01,nan
1.947215e+01,4.010223e-01
2.096462e+01,4.090581e-01
2.245709e+01,4.169629e-01
2.394956e+01,nan
2.544203e+01,4.247686e-01
2.693450e+01,4.325075e-01
2.842697e+01,4.402347e-01
2.991944e+01,4.351545e-01
3.141191e+01,4.490470e-01
3.290438e+01,4.556981e-01
3.439685e+01,4.636711e-01
3.588932e+01,4.923327e-01
3.738179e+01,4.680761e-01
3.887426e+01,4.799974e-01
4.036673e+01,4.903920e-01
4.185920e+01,5.172949e-01
4.335167e+01,4.884858e-01
4.484414e+01,5.074496e-01
4.633661e+01,5.190230e-01
4.782908e+01,5.406215e-01
4.932155e+01,nan
5.081402e+01,5.365363e-01
5.230649e+01,5.679278e-01
5.379896e+01,2.864187e-01
