x,S11
-9.396914e+01,-3.689837e+00
-9.247656e+01,-2.541686e+00
-9.098398e+01,-1.969703e+00
-8.949140e+01,-1.645224e+00
-8.799881e+01,nan
-8.650623e+01,-1.417077e+00
-8.501365e+01,-1.259431e+00
-8.352107e+01,-1.151831e+00
-8.202849e+01,nan
-8.053590e+01,-1.081692e+00
-7.904332e+01,-1.033807e+00
-7.755074e+01,-1.009191e+00
-7.605816e+01,-1.001690e+00
-7.456558e+01,nan
-7.307300e+01,-1.044356e+00
-7.158041e+01,-1.074614e+00
-7.008783e+01,-1.004373e+00
-6.859525e+01,nan
-6.710267e+01,-1.136782e+00
-6.561009e+01,-1.118291e+00
-6.411751e+01,-1.147718e+00
-6.262492e+01,-1.198200e+00
-6.113234e+01,nan
-5.963976e+01,-1.244188e+00
-5.814718e+01,-1.288424e+00
-5.665460e+01,-1.333556e+00
-5.516202e+01,nan
-5.366943e+01,-1.376954e+00
-5.217685e+01,-1.420119e+00
-5.068427e+01,-1.465905e+00
-4.919169e+01,-1.514660e+00
-4.769911e+01,nan
-4.620653e+01,-1.568031e+00
-4.471394e+01,-1.675665e+00
-4.322136e+01,-1.710291e+00
-4.172878e+01,nan
-4.023620e+01,-2.569870e+00
-3.874362e+01,-8.771183e-01
-3.725104e+01,-1.699497e+00
-3.575845e+01,-1.807043e+00
-3.426587e+01,nan
-3.277329e+01,-1.886878e+00
-3.128071e+01,-1.936807e+00
-2.978813e+01,-1.975441e+00
-2.829555e+01,nan
-2.680296e+01,-2.007635e+00
-2.531038e+01,-2.039501e+00
-2.381780e+01,-2.071889e+00
-2.232522e+01,nan
-2.083264e+01,-2.105118e+00
-1.934005e+01,-2.138954e+00
-1.784747e+01,-2.173206e+00
-1.635489e+01,nan
-1.486231e+01,-2.207733e+00
-1.336973e+01,-2.242544e+00
-1.187715e+01,-2.277235e+00
-1.038456e+01,nan
-8.891983e+00,-2.311924e+00
-7.399401e+00,-2.347076e+00
-5.906819e+00,-2.382410e+00
-4.414238e+00,nan
-2.921656e+00,-2.417861e+00
-1.429074e+00,-2.453779e+00
6.350742e-02,-2.490353e+00
1.556089e+00,nan
3.048671e+00,-2.527691e+00
4.541253e+00,-2.565950e+00
6.033834e+00,-2.605314e+00
7.526416e+00,nan
9.018998e+00,-2.645993e+00
1.051158e+01,-2.688231e+00
1.200416e+01,-2.732313e+00
1.349674e+01,nan
1.498932e+01,-2.778550e+00
1.648191e+01,-2.827444e+00
1.797449e+01,-2.879516e+00
1.946707e+01,nan
2.095965e+01,-2.937515e+00
2.245223e+01,-2.998344e+00
2.394481e+01,-3.076695e+00
2.543740e+01,nan
2.692998e+01,-3.114721e+00
2.842256e+01,-3.201217e+00
2.991514e+01,-3.307534e+00
3.140772e+01,nan
3.290031e+01,-3.399632e+00
3.439289e+01,-3.512253e+00
3.588547e+01,-3.646243e+00
3.737805e+01,nan
3.887063e+01,-3.806675e+00
4.036321e+01,-3.999748e+00
4.185580e+01,-4.253764e+00
4.334838e+01,nan
4.484096e+01,-4.559763e+00
4.633354e+01,-5.065132e+00
4.782612e+01,-5.613539e+00
4.931870e+01,nan
5.081129e+01,-7.075165e+00
5.230387e+01,-9.553864e+00
5.379645e+01,-1.915918e+01
