x,S11
-9.396330e+01,-1.061077e+01
-9.247077e+01,-8.990252e+00
-9.097824e+01,-7.837958e+00
-8.948571e+01,-7.135415e+00
-8.799318e+01,nan
-8.650065e+01,-6.685364e+00
-8.500812e+01,-6.348964e+00
-8.351559e+01,-6.108836e+00
-8.202306e+01,nan
-8.053054e+01,-5.958162e+00
-7.903801e+01,-5.874345e+00
-7.754548e+01,-5.824927e+00
-7.605295e+01,-5.805584e+00
-7.456042e+01,nan
-7.306789e+01,-5.832089e+00
-7.157536e+01,-5.885432e+00
-7.008283e+01,-5.921000e+00
-6.859030e+01,nan
-6.709777e+01,-6.020255e+00
-6.560524e+01,-6.140107e+00
-6.411271e+01,-6.159374e+00
-6.262018e+01,nan
-6.112765e+01,-6.308524e+00
-5.963512e+01,-6.452726e+00
-5.814260e+01,-6.587909e+00
-5.665007e+01,-6.711857e+00
-5.515754e+01,nan
-5.366501e+01,-6.838248e+00
-5.217248e+01,-6.983665e+00
-5.067995e+01,-7.131401e+00
-4.918742e+01,nan
-4.769489e+01,-7.266215e+00
-4.620236e+01,-7.407263e+00
-4.470983e+01,-7.554157e+00
-4.321730e+01,-7.685432e+00
-4.172477e+01,nan
-4.023224e+01,-7.815292e+00
-3.873971e+01,-8.016352e+00
-3.724718e+01,-8.244617e+00
-3.575466e+01,nan
-3.426213e+01,-8.684836e+00
-3.276960e+01,-8.762131e+00
-3.127707e+01,-1.605140e+01
-2.978454e+01,nan
-2.829201e+01,-3.940497e+00
-2.679948e+01,-9.559584e+00
-2.530695e+01,-9.632409e+00
-2.381442e+01,nan
-2.232189e+01,-1.029826e+01
-2.082936e+01,-1.060654e+01
-1.933683e+01,-1.089710e+01
-1.784430e+01,nan
-1.635177e+01,-1.115245e+01
-1.485924e+01,-1.141016e+01
-1.336672e+01,-1.167356e+01
-1.187419e+01,nan
-1.038166e+01,-1.194956e+01
-8.889127e+00,-1.223816e+01
-7.396598e+00,-1.253917e+01
-5.904069e+00,-1.813966e+01
-4.411539e+00,-1.239231e+01
-2.919010e+00,-1.317663e+01
-1.426481e+00,-1.351271e+01
6.604856e-02,-1.695161e+01
1.558578e+00,-1.327122e+01
3.051107e+00,-1.422050e+01
4.543637e+00,-1.458598e+01
6.036166e+00,-1.799303e+01
7.528695e+00,-1.439727e+01
9.021225e+00,-1.537619e+01
1.051375e+01,-1.579194e+01
1.200628e+01,-1.768303e+01
1.349881e+01,-1.576438e+01
1.499134e+01,-1.667722e+01
1.648387e+01,-1.715158e+01
1.797640e+01,-1.838798e+01
1.946893e+01,-1.723673e+01
2.096146e+01,-1.817981e+01
2.245399e+01,-1.874326e+01
2.394652e+01,-1.936835e+01
2.543905e+01,-1.922950e+01
2.693158e+01,-2.001544e+01
2.842411e+01,-2.072160e+01
2.991664e+01,-2.161672e+01
3.140916e+01,nan
3.290169e+01,-2.236410e+01
3.439422e+01,-2.331045e+01
3.588675e+01,-2.449381e+01
3.737928e+01,nan
3.887181e+01,-2.588491e+01
4.036434e+01,-2.752241e+01
4.185687e+01,-2.958911e+01
4.334940e+01,nan
4.484193e+01,-3.204073e+01
4.633446e+01,-3.620366e+01
4.782699e+01,-3.942881e+01
4.931952e+01,nan
5.081205e+01,-5.550001e+01
5.230458e+01,-5.234250e+01
5.379710e+01,-1.694425e+02
