x,S11
-9.421292e+01,-1.689970e+01
-9.271791e+01,-1.220082e+01
-9.122289e+01,-1.552512e+01
-8.972788e+01,-7.146114e+00
-8.823287e+01,nan
-8.673785e+01,-7.762834e+00
-8.524284e+01,-6.770824e+00
-8.374783e+01,-6.445184e+00
-8.225282e+01,nan
-8.075780e+01,-6.170937e+00
-7.926279e+01,-6.001996e+00
-7.776778e+01,-5.898045e+00
-7.627276e+01,nan
-7.477775e+01,-5.862551e+00
-7.328274e+01,-5.885557e+00
-7.178772e+01,-5.957622e+00
-7.029271e+01,nan
-6.879770e+01,-6.071404e+00
-6.730268e+01,-6.216725e+00
-6.580767e+01,-6.385802e+00
-6.431266e+01,nan
-6.281765e+01,-6.573929e+00
-6.132263e+01,-6.776540e+00
-5.982762e+01,-6.990098e+00
-5.833261e+01,nan
-5.683759e+01,-7.211774e+00
-5.534258e+01,-7.439328e+00
-5.384757e+01,-7.670989e+00
-5.235255e+01,nan
-5.085754e+01,-7.905371e+00
-4.936253e+01,-8.141396e+00
-4.786752e+01,-8.378245e+00
-4.637250e+01,nan
-4.487749e+01,-8.615308e+00
-4.338248e+01,-8.852153e+00
-4.188746e+01,-9.088492e+00
-4.039245e+01,nan
-3.889744e+01,-9.324159e+00
-3.740242e+01,-9.559097e+00
-3.590741e+01,-9.793286e+00
-3.441240e+01,nan
-3.291738e+01,-1.002696e+01
-3.142237e+01,-1.025938e+01
-2.992736e+01,-1.049055e+01
-2.843235e+01,nan
-2.693733e+01,-1.072437e+01
-2.544232e+01,-1.095873e+01
-2.394731e+01,-1.119269e+01
-2.245229e+01,nan
-2.095728e+01,-1.142756e+01
-1.946227e+01,-1.166380e+01
-1.796725e+01,-1.190181e+01
-1.647224e+01,nan
-1.497723e+01,-1.214201e+01
-1.348222e+01,-1.238485e+01
-1.198720e+01,-1.263083e+01
-1.049219e+01,nan
-8.997176e+00,-1.288046e+01
-7.502163e+00,-1.313462e+01
-6.007150e+00,-1.339413e+01
-4.512137e+00,nan
-3.017124e+00,-1.366822e+01
-1.522111e+00,-1.394156e+01
-2.709789e-02,-1.429067e+01
1.467915e+00,nan
2.962928e+00,-1.439642e+01
4.457941e+00,-1.476837e+01
5.952954e+00,-1.514229e+01
7.447967e+00,nan
8.942980e+00,-1.542030e+01
1.043799e+01,-1.574194e+01
1.193301e+01,-1.608463e+01
1.342802e+01,nan
1.492303e+01,-1.644591e+01
1.641805e+01,-1.682747e+01
1.791306e+01,-1.722918e+01
1.940807e+01,nan
2.090308e+01,-1.765637e+01
2.239810e+01,-1.811386e+01
2.389311e+01,-1.860737e+01
2.538812e+01,nan
2.688314e+01,-1.914420e+01
2.837815e+01,-1.973369e+01
2.987316e+01,-2.038810e+01
3.136818e+01,nan
3.286319e+01,-2.112354e+01
3.435820e+01,-2.196269e+01
3.585322e+01,-2.293495e+01
3.734823e+01,nan
3.884324e+01,-2.409072e+01
4.033825e+01,-2.547839e+01
4.183327e+01,-2.727074e+01
4.332828e+01,nan
4.482329e+01,-2.941225e+01
4.631831e+01,-3.306956e+01
4.781332e+01,-3.592695e+01
4.930833e+01,nan
5.080335e+01,-5.024620e+01
5.229836e+01,-4.744565e+01
5.379337e+01,-1.527283e+02
