x,Mu
-9.421292e+01,1.091195e+00
-9.271791e+01,1.641375e+00
-9.122289e+01,1.775902e+00
-8.972788e+01,5.480659e+00
-8.823287e+01,nan
-8.673785e+01,2.955799e+00
-8.524284e+01,2.965655e+00
-8.374783e+01,2.788719e+00
-8.225282e+01,nan
-8.075780e+01,2.660442e+00
-7.926279e+01,2.540669e+00
-7.776778e+01,2.425261e+00
-7.627276e+01,nan
-7.477775e+01,2.279229e+00
-7.328274e+01,1.663538e+00
-7.178772e+01,2.589214e+00
-7.029271e+01,nan
-6.879770e+01,2.229234e+00
-6.730268e+01,2.088607e+00
-6.580767e+01,1.976461e+00
-6.431266e+01,nan
-6.281765e+01,1.876119e+00
-6.132263e+01,1.783628e+00
-5.982762e+01,1.697610e+00
-5.833261e+01,nan
-5.683759e+01,1.617466e+00
-5.534258e+01,1.542848e+00
-5.384757e+01,1.473483e+00
-5.235255e+01,nan
-5.085754e+01,1.409113e+00
-4.936253e+01,1.349468e+00
-4.786752e+01,1.294268e+00
-4.637250e+01,nan
-4.487749e+01,1.243227e+00
-4.338248e+01,1.196059e+00
-4.188746e+01,1.152482e+00
-4.039245e+01,nan
-3.889744e+01,1.112228e+00
-3.740242e+01,1.075040e+00
-3.590741e+01,1.040683e+00
-3.441240e+01,nan
-3.291738e+01,1.008916e+00
-3.142237e+01,9.795851e-01
-2.992736e+01,9.526104e-01
-2.843235e+01,nan
-2.693733e+01,9.275773e-01
-2.544232e+01,9.042891e-01
-2.394731e+01,8.828469e-01
-2.245229e+01,nan
-2.095728e+01,8.630323e-01
-1.946227e+01,8.447182e-01
-1.796725e+01,8.278010e-01
-1.647224e+01,nan
-1.497723e+01,8.121858e-01
-1.348222e+01,7.977889e-01
-1.198720e+01,7.845362e-01
-1.049219e+01,nan
-8.997176e+00,7.723717e-01
-7.502163e+00,7.612359e-01
-6.007150e+00,7.511662e-01
-4.512137e+00,nan
-3.017124e+00,7.415978e-01
-1.522111e+00,7.331868e-01
-2.709789e-02,7.209405e-01
1.467915e+00,nan
2.962928e+00,7.159186e-01
4.457941e+00,7.155175e-01
5.952954e+00,7.061727e-01
7.447967e+00,nan
8.942980e+00,6.999419e-01
1.043799e+01,6.953170e-01
1.193301e+01,6.913234e-01
1.342802e+01,nan
1.492303e+01,6.881799e-01
1.641805e+01,6.854260e-01
1.791306e+01,6.832670e-01
1.940807e+01,nan
2.090308e+01,6.816522e-01
2.239810e+01,6.805479e-01
2.389311e+01,6.799553e-01
2.538812e+01,nan
2.688314e+01,6.798673e-01
2.837815e+01,6.802832e-01
2.987316e+01,6.812048e-01
3.136818e+01,nan
3.286319e+01,6.826518e-01
3.435820e+01,6.846295e-01
3.585322e+01,6.872486e-01
3.734823e+01,nan
3.884324e+01,6.903440e-01
4.033825e+01,6.946864e-01
4.183327e+01,6.978468e-01
4.332828e+01,nan
4.482329e+01,7.073389e-01
4.631831e+01,6.967712e-01
4.781332e+01,7.449738e-01
4.930833e+01,nan
5.080335e+01,6.145647e-01
5.229836e+01,9.115708e-01
5.379337e+01,2.832437e-01
