y_mm,mu
-94.25,0.810388
-92.75,0.899338
-91.25,0.884054
-89.75,0.862668
-88.25,0.838478
-86.75,0.818394
-85.25,0.801172
-83.75,0.786517
-82.25,0.776166
-80.75,0.769529
-79.25,0.765422
-77.75,0.75427
-76.25,0.752798
-74.75,0.758137
-73.25,0.753973
-71.75,0.753942
-70.25,0.7562
-68.75,0.760043
-67.25,0.76467
-65.75,0.770658
-64.25,0.780062
-62.75,0.792256
-61.25,0.807936
-59.75,0.831171
-58.25,0.867325
-56.75,0.920445
-55.25,1.00643
-53.75,1.12831
-52.25,1.53335
-50.75,1.98967
-49.25,6.1996
-47.75,3.53646
-46.25,2.82228
-44.75,2.36591
-43.25,2.11166
-41.75,1.93775
-40.25,1.81102
-38.75,1.71003
-37.25,1.62501
-35.75,1.55089
-34.25,1.48495
-32.75,1.42554
-31.25,1.37156
-29.75,1.32248
-28.25,1.27752
-26.75,1.23566
-25.25,1.19685
-23.75,1.16106
-22.25,1.12781
-20.75,1.09681
-19.25,1.06785
-17.75,1.04077
-16.25,1.01534
-14.75,0.991609
-13.25,0.969529
-11.75,0.948456
-10.25,0.928372
-8.75,0.909582
-7.25,0.891878
-5.75,0.875118
-4.25,0.859246
-2.75,0.844213
-1.25,0.829908
0.25,0.816392
1.75,0.803832
3.25,0.791753
4.75,0.779957
6.25,0.768852
7.75,0.758379
9.25,0.748378
10.75,0.738857
12.25,0.729792
13.75,0.721144
15.25,0.712961
16.75,0.705341
18.25,0.697924
19.75,0.68933
21.25,0.679574
22.75,0.676241
24.25,0.673867
25.75,0.664343
27.25,0.657138
28.75,0.652493
30.25,0.646975
31.75,0.642357
33.25,0.638105
34.75,0.634042
36.25,0.630467
37.75,0.627665
39.25,0.625708
40.75,0.624797
42.25,0.625187
43.75,0.627184
45.25,0.630966
46.75,0.637104
48.25,0.644146
49.75,0.654726
51.25,0.643282
52.75,0.688234
54.25,0.365738
