x,Mu
-9.401164e+01,8.651625e-01
-9.251864e+01,1.033168e+00
-9.102564e+01,1.079142e+00
-8.953265e+01,1.049763e+00
-8.803965e+01,1.003861e+00
-8.654666e+01,nan
-8.505366e+01,9.711764e-01
-8.356066e+01,9.846804e-01
-8.206767e+01,9.880011e-01
-8.057467e+01,1.012708e+00
-7.908168e+01,nan
-7.758868e+01,1.074918e+00
-7.609569e+01,1.213075e+00
-7.460269e+01,1.434236e+00
-7.310969e+01,2.069224e+00
-7.161670e+01,2.041823e+00
-7.012370e+01,nan
-6.863071e+01,-2.631538e+00
-6.713771e+01,5.363303e-02
-6.564471e+01,4.567317e+00
-6.415172e+01,nan
-6.265872e+01,3.232363e+00
-6.116573e+01,2.549439e+00
-5.967273e+01,2.229782e+00
-5.817974e+01,nan
-5.668674e+01,2.026138e+00
-5.519374e+01,1.873860e+00
-5.370075e+01,1.751675e+00
-5.220775e+01,nan
-5.071476e+01,1.648492e+00
-4.922176e+01,1.559263e+00
-4.772877e+01,1.480711e+00
-4.623577e+01,nan
-4.474277e+01,1.410594e+00
-4.324978e+01,1.347464e+00
-4.175678e+01,1.290260e+00
-4.026379e+01,nan
-3.877079e+01,1.238179e+00
-3.727779e+01,1.190588e+00
-3.578480e+01,1.146977e+00
-3.429180e+01,nan
-3.279881e+01,1.106922e+00
-3.130581e+01,1.070067e+00
-2.981282e+01,1.036105e+00
-2.831982e+01,nan
-2.682682e+01,1.004771e+00
-2.533383e+01,9.758297e-01
-2.384083e+01,9.490859e-01
-2.234784e+01,nan
-2.085484e+01,9.243125e-01
-1.936185e+01,9.014870e-01
-1.786885e+01,8.804799e-01
-1.637585e+01,nan
-1.488286e+01,8.608568e-01
-1.338986e+01,8.426428e-01
-1.189687e+01,8.258609e-01
-1.040387e+01,nan
-8.910875e+00,8.103500e-01
-7.417879e+00,7.960201e-01
-5.924883e+00,7.827995e-01
-4.431887e+00,nan
-2.938891e+00,7.706246e-01
-1.445896e+00,7.594409e-01
4.710012e-02,7.492124e-01
1.540096e+00,nan
3.033092e+00,7.398962e-01
4.526088e+00,7.315630e-01
6.019083e+00,7.235959e-01
7.512079e+00,nan
9.005075e+00,7.168116e-01
1.049807e+01,7.056548e-01
1.199107e+01,7.020191e-01
1.348406e+01,nan
1.497706e+01,7.035322e-01
1.647005e+01,6.953511e-01
1.796305e+01,6.904497e-01
1.945605e+01,nan
2.094904e+01,6.871273e-01
2.244204e+01,6.841521e-01
2.393503e+01,6.822304e-01
2.542803e+01,nan
2.692102e+01,6.808299e-01
2.841402e+01,6.799815e-01
2.990702e+01,6.796758e-01
3.140001e+01,nan
3.289301e+01,6.799370e-01
3.438600e+01,6.807760e-01
3.587900e+01,6.823067e-01
3.737200e+01,nan
3.886499e+01,6.843739e-01
4.035799e+01,6.877435e-01
4.185098e+01,6.900484e-01
4.334398e+01,nan
4.483697e+01,6.986730e-01
4.632997e+01,6.878212e-01
4.782297e+01,7.347387e-01
4.931596e+01,nan
5.080896e+01,6.068601e-01
5.230195e+01,8.983747e-01
5.379495e+01,2.790134e-01
