x,Mu
-9.399002e+01,8.879771e-01
-9.249724e+01,1.033306e+00
-9.100446e+01,1.060525e+00
-8.951167e+01,1.007384e+00
-8.801889e+01,nan
-8.652611e+01,9.540122e-01
-8.503333e+01,9.112715e-01
-8.354055e+01,8.866089e-01
-8.204776e+01,8.681487e-01
-8.055498e+01,nan
-7.906220e+01,8.417485e-01
-7.756942e+01,8.693378e-01
-7.607664e+01,8.652769e-01
-7.458385e+01,8.705666e-01
-7.309107e+01,nan
-7.159829e+01,8.920263e-01
-7.010551e+01,9.337766e-01
-6.861272e+01,9.964182e-01
-6.711994e+01,1.117598e+00
-6.562716e+01,nan
-6.413438e+01,1.317840e+00
-6.264160e+01,1.958212e+00
-6.114881e+01,1.996843e+00
-5.965603e+01,-3.871850e+00
-5.816325e+01,nan
-5.667047e+01,4.118653e+00
-5.517769e+01,3.469238e+00
-5.368490e+01,2.602904e+00
-5.219212e+01,nan
-5.069934e+01,2.246189e+00
-4.920656e+01,2.003019e+00
-4.771377e+01,1.833202e+00
-4.622099e+01,nan
-4.472821e+01,1.702488e+00
-4.323543e+01,1.596335e+00
-4.174265e+01,1.506692e+00
-4.024986e+01,nan
-3.875708e+01,1.429527e+00
-3.726430e+01,1.361711e+00
-3.577152e+01,1.301388e+00
-3.427874e+01,nan
-3.278595e+01,1.247233e+00
-3.129317e+01,1.198274e+00
-2.980039e+01,1.153773e+00
-2.830761e+01,nan
-2.681482e+01,1.113152e+00
-2.532204e+01,1.075946e+00
-2.382926e+01,1.041775e+00
-2.233648e+01,nan
-2.084370e+01,1.010325e+00
-1.935091e+01,9.813236e-01
-1.785813e+01,9.545558e-01
-1.636535e+01,nan
-1.487257e+01,9.297606e-01
-1.337979e+01,9.069675e-01
-1.188700e+01,8.859804e-01
-1.039422e+01,nan
-8.901439e+00,8.663093e-01
-7.408657e+00,8.481032e-01
-5.915875e+00,8.313154e-01
-4.423093e+00,nan
-2.930311e+00,8.157951e-01
-1.437529e+00,8.014576e-01
5.525352e-02,7.882351e-01
1.548036e+00,nan
3.040818e+00,7.760688e-01
4.533600e+00,7.649202e-01
6.026382e+00,7.547435e-01
7.519164e+00,nan
9.011946e+00,7.456166e-01
1.050473e+01,7.368900e-01
1.199751e+01,7.294352e-01
1.349029e+01,nan
1.498307e+01,7.174347e-01
1.647586e+01,7.129026e-01
1.796864e+01,7.139721e-01
1.946142e+01,nan
2.095420e+01,7.060490e-01
2.244699e+01,7.004405e-01
2.393977e+01,6.962639e-01
2.543255e+01,nan
2.692533e+01,6.928699e-01
2.841811e+01,6.905922e-01
2.991090e+01,6.888550e-01
3.140368e+01,nan
3.289646e+01,6.877397e-01
3.438924e+01,6.872271e-01
3.588202e+01,6.874366e-01
3.737481e+01,nan
3.886759e+01,6.882124e-01
4.036037e+01,6.903303e-01
4.185315e+01,6.914138e-01
4.334594e+01,nan
4.483872e+01,6.988930e-01
4.633150e+01,6.869574e-01
4.782428e+01,7.328811e-01
4.931706e+01,nan
5.080985e+01,6.047116e-01
5.230263e+01,8.943006e-01
5.379541e+01,2.770943e-01
