x,Mu
-9.396330e+01,8.853706e-01
-9.247077e+01,9.995950e-01
-9.097824e+01,1.003588e+00
-8.948571e+01,9.447317e-01
-8.799318e+01,nan
-8.650065e+01,8.880178e-01
-8.500812e+01,8.470712e-01
-8.351559e+01,8.179348e-01
-8.202306e+01,nan
-8.053054e+01,7.952986e-01
-7.903801e+01,7.775703e-01
-7.754548e+01,7.658343e-01
-7.605295e+01,7.583223e-01
-7.456042e+01,nan
-7.306789e+01,7.517994e-01
-7.157536e+01,7.454666e-01
-7.008283e+01,7.438838e-01
-6.859030e+01,nan
-6.709777e+01,7.460954e-01
-6.560524e+01,7.334939e-01
-6.411271e+01,7.456215e-01
-6.262018e+01,nan
-6.112765e+01,7.445205e-01
-5.963512e+01,7.432048e-01
-5.814260e+01,7.439343e-01
-5.665007e+01,7.470383e-01
-5.515754e+01,nan
-5.366501e+01,7.518953e-01
-5.217248e+01,7.562658e-01
-5.067995e+01,7.615963e-01
-4.918742e+01,nan
-4.769489e+01,7.701424e-01
-4.620236e+01,7.811552e-01
-4.470983e+01,7.948622e-01
-4.321730e+01,8.155844e-01
-4.172477e+01,nan
-4.023224e+01,8.478545e-01
-3.873971e+01,8.918676e-01
-3.724718e+01,9.668202e-01
-3.575466e+01,nan
-3.426213e+01,1.078608e+00
-3.276960e+01,1.627486e+00
-3.127707e+01,1.808632e+00
-2.978454e+01,nan
-2.829201e+01,3.077228e+00
-2.679948e+01,2.988822e+00
-2.530695e+01,2.478250e+00
-2.381442e+01,nan
-2.232189e+01,2.035719e+00
-2.082936e+01,1.800352e+00
-1.933683e+01,1.634452e+00
-1.784430e+01,nan
-1.635177e+01,1.514605e+00
-1.485924e+01,1.420540e+00
-1.336672e+01,1.343996e+00
-1.187419e+01,nan
-1.038166e+01,1.279222e+00
-8.889127e+00,1.223158e+00
-7.396598e+00,1.173808e+00
-5.904069e+00,1.355958e+00
-4.411539e+00,1.110175e+00
-2.919010e+00,1.090298e+00
-1.426481e+00,1.054485e+00
6.604856e-02,1.227241e+00
1.558578e+00,9.827819e-01
3.051107e+00,9.919938e-01
4.543637e+00,9.649104e-01
6.036166e+00,1.151511e+00
7.528695e+00,8.997481e-01
9.021225e+00,9.166488e-01
1.051375e+01,8.953075e-01
1.200628e+01,1.006337e+00
1.349881e+01,8.343715e-01
1.499134e+01,8.574969e-01
1.648387e+01,8.407646e-01
1.797640e+01,9.082885e-01
1.946893e+01,7.786956e-01
2.096146e+01,8.111866e-01
2.245399e+01,7.981905e-01
2.394652e+01,7.988231e-01
2.543905e+01,7.217136e-01
2.693158e+01,7.752743e-01
2.842411e+01,7.655975e-01
2.991664e+01,7.523448e-01
3.140916e+01,nan
3.290169e+01,7.407439e-01
3.439422e+01,7.399953e-01
3.588675e+01,7.393181e-01
3.737928e+01,nan
3.887181e+01,7.295614e-01
4.036434e+01,7.217884e-01
4.185687e+01,7.160713e-01
4.334940e+01,nan
4.484193e+01,7.176510e-01
4.633446e+01,6.994613e-01
4.782699e+01,7.409300e-01
4.931952e+01,nan
5.081205e+01,6.068965e-01
5.230458e+01,8.933702e-01
5.379710e+01,2.742135e-01
