x,S12
-9.394739e+01,1.030731e+01
-9.245494e+01,9.038973e+00
-9.096249e+01,8.062375e+00
-8.947004e+01,7.056338e+00
-8.797759e+01,9.186353e+00
-8.648514e+01,6.461640e+00
-8.499270e+01,5.949090e+00
-8.350025e+01,5.559507e+00
-8.200780e+01,nan
-8.051535e+01,5.256802e+00
-7.902290e+01,5.014998e+00
-7.753045e+01,4.817675e+00
-7.603800e+01,nan
-7.454556e+01,4.653032e+00
-7.305311e+01,4.512584e+00
-7.156066e+01,4.391705e+00
-7.006821e+01,nan
-6.857576e+01,4.286152e+00
-6.708331e+01,4.191433e+00
-6.559086e+01,4.105878e+00
-6.409842e+01,nan
-6.260597e+01,4.027943e+00
-6.111352e+01,3.956053e+00
-5.962107e+01,3.890571e+00
-5.812862e+01,nan
-5.663617e+01,3.830979e+00
-5.514372e+01,3.775005e+00
-5.365128e+01,3.722962e+00
-5.215883e+01,3.674686e+00
-5.066638e+01,nan
-4.917393e+01,3.629102e+00
-4.768148e+01,3.589654e+00
-4.618903e+01,3.553260e+00
-4.469658e+01,nan
-4.320414e+01,3.520544e+00
-4.171169e+01,3.490554e+00
-4.021924e+01,3.457005e+00
-3.872679e+01,nan
-3.723434e+01,3.412034e+00
-3.574189e+01,3.418235e+00
-3.424944e+01,3.377539e+00
-3.275700e+01,nan
-3.126455e+01,3.368317e+00
-2.977210e+01,3.366235e+00
-2.827965e+01,3.357670e+00
-2.678720e+01,nan
-2.529475e+01,3.348236e+00
-2.380230e+01,3.344664e+00
-2.230986e+01,3.344696e+00
-2.081741e+01,nan
-1.932496e+01,3.347381e+00
-1.783251e+01,3.353670e+00
-1.634006e+01,3.363753e+00
-1.484761e+01,3.376098e+00
-1.335516e+01,nan
-1.186272e+01,3.394129e+00
-1.037027e+01,3.417239e+00
-8.877818e+00,3.442547e+00
-7.385369e+00,nan
-5.892921e+00,3.472436e+00
-4.400472e+00,3.507040e+00
-2.908024e+00,3.545758e+00
-1.415575e+00,nan
7.687355e-02,3.590586e+00
1.569322e+00,3.644287e+00
3.061771e+00,3.702099e+00
4.554219e+00,nan
6.046668e+00,3.767948e+00
7.539116e+00,3.842860e+00
9.031565e+00,3.928025e+00
1.052401e+01,nan
1.201646e+01,4.025951e+00
1.350891e+01,4.144626e+00
1.500136e+01,4.282329e+00
1.649381e+01,4.113016e+00
1.798626e+01,5.517495e+00
1.947871e+01,4.661026e+00
2.097115e+01,4.934238e+00
2.246360e+01,5.306156e+00
2.395605e+01,nan
2.544850e+01,5.834274e+00
2.694095e+01,6.735197e+00
2.843340e+01,8.322470e+00
2.992585e+01,nan
3.141829e+01,6.370498e+00
3.291074e+01,3.799722e+00
3.440319e+01,3.093863e+00
3.589564e+01,nan
3.738809e+01,3.161435e+00
3.888054e+01,3.368108e+00
4.037299e+01,3.677407e+00
4.186543e+01,nan
4.335788e+01,4.072513e+00
4.485033e+01,4.572005e+00
4.634278e+01,5.220879e+00
4.783523e+01,nan
4.932768e+01,6.111859e+00
5.082013e+01,7.668240e+00
5.231257e+01,1.074223e+01
5.380502e+01,9.724565e+00
