x,Mu
-9.399002e+01,1.584929e+00
-9.249724e+01,1.894260e+00
-9.100446e+01,2.318150e+00
-8.951167e+01,2.507850e+00
-8.801889e+01,nan
-8.652611e+01,2.688112e+00
-8.503333e+01,2.807275e+00
-8.354055e+01,2.760038e+00
-8.204776e+01,2.719657e+00
-8.055498e+01,nan
-7.906220e+01,3.359222e+00
-7.756942e+01,2.674339e+00
-7.607664e+01,2.856830e+00
-7.458385e+01,2.789453e+00
-7.309107e+01,nan
-7.159829e+01,2.865707e+00
-7.010551e+01,3.123238e+00
-6.861272e+01,3.052515e+00
-6.711994e+01,3.127902e+00
-6.562716e+01,nan
-6.413438e+01,3.165925e+00
-6.264160e+01,3.573287e+00
-6.114881e+01,2.729982e+00
-5.965603e+01,2.668300e+00
-5.816325e+01,nan
-5.667047e+01,1.469583e+00
-5.517769e+01,8.823831e-01
-5.368490e+01,7.217527e-01
-5.219212e+01,nan
-5.069934e+01,6.539709e-01
-4.920656e+01,6.265866e-01
-4.771377e+01,6.167016e-01
-4.622099e+01,nan
-4.472821e+01,6.140419e-01
-4.323543e+01,6.145335e-01
-4.174265e+01,6.162194e-01
-4.024986e+01,nan
-3.875708e+01,6.182297e-01
-3.726430e+01,6.201361e-01
-3.577152e+01,6.217408e-01
-3.427874e+01,nan
-3.278595e+01,6.229618e-01
-3.129317e+01,6.237809e-01
-2.980039e+01,6.242190e-01
-2.830761e+01,nan
-2.681482e+01,6.242910e-01
-2.532204e+01,6.240537e-01
-2.382926e+01,6.236230e-01
-2.233648e+01,nan
-2.084370e+01,6.229914e-01
-1.935091e+01,6.221839e-01
-1.785813e+01,6.212492e-01
-1.636535e+01,nan
-1.487257e+01,6.203090e-01
-1.337979e+01,6.193424e-01
-1.188700e+01,6.183781e-01
-1.039422e+01,nan
-8.901439e+00,6.174522e-01
-7.408657e+00,6.165908e-01
-5.915875e+00,6.158166e-01
-4.423093e+00,nan
-2.930311e+00,6.151487e-01
-1.437529e+00,6.146036e-01
5.525352e-02,6.141962e-01
1.548036e+00,nan
3.040818e+00,6.139385e-01
4.533600e+00,6.138516e-01
6.026382e+00,6.139372e-01
7.519164e+00,nan
9.011946e+00,6.143024e-01
1.050473e+01,6.145122e-01
1.199751e+01,6.153665e-01
1.349029e+01,nan
1.498307e+01,6.128278e-01
1.647586e+01,6.162162e-01
1.796864e+01,6.217182e-01
1.946142e+01,nan
2.095420e+01,6.170704e-01
2.244699e+01,6.188014e-01
2.393977e+01,6.215607e-01
2.543255e+01,nan
2.692533e+01,6.228475e-01
2.841811e+01,6.247051e-01
2.991090e+01,6.266797e-01
3.140368e+01,nan
3.289646e+01,6.288979e-01
3.438924e+01,6.312946e-01
3.588202e+01,6.339891e-01
3.737481e+01,nan
3.886759e+01,6.366863e-01
4.036037e+01,6.401731e-01
4.185315e+01,6.422704e-01
4.334594e+01,nan
4.483872e+01,6.482583e-01
4.633150e+01,6.445394e-01
4.782428e+01,6.604794e-01
4.931706e+01,nan
5.080985e+01,6.393479e-01
5.230263e+01,6.503875e-01
5.379541e+01,3.410918e-01
