x,S11
-9.381354e+01,-6.397787e+00
-9.232240e+01,-4.659007e+00
-9.083125e+01,-3.696315e+00
-8.934011e+01,-3.134718e+00
-8.784896e+01,nan
-8.635782e+01,-2.715848e+00
-8.486667e+01,-2.438114e+00
-8.337553e+01,-2.244728e+00
-8.188438e+01,nan
-8.039324e+01,-2.119839e+00
-7.890209e+01,-2.044838e+00
-7.741095e+01,-2.008309e+00
-7.591980e+01,nan
-7.442866e+01,-2.000480e+00
-7.293751e+01,-2.012591e+00
-7.144637e+01,-2.040024e+00
-6.995522e+01,nan
-6.846408e+01,-2.081514e+00
-6.697293e+01,-2.156374e+00
-6.548179e+01,-2.282671e+00
-6.399064e+01,nan
-6.249950e+01,-2.300099e+00
-6.100835e+01,-2.325387e+00
-5.951721e+01,-2.529003e+00
-5.802607e+01,-2.493179e+00
-5.653492e+01,nan
-5.504378e+01,-2.611136e+00
-5.355263e+01,-2.701499e+00
-5.206149e+01,-2.794563e+00
-5.057034e+01,nan
-4.907920e+01,-2.884084e+00
-4.758805e+01,-2.970739e+00
-4.609691e+01,-3.056643e+00
-4.460576e+01,nan
-4.311462e+01,-3.141449e+00
-4.162347e+01,-3.225142e+00
-4.013233e+01,-3.307685e+00
-3.864118e+01,nan
-3.715004e+01,-3.389919e+00
-3.565889e+01,-3.472100e+00
-3.416775e+01,-3.562802e+00
-3.267660e+01,nan
-3.118546e+01,-3.659577e+00
-2.969431e+01,-3.830568e+00
-2.820317e+01,-3.901545e+00
-2.671202e+01,-5.089566e+00
-2.522088e+01,nan
-2.372973e+01,-2.727484e+00
-2.223859e+01,-3.869513e+00
-2.074745e+01,-4.079857e+00
-1.925630e+01,nan
-1.776516e+01,-4.202107e+00
-1.627401e+01,-4.289978e+00
-1.478287e+01,-4.362077e+00
-1.329172e+01,nan
-1.180058e+01,-4.428145e+00
-1.030943e+01,-4.495990e+00
-8.818287e+00,-4.566498e+00
-7.327142e+00,nan
-5.835998e+00,-4.638779e+00
-4.344853e+00,-4.713595e+00
-2.853708e+00,-4.789932e+00
-1.362563e+00,nan
1.285817e-01,-4.867689e+00
1.619726e+00,-4.947934e+00
3.110871e+00,-5.030647e+00
4.602016e+00,nan
6.093161e+00,-5.115943e+00
7.584306e+00,-5.204190e+00
9.075450e+00,-5.295699e+00
1.056660e+01,-6.675218e+00
1.205774e+01,-5.216770e+00
1.354888e+01,-5.491257e+00
1.504003e+01,-5.595150e+00
1.653117e+01,-5.704579e+00
1.802232e+01,nan
1.951346e+01,-5.819534e+00
2.100461e+01,-5.942061e+00
2.249575e+01,-6.074163e+00
2.398690e+01,nan
2.547804e+01,-6.217657e+00
2.696919e+01,-6.374597e+00
2.846033e+01,-6.552187e+00
2.995148e+01,nan
3.144262e+01,-6.749373e+00
3.293377e+01,-6.992428e+00
3.442491e+01,-7.221514e+00
3.591606e+01,nan
3.740720e+01,-7.477686e+00
3.889835e+01,-7.853297e+00
4.038949e+01,-8.288982e+00
4.188064e+01,nan
4.337178e+01,-8.832997e+00
4.486293e+01,-9.537704e+00
4.635407e+01,-1.053543e+01
4.784521e+01,-1.540491e+01
4.933636e+01,-1.173369e+01
5.082750e+01,-1.436495e+01
5.231865e+01,-2.196139e+01
5.380979e+01,-3.869823e+01
