x,S12
-9.394464e+01,1.020358e+01
-9.245157e+01,8.937271e+00
-9.095850e+01,7.967149e+00
-8.946543e+01,6.954532e+00
-8.797236e+01,8.185239e+00
-8.647929e+01,6.378734e+00
-8.498622e+01,5.870144e+00
-8.349315e+01,5.482105e+00
-8.200008e+01,nan
-8.050701e+01,5.180467e+00
-7.901395e+01,4.940218e+00
-7.752088e+01,4.743531e+00
-7.602781e+01,nan
-7.453474e+01,4.579172e+00
-7.304167e+01,4.439051e+00
-7.154860e+01,4.317242e+00
-7.005553e+01,nan
-6.856246e+01,4.209481e+00
-6.706939e+01,4.114012e+00
-6.557632e+01,4.028167e+00
-6.408326e+01,nan
-6.259019e+01,3.949341e+00
-6.109712e+01,3.876833e+00
-5.960405e+01,3.809807e+00
-5.811098e+01,nan
-5.661791e+01,3.747508e+00
-5.512484e+01,3.689086e+00
-5.363177e+01,3.635710e+00
-5.213870e+01,nan
-5.064564e+01,3.586398e+00
-4.915257e+01,3.539874e+00
-4.765950e+01,3.496590e+00
-4.616643e+01,3.407585e+00
-4.467336e+01,4.629353e+00
-4.318029e+01,3.419256e+00
-4.168722e+01,3.384493e+00
-4.019415e+01,3.355260e+00
-3.870108e+01,nan
-3.720801e+01,3.327964e+00
-3.571495e+01,3.304068e+00
-3.422188e+01,3.283652e+00
-3.272881e+01,nan
-3.123574e+01,3.265408e+00
-2.974267e+01,3.238372e+00
-2.824960e+01,3.220477e+00
-2.675653e+01,nan
-2.526346e+01,3.221617e+00
-2.377039e+01,3.198009e+00
-2.227733e+01,3.201469e+00
-2.078426e+01,nan
-1.929119e+01,3.208378e+00
-1.779812e+01,3.210140e+00
-1.630505e+01,3.212784e+00
-1.481198e+01,nan
-1.331891e+01,3.217518e+00
-1.182584e+01,3.228556e+00
-1.033277e+01,3.242223e+00
-8.839704e+00,nan
-7.346635e+00,3.258368e+00
-5.853566e+00,3.278265e+00
-4.360498e+00,3.301504e+00
-2.867429e+00,3.328269e+00
-1.374360e+00,nan
1.187094e-01,3.357840e+00
1.611778e+00,3.393454e+00
3.104847e+00,3.433564e+00
4.597916e+00,nan
6.090985e+00,3.476019e+00
7.584054e+00,3.523860e+00
9.077123e+00,3.576487e+00
1.057019e+01,nan
1.206326e+01,3.634415e+00
1.355633e+01,3.697620e+00
1.504940e+01,3.768678e+00
1.654247e+01,nan
1.803554e+01,3.849033e+00
1.952861e+01,3.934544e+00
2.102167e+01,4.030534e+00
2.251474e+01,nan
2.400781e+01,4.137243e+00
2.550088e+01,4.256590e+00
2.699395e+01,4.390623e+00
2.848702e+01,nan
2.998009e+01,4.543874e+00
3.147316e+01,4.723401e+00
3.296623e+01,4.928123e+00
3.445930e+01,nan
3.595236e+01,5.171839e+00
3.744543e+01,5.466246e+00
3.893850e+01,5.830922e+00
4.043157e+01,6.294324e+00
4.192464e+01,nan
4.341771e+01,6.911453e+00
4.491078e+01,7.773164e+00
4.640385e+01,9.185074e+00
4.789692e+01,nan
4.938999e+01,1.162602e+01
5.088305e+01,9.748575e+00
5.237612e+01,9.300273e+00
5.386919e+01,4.382464e+00
