x,S11
-9.396914e+01,-1.323683e+01
-9.247656e+01,-1.155580e+01
-9.098398e+01,-1.007983e+01
-8.949140e+01,-9.173001e+00
-8.799881e+01,nan
-8.650623e+01,-8.576911e+00
-8.501365e+01,-8.118621e+00
-8.352107e+01,-7.809065e+00
-8.202849e+01,nan
-8.053590e+01,-7.623081e+00
-7.904332e+01,-7.497401e+00
-7.755074e+01,-7.434365e+00
-7.605816e+01,-7.445282e+00
-7.456558e+01,nan
-7.307300e+01,-7.443714e+00
-7.158041e+01,-7.556711e+00
-7.008783e+01,-7.699306e+00
-6.859525e+01,nan
-6.710267e+01,-7.656775e+00
-6.561009e+01,-7.879398e+00
-6.411751e+01,-8.081579e+00
-6.262492e+01,-8.234736e+00
-6.113234e+01,nan
-5.963976e+01,-8.379050e+00
-5.814718e+01,-8.546379e+00
-5.665460e+01,-8.709423e+00
-5.516202e+01,nan
-5.366943e+01,-8.864761e+00
-5.217685e+01,-9.037570e+00
-5.068427e+01,-9.203153e+00
-4.919169e+01,-9.429800e+00
-4.769911e+01,nan
-4.620653e+01,-9.699431e+00
-4.471394e+01,-1.025289e+01
-4.322136e+01,-1.062143e+01
-4.172878e+01,nan
-4.023620e+01,-2.063187e+01
-3.874362e+01,-3.583729e+00
-3.725104e+01,-1.140160e+01
-3.575845e+01,-1.146327e+01
-3.426587e+01,nan
-3.277329e+01,-1.234991e+01
-3.128071e+01,-1.274196e+01
-2.978813e+01,-1.310511e+01
-2.829555e+01,nan
-2.680296e+01,-1.341141e+01
-2.531038e+01,-1.372045e+01
-2.381780e+01,-1.403511e+01
-2.232522e+01,nan
-2.083264e+01,-1.436223e+01
-1.934005e+01,-1.470312e+01
-1.784747e+01,-1.505723e+01
-1.635489e+01,nan
-1.486231e+01,-1.542373e+01
-1.336973e+01,-1.580192e+01
-1.187715e+01,-1.619135e+01
-1.038456e+01,nan
-8.891983e+00,-1.659174e+01
-7.399401e+00,-1.700317e+01
-5.906819e+00,-1.742530e+01
-4.414238e+00,nan
-2.921656e+00,-1.786032e+01
-1.429074e+00,-1.829908e+01
6.350742e-02,-1.875811e+01
1.556089e+00,nan
3.048671e+00,-1.923435e+01
4.541253e+00,-1.972166e+01
6.033834e+00,-2.022438e+01
7.526416e+00,nan
9.018998e+00,-2.074467e+01
1.051158e+01,-2.128448e+01
1.200416e+01,-2.184622e+01
1.349674e+01,nan
1.498932e+01,-2.243267e+01
1.648191e+01,-2.304814e+01
1.797449e+01,-2.369637e+01
1.946707e+01,nan
2.095965e+01,-2.440375e+01
2.245223e+01,-2.513608e+01
2.394481e+01,-2.608468e+01
2.543740e+01,nan
2.692998e+01,-2.662785e+01
2.842256e+01,-2.761003e+01
2.991514e+01,-2.875753e+01
3.140772e+01,nan
3.290031e+01,-2.987810e+01
3.439289e+01,-3.118925e+01
3.588547e+01,-3.269155e+01
3.737805e+01,nan
3.887063e+01,-3.446321e+01
4.036321e+01,-3.658013e+01
4.185580e+01,-3.930031e+01
4.334838e+01,nan
4.484096e+01,-4.252950e+01
4.633354e+01,-4.802321e+01
4.782612e+01,-5.226889e+01
4.931870e+01,nan
5.081129e+01,-7.353209e+01
5.230387e+01,-6.933011e+01
5.379645e+01,-2.240594e+02
