x,Mu
-9.405113e+01,8.684589e-01
-9.255774e+01,1.092672e+00
-9.106435e+01,1.204466e+00
-8.957096e+01,1.191415e+00
-8.807757e+01,1.300378e+00
-8.658418e+01,1.401272e+00
-8.509079e+01,1.327560e+00
-8.359740e+01,1.642260e+00
-8.210401e+01,2.149829e+00
-8.061062e+01,2.090285e+00
-7.911723e+01,1.395942e+01
-7.762384e+01,4.341853e+00
-7.613045e+01,nan
-7.463706e+01,3.799891e+00
-7.314367e+01,3.059703e+00
-7.165028e+01,2.612432e+00
-7.015689e+01,nan
-6.866350e+01,8.635497e+00
-6.717011e+01,2.725515e+00
-6.567672e+01,2.351169e+00
-6.418333e+01,nan
-6.268994e+01,2.167988e+00
-6.119655e+01,2.027387e+00
-5.970316e+01,1.907942e+00
-5.820978e+01,nan
-5.671639e+01,1.803124e+00
-5.522300e+01,1.709067e+00
-5.372961e+01,1.623833e+00
-5.223622e+01,nan
-5.074283e+01,1.546140e+00
-4.924944e+01,1.475068e+00
-4.775605e+01,1.409906e+00
-4.626266e+01,nan
-4.476927e+01,1.350070e+00
-4.327588e+01,1.295061e+00
-4.178249e+01,1.244445e+00
-4.028910e+01,nan
-3.879571e+01,1.197834e+00
-3.730232e+01,1.154880e+00
-3.580893e+01,1.115271e+00
-3.431554e+01,nan
-3.282215e+01,1.078723e+00
-3.132876e+01,1.044977e+00
-2.983537e+01,1.013807e+00
-2.834198e+01,nan
-2.684859e+01,9.849723e-01
-2.535520e+01,9.583776e-01
-2.386181e+01,9.339092e-01
-2.236842e+01,nan
-2.087503e+01,9.111408e-01
-1.938164e+01,8.899792e-01
-1.788826e+01,8.704856e-01
-1.639487e+01,nan
-1.490148e+01,8.524657e-01
-1.340809e+01,8.358082e-01
-1.191470e+01,8.204232e-01
-1.042131e+01,nan
-8.927918e+00,8.062299e-01
-7.434528e+00,7.931579e-01
-5.941138e+00,7.811556e-01
-4.447749e+00,nan
-2.954359e+00,7.701660e-01
-1.460969e+00,7.602381e-01
3.242018e-02,7.507568e-01
1.525810e+00,nan
3.019199e+00,7.424826e-01
4.512589e+00,7.299740e-01
6.005979e+00,7.253918e-01
7.499368e+00,nan
8.992758e+00,7.253986e-01
1.048615e+01,7.156792e-01
1.197954e+01,7.095158e-01
1.347293e+01,nan
1.496632e+01,7.051163e-01
1.645971e+01,7.012349e-01
1.795310e+01,6.980513e-01
1.944649e+01,nan
2.093987e+01,6.954301e-01
2.243326e+01,6.934099e-01
2.392665e+01,6.919006e-01
2.542004e+01,nan
2.691343e+01,6.909154e-01
2.840682e+01,6.904474e-01
2.990021e+01,6.904979e-01
3.139360e+01,nan
3.288699e+01,6.910842e-01
3.438038e+01,6.922092e-01
3.587377e+01,6.939835e-01
3.736716e+01,nan
3.886055e+01,6.962341e-01
4.035394e+01,6.997492e-01
4.184733e+01,7.020443e-01
4.334072e+01,nan
4.483411e+01,7.107879e-01
4.632750e+01,6.991785e-01
4.782089e+01,7.471064e-01
4.931428e+01,nan
5.080767e+01,6.150978e-01
5.230106e+01,9.128788e-01
5.379445e+01,2.825601e-01
