x,S11
-9.395295e+01,-1.571832e+01
-9.246055e+01,-1.295679e+01
-9.096816e+01,-1.117597e+01
-8.947577e+01,-1.015471e+01
-8.798337e+01,nan
-8.649098e+01,-9.455436e+00
-8.499858e+01,-8.956318e+00
-8.350619e+01,-8.608711e+00
-8.201380e+01,nan
-8.052140e+01,-8.366869e+00
-7.902901e+01,-8.199742e+00
-7.753662e+01,-8.086222e+00
-7.604422e+01,nan
-7.455183e+01,-8.020728e+00
-7.305944e+01,-7.999375e+00
-7.156704e+01,-8.012395e+00
-7.007465e+01,nan
-6.858226e+01,-8.049203e+00
-6.708986e+01,-8.096693e+00
-6.559747e+01,-8.157252e+00
-6.410508e+01,-8.236284e+00
-6.261268e+01,nan
-6.112029e+01,-8.334589e+00
-5.962790e+01,-8.448513e+00
-5.813550e+01,-8.566574e+00
-5.664311e+01,nan
-5.515071e+01,-8.695249e+00
-5.365832e+01,-8.777533e+00
-5.216593e+01,-8.939512e+00
-5.067353e+01,nan
-4.918114e+01,-9.160143e+00
-4.768875e+01,-9.180497e+00
-4.619635e+01,-9.391228e+00
-4.470396e+01,nan
-4.321157e+01,-9.584225e+00
-4.171917e+01,-9.764509e+00
-4.022678e+01,-9.954884e+00
-3.873439e+01,-1.014840e+01
-3.724199e+01,nan
-3.574960e+01,-1.034564e+01
-3.425721e+01,-1.055355e+01
-3.276481e+01,-1.077888e+01
-3.127242e+01,nan
-2.978003e+01,-1.102175e+01
-2.828763e+01,-1.126876e+01
-2.679524e+01,-1.151417e+01
-2.530285e+01,nan
-2.381045e+01,-1.177313e+01
-2.231806e+01,-1.205130e+01
-2.082566e+01,-1.234106e+01
-1.933327e+01,nan
-1.784088e+01,-1.262839e+01
-1.634848e+01,-1.290610e+01
-1.485609e+01,-1.318661e+01
-1.336370e+01,-1.348384e+01
-1.187130e+01,nan
-1.037891e+01,-1.380706e+01
-8.886517e+00,-1.422442e+01
-7.394123e+00,-1.468332e+01
-5.901730e+00,nan
-4.409336e+00,-1.551011e+01
-2.916943e+00,-1.558332e+01
-1.424549e+00,-2.654438e+01
6.784439e-02,nan
1.560238e+00,-8.846106e+00
3.052631e+00,-1.738641e+01
4.545025e+00,-1.766405e+01
6.037418e+00,nan
7.529812e+00,-1.883514e+01
9.022205e+00,-1.949552e+01
1.051460e+01,-2.015671e+01
1.200699e+01,nan
1.349939e+01,-2.077532e+01
1.499178e+01,-2.142251e+01
1.648417e+01,-2.210819e+01
1.797657e+01,nan
1.946896e+01,-2.284414e+01
2.096135e+01,-2.363011e+01
2.245375e+01,-2.447215e+01
2.394614e+01,nan
2.543853e+01,-2.539906e+01
2.693093e+01,-2.640777e+01
2.842332e+01,-2.750561e+01
2.991571e+01,nan
3.140811e+01,-2.871810e+01
3.290050e+01,-3.007122e+01
3.439289e+01,-3.160511e+01
3.588529e+01,-4.177823e+01
3.737768e+01,-3.262389e+01
3.887008e+01,-3.541474e+01
4.036247e+01,-3.784764e+01
4.185486e+01,-4.158185e+01
4.334726e+01,-4.080244e+01
4.483965e+01,-4.436387e+01
4.633204e+01,-5.215372e+01
4.782444e+01,-5.602991e+01
4.931683e+01,nan
5.080922e+01,-7.876809e+01
5.230162e+01,-7.513329e+01
5.379401e+01,-2.485494e+02
